Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,290,-290,20,3.708875,2.933625,3.744625,3.649125,3.217,3.80025,3.8003750000000003,3.496875
2,290,-290,20,3.436125,2.769375,3.504625,3.43,3.115,1.6576250000000001,3.801125,3.442875
1-2,290,-290,20,0.2727499999999998,0.16425,0.2400000000000002,0.21912500000000001,0.10199999999999987,2.142625,-0.0007499999999995843,0.05400000000000027
