Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,58,-290,20,3.71675,2.935,3.743125,3.64825,3.229375,3.7995,3.8000000000000003,3.501125
2,58,-290,20,2.77525,2.69525,3.587875,3.437125,2.868375,3.7967500000000003,3.80025,3.282375
1-2,58,-290,20,0.9415,0.2397499999999999,0.1552500000000001,0.211125,0.3610000000000002,0.002749999999999808,-0.00024999999999986144,0.21875
