Datei_ID,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
0,0,0,20,1.800625,0.2635,1.5833750000000002,0.2315,0.5746249999999997,-0.0008750000000001,0.566125,0.2439999999999997
1,58,0,20,1.3121250000000004,0.262,1.45175,0.2262499999999998,0.406625,-0.0007499999999995,0.9435000000000002,0.3028750000000002
2,116,0,20,0.964,0.2891249999999998,1.4888749999999995,0.2483750000000002,0.316875,0.0002499999999998,1.359625,0.302
3,174,0,20,0.6971250000000002,0.29875,1.4763750000000004,0.2605000000000004,0.2477499999999999,-0.001125,1.726,0.2212499999999999
4,232,0,20,0.4693749999999999,0.2982499999999999,1.3562500000000002,0.2608749999999999,0.2052499999999999,-0.0005000000000001,2.014875,0.044
5,290,0,20,0.2607499999999998,0.2669999999999999,1.1220000000000003,0.2197499999999999,0.1343749999999999,-0.000375,2.5032500000000004,-0.1166249999999999
6,0,-58,20,1.64825,0.2847500000000003,1.2542500000000003,0.2553750000000003,0.6223749999999999,-0.0005000000000001,0.185375,0.2357500000000003
7,58,-58,20,1.2567499999999998,0.253625,1.2405,0.242375,0.4568750000000001,-0.0006249999999998,0.553375,0.3177499999999997
8,116,-58,20,0.89425,0.25,0.9416250000000002,0.2995000000000001,0.3462499999999999,0.0633750000000001,0.2872500000000002,0.3542499999999999
9,174,-58,20,0.6826249999999998,0.2672500000000002,1.259375,0.2962500000000001,0.2796250000000002,0.0141249999999999,0.8992500000000003,0.2883749999999998
10,232,-58,20,0.4366250000000002,0.2422499999999998,1.121625,0.2720000000000002,0.2016249999999999,0.0467499999999998,0.7588749999999997,0.1795
11,290,-58,20,0.2752500000000002,0.2228750000000001,0.877875,0.2292499999999999,0.1427499999999999,0.0762499999999999,0.2447500000000002,0.1015000000000001
12,0,-116,20,1.638125,0.3116249999999998,0.9545000000000003,0.2636249999999998,0.6938750000000002,-0.0001250000000001,0.0151250000000002,0.2501249999999997
13,58,-116,20,1.248125,0.2548749999999997,0.8780000000000001,0.259125,0.4884999999999997,0.0005000000000001,0.1474999999999999,0.3396250000000003
14,116,-116,20,0.9246249999999998,0.2578749999999998,1.2708749999999998,0.266,0.2955000000000001,-0.0004999999999997,0.82925,0.3438749999999997
15,174,-116,20,0.7065000000000001,0.2549999999999999,1.0212500000000002,0.3131250000000003,0.2830000000000003,0.2600000000000002,0.3973750000000002,0.3165
16,232,-116,20,0.4674999999999998,0.2097500000000001,0.8856250000000001,0.2941249999999997,0.2135000000000002,0.394625,0.1550000000000002,0.2741249999999997
17,290,-116,20,0.276875,0.2062499999999998,0.6739999999999999,0.215125,0.1235000000000003,0.4700000000000002,-0.0006250000000003,0.1552500000000001
18,0,-174,20,1.5386249999999997,0.3476249999999998,0.6595,0.2915000000000001,0.6749999999999998,0.0001249999999997,0.0,0.2221249999999996
19,58,-174,20,1.24575,0.2716250000000002,0.65625,0.2596249999999998,0.4966249999999998,0.00875,0.00225,0.3261250000000002
20,116,-174,20,0.8538749999999999,0.2393749999999999,0.6546250000000002,0.304875,0.3108750000000002,0.2788750000000002,0.0,0.316875
21,174,-174,20,0.6625000000000001,0.2389999999999998,0.7257500000000001,0.3271250000000001,0.2582500000000003,0.5877500000000002,0.0001249999999997,0.2925
22,232,-174,20,0.4492500000000001,0.2098750000000002,0.6677500000000003,0.2927500000000003,0.187875,0.8157500000000004,-0.0012499999999997,0.2657500000000001
23,290,-174,20,0.2845,0.1811249999999997,0.5050000000000003,0.228625,0.1304999999999996,1.0625,-0.001875,0.1809999999999996
24,0,-232,20,1.664625,0.3776250000000001,0.4697499999999999,0.2934999999999998,0.8987500000000002,0.0,0.0001250000000001,0.2748750000000002
25,58,-232,20,1.085125,0.251125,0.38225,0.2545000000000001,0.4048750000000001,0.0244999999999997,0.0002499999999998,0.2912500000000002
26,116,-232,20,0.8303750000000001,0.2256249999999999,0.4507500000000002,0.3209999999999997,0.2898749999999999,0.4207499999999999,-0.0013749999999999,0.2752500000000002
27,174,-232,20,0.5993750000000002,0.2276250000000002,0.4868749999999999,0.3222500000000003,0.2276250000000002,0.83175,-0.00075,0.2153749999999998
28,232,-232,20,0.4297500000000003,0.1891249999999997,0.4857500000000003,0.2921249999999999,0.1787499999999999,1.2510000000000003,-0.000375,0.1924999999999999
29,290,-232,20,0.2889999999999997,0.1652500000000003,0.3792499999999998,0.2142499999999998,0.1098749999999997,1.499,-0.001125,0.1354999999999999
30,0,-290,20,1.1843750000000002,0.3108749999999998,0.1111249999999999,0.1658750000000002,0.95675,0.0,0.000375,0.1904999999999996
31,58,-290,20,0.9415,0.2397499999999999,0.1552500000000001,0.211125,0.3610000000000002,0.0027499999999998,-0.0002499999999998,0.21875
32,116,-290,20,0.661,0.2025000000000001,0.2102499999999998,0.2818750000000003,0.2413750000000001,0.2098750000000002,-0.0005000000000001,0.165375
33,174,-290,20,0.5154999999999998,0.1899999999999999,0.2803750000000002,0.3203750000000003,0.2066249999999998,0.6658750000000002,-0.0009999999999998,0.1176249999999998
34,232,-290,20,0.392125,0.16175,0.2655000000000003,0.3026249999999999,0.1620000000000003,1.003875,-0.0008749999999997,0.066875
35,290,-290,20,0.2727499999999998,0.16425,0.2400000000000002,0.219125,0.1019999999999998,2.142625,-0.0007499999999995,0.0540000000000002
