Datei_ID,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
0,-290,290,8,3.2045250000000003,3.736075,2.07575,3.186575,3.381575,3.4998500000000003,3.244225,3.200625
1,-290,232,8,3.1683000000000003,3.681725,2.316125,3.176025,3.4187250000000002,3.475375,3.2335249999999998,3.1990250000000002
2,-290,174,8,3.1742000000000004,3.5535500000000004,2.51225,3.16555,3.4208499999999997,3.4267999999999996,3.2225,3.206325
3,-290,116,8,3.1695249999999997,3.4217500000000003,2.574925,3.159475,3.4068000000000005,3.3516500000000002,3.2086749999999995,3.2112249999999998
4,-290,58,8,3.223,3.0628499999999996,2.820825,3.139875,3.37985,3.2253000000000003,3.178675,3.2217500000000006
5,-290,0,8,3.264925,1.8461,3.2194499999999997,3.1512499999999997,3.36245,3.0568,3.1276,3.2144
6,-290,-58,8,2.9728000000000003,2.9923250000000006,3.0427500000000003,3.1547750000000003,3.40985,3.1878249999999997,3.1437000000000004,3.2173749999999997
7,-290,-116,8,2.89125,3.29205,2.9441750000000004,3.1496,3.430925,3.302725,3.165475,3.2289749999999997
8,-290,-174,8,2.6596249999999997,3.444525,2.873025,3.11145,3.4387250000000003,3.342,3.162725,3.2217
9,-290,-232,8,2.4052,3.6407249999999998,2.89915,3.1159499999999998,3.450525,3.4270000000000005,3.18125,3.2429249999999996
10,-290,-290,8,2.11895,3.730825,3.018625,3.1523749999999997,3.4694000000000003,3.4871,3.197675,3.257725
11,-232,290,8,3.2072,3.6656999999999997,2.5217000000000005,3.06635,3.35485,3.49675,3.2332750000000003,3.16125
12,-232,232,8,3.163075,3.5347750000000007,2.5198500000000004,3.0124999999999997,3.3562500000000006,3.4346250000000005,3.222475,3.145
13,-232,174,8,3.124625,3.3307,2.574625,2.986,3.3474749999999998,3.32945,3.2009250000000002,3.1355500000000003
14,-232,116,8,3.1372,3.086875,2.657325,2.9761749999999996,3.34185,3.205375,3.182075,3.1414
15,-232,58,8,3.199975,2.7643,2.869425,3.0071,3.3549749999999996,3.09875,3.167175,3.15685
16,-232,0,8,3.1970250000000004,2.064325,3.116225,3.04765,3.36095,2.99375,3.1206500000000004,3.143025
17,-232,-58,8,2.9596500000000003,2.6752,3.0244750000000002,3.0419,3.37765,3.0442750000000003,3.1037000000000003,3.1177499999999996
18,-232,-116,8,2.9275,3.03615,2.952075,3.0410500000000003,3.413225,3.193925,3.122175,3.13115
19,-232,-174,8,2.64515,3.229025,2.903825,3.0254,3.420975,3.2725999999999997,3.1170500000000003,3.127025
20,-232,-232,8,2.4745999999999997,3.458875,2.9343,3.027025,3.43805,3.3710999999999998,3.1232,3.1378999999999997
21,-232,-290,8,2.6620749999999997,3.6433,3.0063250000000004,3.074575,3.4539,3.4597249999999997,3.14265,3.1636750000000005
22,-174,290,8,3.206,3.6582250000000003,2.7914250000000003,2.9478750000000002,3.3488500000000005,3.50545,3.2309250000000005,3.1257499999999996
23,-174,232,8,3.1711500000000004,3.4846250000000003,2.714075,2.873025,3.341125,3.4121749999999995,3.2177749999999996,3.11345
24,-174,174,8,3.1531,3.2939750000000005,2.7442499999999996,2.8524,3.3332749999999995,3.3219,3.2050249999999996,3.112175
25,-174,116,8,3.15405,3.001725,2.794925,2.8682,3.3332,3.1686500000000004,3.1846500000000004,3.1216250000000003
26,-174,58,8,3.17415,2.60525,2.953425,2.8649000000000004,3.334425,3.007,3.157125,3.112825
27,-174,0,8,3.176375,2.296425,3.098375,2.93955,3.359725,2.96315,3.132175,3.120925
28,-174,-58,8,3.0488999999999997,2.6283749999999997,3.045075,2.96955,3.3935,3.0295249999999996,3.1159,3.1113999999999997
29,-174,-116,8,2.8942000000000005,3.0221,2.9728499999999998,2.950375,3.4103,3.1662749999999997,3.103075,3.1010750000000002
30,-174,-174,8,2.882275,3.245625,2.951275,2.9305749999999997,3.41815,3.29385,3.097625,3.103375
31,-174,-232,8,2.9086749999999997,3.4712,2.975825,3.0033,3.435,3.3947000000000003,3.1167249999999997,3.13465
32,-174,-290,8,2.8645,3.626375,3.0391,3.032725,3.44775,3.4726500000000002,3.13855,3.137875
33,-116,290,8,3.17915,3.650725,2.87005,2.8740249999999996,3.364825,3.5352,3.2276500000000006,3.116625
34,-116,232,8,3.1446500000000004,3.4793749999999997,2.8536,2.7458249999999995,3.34845,3.4444749999999997,3.2096750000000003,3.0919
35,-116,174,8,3.1182749999999997,3.2384250000000003,2.864375,2.6623750000000004,3.3465,3.2882749999999996,3.1927,3.071975
36,-116,116,8,3.1241250000000003,3.0151999999999997,2.9273999999999996,2.674525,3.3471500000000005,3.15735,3.18495,3.0837000000000003
37,-116,58,8,3.141925,2.7295749999999996,3.010325,2.6989750000000003,3.3603000000000005,2.99295,3.165825,3.080375
38,-116,0,8,3.140375,2.5158000000000005,3.0726000000000004,2.77385,3.3817749999999998,2.919,3.1368,3.0713500000000002
39,-116,-58,8,3.045375,2.734225,3.04095,2.8089,3.400775,2.9984249999999997,3.1174250000000003,3.0669000000000004
40,-116,-116,8,2.956675,3.05,2.9954,2.830075,3.408825,3.1810499999999995,3.1104499999999997,3.0754
41,-116,-174,8,2.901575,3.2928,2.979625,2.8461999999999996,3.423125,3.29885,3.1045249999999998,3.0753250000000003
42,-116,-232,8,2.84945,3.498325,2.9996,2.905475,3.4300750000000004,3.421675,3.11825,3.1004000000000005
43,-116,-290,8,2.8876749999999998,3.686425,3.0474750000000004,3.00765,3.4484999999999997,3.528525,3.1621250000000005,3.1226749999999996
44,-58,290,8,3.178325,3.7031750000000003,3.047825,2.727525,3.424075,3.592875,3.2172750000000003,3.087525
45,-58,232,8,3.147225,3.5258000000000003,2.99,2.567675,3.390225,3.47555,3.1971000000000003,3.0556500000000004
46,-58,174,8,3.1432499999999997,3.3411,3.0258,2.4825500000000003,3.3878,3.334325,3.200625,3.051975
47,-58,116,8,3.1372999999999998,3.0924499999999995,3.0267999999999997,2.478925,3.3755249999999997,3.16085,3.1932250000000004,3.044725
48,-58,58,8,3.1456000000000004,2.9400000000000004,3.0782249999999998,2.4614,3.3716999999999997,3.018325,3.191325,3.0241
49,-58,0,8,3.15685,2.719575,3.0801,2.5762,3.37755,2.903225,3.16635,3.0284000000000004
50,-58,-58,8,3.0881250000000002,2.8953,3.0304750000000005,2.6571749999999996,3.403575,3.03335,3.13135,3.0356
51,-58,-116,8,3.041375,3.1342,3.00605,2.6585,3.4066250000000005,3.1664999999999996,3.1332750000000003,3.027075
52,-58,-174,8,2.993825,3.315325,2.998975,2.7103500000000005,3.4175750000000003,3.300725,3.144175,3.0597
53,-58,-232,8,2.9920750000000003,3.5434,3.014625,2.7748,3.422,3.42735,3.173225,3.0505999999999998
