Datei_ID,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
0,-290,290,10,3.165875,3.738375,1.877,3.180875,3.346375,3.474,3.237625,3.188125
1,-290,232,10,3.1165000000000003,3.661625,2.138375,3.149125,3.375375,3.433875,3.223125,3.184625
2,-290,174,10,3.11425,3.5115000000000003,2.33975,3.13775,3.3775,3.37525,3.20925,3.190875
3,-290,116,10,3.115375,3.3200000000000003,2.470625,3.125875,3.365,3.2847500000000003,3.191375,3.195375
4,-290,58,10,3.17975,2.91375,2.774375,3.114375,3.3455,3.1590000000000003,3.163125,3.2062500000000003
5,-290,0,10,3.210375,1.6025,3.206,3.13325,3.33325,3.00175,3.11375,3.2005
6,-290,-58,10,2.88025,2.8621250000000003,3.00375,3.131625,3.3855,3.139375,3.12625,3.201875
7,-290,-116,10,2.70775,3.18275,2.887875,3.1145,3.403625,3.243875,3.139375,3.208125
8,-290,-174,10,2.438875,3.392125,2.830375,3.08625,3.419375,3.30675,3.142125,3.20925
9,-290,-232,10,2.08925,3.609375,2.85475,3.09,3.432375,3.3977500000000003,3.15775,3.230625
10,-290,-290,10,1.72225,3.727375,2.973625,3.120875,3.45425,3.4665,3.172875,3.245375
11,-232,290,10,3.182,3.6645,2.4315,3.0505,3.31475,3.477,3.2258750000000003,3.15125
12,-232,232,10,3.125125,3.4998750000000003,2.39625,2.97525,3.3080000000000003,3.3933750000000003,3.209375,3.13275
13,-232,174,10,3.087625,3.27125,2.468375,2.94775,3.300125,3.27625,3.186875,3.1255
14,-232,116,10,3.1,2.993125,2.584625,2.942125,3.30025,3.150125,3.1673750000000003,3.133
15,-232,58,10,3.155125,2.61525,2.800875,2.967,3.312375,3.024,3.148625,3.1445
16,-232,0,10,3.1473750000000003,1.836375,3.083875,3.009,3.32525,2.9095,3.1012500000000003,3.133375
17,-232,-58,10,2.8965,2.5555,2.985625,3.01125,3.35625,2.9991250000000003,3.08775,3.11575
18,-232,-116,10,2.78975,2.94925,2.906125,3.0027500000000003,3.390375,3.141375,3.098375,3.1225
19,-232,-174,10,2.52175,3.193625,2.867375,2.99025,3.404375,3.24475,3.0965000000000003,3.122875
20,-232,-232,10,2.3255,3.438875,2.89925,2.997625,3.423,3.35025,3.10225,3.1355
21,-232,-290,10,2.463625,3.65075,2.988875,3.052375,3.44075,3.450875,3.124,3.161125
22,-174,290,10,3.16125,3.635625,2.718875,2.919125,3.3040000000000003,3.4815,3.219625,3.118
23,-174,232,10,3.1165000000000003,3.439375,2.620625,2.823875,3.284625,3.369375,3.201875,3.09875
24,-174,174,10,3.097,3.208375,2.682,2.791,3.285125,3.2605,3.187375,3.097375
25,-174,116,10,3.0955,2.896875,2.743875,2.79575,3.286,3.09825,3.1655,3.101875
