Datei_ID,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
0,-290,290,18,3.175975,3.66905,0.9604250000000001,3.17915,3.240525,3.367675,3.1879750000000002,3.1454750000000002
1,-290,232,18,3.095225,3.50855,1.319975,3.096125,3.2537249999999998,3.2619499999999997,3.162175,3.137
2,-290,174,18,3.06615,3.2796250000000002,1.6406749999999999,3.076575,3.2597500000000004,3.1481250000000003,3.137425,3.140775
3,-290,116,18,3.080425,2.919525,1.9974750000000001,3.0465250000000004,3.25735,3.0086,3.11085,3.145325
4,-290,58,18,3.154875,2.277675,2.4797499999999997,3.0210000000000004,3.24845,2.83515,3.08435,3.15205
5,-290,0,18,3.1762249999999996,0.40227500000000005,3.077425,3.0574250000000003,3.255,2.656375,3.036675,3.152025
6,-290,-58,18,2.707,2.184875,2.80875,3.062125,3.325825,2.848975,3.0383,3.153975
7,-290,-116,18,2.2948250000000003,2.755525,2.6586250000000002,3.0326000000000004,3.35705,3.00855,3.0472,3.1605
8,-290,-174,18,1.78905,3.131075,2.626325,3.01455,3.3874999999999997,3.1326,3.0556,3.177975
9,-290,-232,18,1.098975,3.42795,2.650675,3.0103500000000003,3.407925,3.2447500000000002,3.0631500000000003,3.199275
10,-290,-290,18,0.29752500000000004,3.63745,2.7706749999999998,3.0210500000000002,3.43625,3.34975,3.07195,3.214425
11,-232,290,18,3.25775,3.529875,2.017375,2.988,3.1814250000000004,3.365975,3.1752,3.110275
12,-232,232,18,3.166525,3.2723,1.83405,2.8618,3.1542250000000003,3.204825,3.144225,3.09575
13,-232,174,18,3.113775,2.914425,1.996425,2.814625,3.15085,3.02175,3.1162,3.08575
14,-232,116,18,3.1323250000000002,2.51185,2.247325,2.8105,3.18335,2.86905,3.09455,3.0985
15,-232,58,18,3.16765,1.81205,2.5254,2.823025,3.1893,2.64145,3.058525,3.10245
16,-232,0,18,3.162675,0.76715,2.9271000000000003,2.871725,3.237725,2.51145,3.0181,3.100475
17,-232,-58,18,2.7499499999999997,1.8630250000000002,2.775175,2.88205,3.30125,2.693575,3.0014499999999997,3.0949999999999998
18,-232,-116,18,2.36745,2.4596750000000003,2.6792000000000002,2.8677,3.340975,2.881,3.003625,3.0976500000000002
19,-232,-174,18,2.024175,2.8673,2.6594,2.864425,3.3699250000000003,3.052425,3.00515,3.1122
20,-232,-232,18,1.646525,3.2148,2.70115,2.8729,3.3972249999999997,3.1967250000000003,3.005325,3.12035
21,-232,-290,18,1.52905,3.543075,2.831475,2.9398000000000004,3.42835,3.3485,3.0308,3.1477749999999998
22,-174,290,18,3.186175,3.45575,2.452975,2.802625,3.169225,3.3767,3.163625,3.08205
23,-174,232,18,3.1229750000000003,3.171,2.207075,2.650975,3.1193750000000002,3.193525,3.133175,3.054275
24,-174,174,18,3.093475,2.8101,2.359575,2.5868,3.135425,3.009725,3.111225,3.05505
25,-174,116,18,3.08435,2.340525,2.49535,2.540075,3.151425,2.778775,3.083725,3.039825
26,-174,58,18,3.113375,1.634375,2.7034249999999997,2.5617750000000004,3.189625,2.5305,3.0499750000000003,3.0479499999999997
27,-174,0,18,3.086275,1.037,2.910025,2.6124,3.236875,2.39675,3.00785,3.034725
28,-174,-58,18,2.838125,1.8093249999999999,2.8319,2.656025,3.2983499999999997,2.587375,2.9824,3.028975
29,-174,-116,18,2.5953500000000003,2.3861749999999997,2.769925,2.665375,3.3411750000000002,2.841525,2.981625,3.0393499999999998
30,-174,-174,18,2.34375,2.809675,2.7598499999999997,2.675875,3.365875,3.029425,2.9697999999999998,3.0427
31,-174,-232,18,2.06315,3.170775,2.790475,2.744775,3.394225,3.213825,2.9855,3.07825
32,-174,-290,18,2.060525,3.4818249999999997,2.885025,2.8431249999999997,3.4212,3.3695749999999998,3.020975,3.110975
33,-116,290,18,3.161725,3.418625,2.709925,2.604275,3.2083749999999998,3.39915,3.152375,3.049075
34,-116,232,18,3.104675,3.112,2.538675,2.403725,3.141475,3.202525,3.126025,3.018625
35,-116,174,18,3.0869,2.737925,2.6171249999999997,2.295325,3.151075,2.9903250000000003,3.1035500000000003,3.0024
36,-116,116,18,3.0808999999999997,2.349675,2.7075,2.240375,3.180425,2.77595,3.0953,2.992125
37,-116,58,18,3.0986000000000002,1.8531,2.836925,2.2603500000000003,3.21155,2.523425,3.06565,2.991175
38,-116,0,18,3.089325,1.4245,2.936175,2.3642250000000002,3.26235,2.377925,3.02385,2.986475
39,-116,-58,18,2.94625,1.893925,2.87485,2.43845,3.3133250000000003,2.56625,2.994125,2.9781
40,-116,-116,18,2.77415,2.4277,2.82455,2.4349250000000002,3.3395,2.8244,2.9777500000000003,2.96585
41,-116,-174,18,2.6304000000000003,2.805025,2.818225,2.465475,3.3584,3.031175,2.973325,2.98605
42,-116,-232,18,2.50215,3.161375,2.8448,2.550875,3.380925,3.2335249999999998,2.9859999999999998,3.03485
43,-116,-290,18,2.531375,3.4591250000000002,2.913525,2.703975,3.406275,3.410175,3.02975,3.0782
44,-58,290,18,3.137725,3.45255,2.943825,2.329075,3.3098750000000003,3.4612,3.12615,2.982075
45,-58,232,18,3.097225,3.192275,2.8895999999999997,1.9938749999999998,3.2529500000000002,3.277325,3.127325,2.94935
46,-58,174,18,3.094975,2.856225,2.877975,1.90125,3.2445,3.04655,3.0973,2.926575
47,-58,116,18,3.09835,2.4998,2.903875,1.888125,3.25765,2.81395,3.08995,2.914225
48,-58,58,18,3.1117,2.11605,2.950475,2.001475,3.270775,2.521175,3.06875,2.913525
49,-58,0,18,3.104825,1.8566500000000001,2.96665,2.0475250000000003,3.29725,2.40165,3.0488,2.8979749999999997
50,-58,-58,18,3.02835,2.171125,2.913825,2.11925,3.3203,2.599025,3.0263500000000003,2.88435
51,-58,-116,18,2.9524,2.55065,2.87075,2.187275,3.338925,2.859775,3.0124750000000002,2.8996
52,-58,-174,18,2.894175,2.9187,2.865325,2.218625,3.346,3.0768500000000003,3.016075,2.902775
53,-58,-232,18,2.853575,3.2193500000000004,2.885825,2.297575,3.350075,3.270775,3.0301,2.9449750000000003
54,-58,-290,18,2.905625,3.506525,2.9378,2.55985,3.3838749999999997,3.482825,3.088625,3.0322999999999998
55,0,290,18,3.1403000000000003,3.4882999999999997,3.213925,0.7525250000000001,3.356575,3.483225,3.091575,2.9163
56,0,232,18,3.126475,3.2501,3.13205,1.327575,3.2802,3.265375,3.0758,2.8594
57,0,174,18,3.128275,2.984825,3.077825,1.4244,3.27095,3.032575,3.070425,2.8237
58,0,116,18,3.13635,2.7177499999999997,3.037525,1.5498750000000001,3.274925,2.7933000000000003,3.0707,2.819075
59,0,58,18,3.14475,2.3667,3.0056,1.701975,3.293375,2.5025,3.0703750000000003,2.8057
60,0,0,18,3.147375,2.225025,2.980175,1.8547,3.3114500000000002,2.33065,3.062125,2.7568750000000004
61,0,-58,18,3.1300999999999997,2.46655,2.94735,1.941125,3.303525,2.5789750000000002,3.04945,2.712025
62,0,-116,18,3.12,2.7862,2.931375,1.988,3.296675,2.86395,3.0538749999999997,2.676225
63,0,-174,18,3.11325,3.0696,2.9160000000000004,2.0458,3.29765,3.0922,3.072025,2.642625
64,0,-232,18,3.141325,3.315675,2.915325,2.1380500000000002,3.3023000000000002,3.290875,3.1057,2.613475
65,0,-290,18,3.24095,3.5448749999999998,2.938125,2.3622,3.326825,3.4917,3.1742,2.41975
66,58,290,18,3.17875,3.450975,3.155875,2.520375,2.8399,3.41145,3.1029,2.98935
67,58,232,18,3.1709,3.20965,3.07625,2.2347,2.8156,3.1523,3.0631000000000004,2.941
68,58,174,18,3.1701,2.95935,3.03445,2.103525,2.951725,2.87845,3.046675,2.91235
69,58,116,18,3.17525,2.715275,3.01065,2.0952,3.084625,2.591175,3.05035,2.9080999999999997
70,58,58,18,3.161875,2.403225,2.9851500000000004,2.117,3.2009000000000003,2.1841,3.06,2.9014499999999996
71,58,0,18,3.149075,2.2847500000000003,2.9765249999999996,2.207025,3.28385,1.9875500000000001,3.06065,2.9013750000000003
72,58,-58,18,3.1289000000000002,2.50825,2.979775,2.24715,3.251675,2.3321,2.9848250000000003,2.8679
73,58,-116,18,3.1322750000000004,2.807075,2.971025,2.2202249999999997,3.232675,2.678375,2.90625,2.821325
74,58,-174,18,3.13835,3.0684,2.974375,2.28905,3.234175,2.97115,2.86465,2.851175
75,58,-232,18,3.17175,3.316475,2.98,2.414475,3.2688,3.235325,2.8160499999999997,2.9123750000000004
76,58,-290,18,3.225775,3.514025,2.999225,2.5973,3.333825,3.462,2.8725500000000004,2.942525
77,116,290,18,3.2081,3.389775,3.098175,2.7655000000000003,2.481525,3.3779,3.11705,3.059975
78,116,232,18,3.194925,3.162075,3.02895,2.5707999999999998,2.41195,3.0913500000000003,3.065825,3.0272
79,116,174,18,3.18595,2.903825,2.9871,2.4511249999999998,2.608125,2.77055,3.0412500000000002,3.002075
80,116,116,18,3.1742500000000002,2.63145,2.96255,2.450375,2.8440250000000002,2.392025,3.043975,3.0128500000000003
81,116,58,18,3.153425,2.341125,2.946775,2.4523,3.1047000000000002,1.8561,3.054625,2.996375
82,116,0,18,3.125225,2.207625,2.949725,2.50245,3.2856,1.54215,3.035175,2.987525
83,116,-58,18,3.105725,2.44135,2.9682749999999998,2.519575,3.245775,2.082225,2.9021500000000002,2.9642500000000003
84,116,-116,18,3.09865,2.736725,2.98135,2.5488750000000002,3.2319,2.52895,2.7809,2.96775
85,116,-174,18,3.09105,3.003225,2.984475,2.572125,3.2467,2.9177500000000003,2.614075,2.97575
86,116,-232,18,3.103025,3.23245,2.9957249999999997,2.6303,3.284525,3.205725,2.469225,2.99275
87,116,-290,18,3.158375,3.442425,3.01535,2.79365,3.3697250000000003,3.43075,2.6163250000000002,3.044975
88,174,290,18,3.227525,3.3407750000000003,3.0707,2.9023000000000003,2.1454999999999997,3.3737,3.133375,3.092175
89,174,232,18,3.21415,3.13205,3.0116,2.803525,2.03165,3.085225,3.0819,3.075925
90,174,174,18,3.197025,2.881725,2.9697500000000003,2.70705,2.412125,2.7554250000000002,3.059725,3.0603000000000002
91,174,116,18,3.177225,2.6287,2.946775,2.685375,2.696675,2.3216,3.060825,3.058525
92,174,58,18,3.149375,2.3226250000000004,2.93215,2.69055,3.085625,1.6795499999999999,3.086525,3.058375
93,174,0,18,3.1155250000000003,2.217125,2.9398,2.7474250000000002,3.3507000000000002,1.1982499999999998,3.054925,3.0547000000000004
94,174,-58,18,3.09705,2.447075,2.96915,2.73685,3.291875,1.9772500000000002,2.85615,3.029625
95,174,-116,18,3.08915,2.7523250000000004,2.986075,2.765925,3.282125,2.5628,2.64075,3.04105
96,174,-174,18,3.0823,2.9554500000000004,2.993925,2.75415,3.2828749999999998,2.92645,2.3830999999999998,3.03685
97,174,-232,18,3.09335,3.179175,3.005575,2.796625,3.3308,3.2026000000000003,2.158075,3.0474750000000004
98,174,-290,18,3.1296000000000004,3.3968249999999998,3.0316,2.935625,3.42725,3.44725,2.357075,3.10235
99,232,290,18,3.24165,3.314175,3.065075,3.0307,1.6509999999999998,3.415875,3.129875,3.1159
100,232,232,18,3.2231,3.1292,3.01505,2.963425,1.77925,3.115075,3.0732999999999997,3.101
101,232,174,18,3.2062999999999997,2.93115,2.984375,2.9383,2.195325,2.8365750000000003,3.05945,3.099625
102,232,116,18,3.189025,2.73085,2.966925,2.9255,2.655375,2.5227,3.0775750000000004,3.1098
103,232,58,18,3.1578250000000003,2.458325,2.945275,2.9369,3.1321,1.82585,3.1401,3.122475
104,232,0,18,3.113125,2.3037750000000004,2.9388,2.9577750000000003,3.4809,0.911125,3.0965000000000003,3.1106249999999998
105,232,-58,18,3.10065,2.54415,2.9675,2.9377500000000003,3.355825,2.1117,2.788125,3.0873
106,232,-116,18,3.1074,2.7971500000000002,2.994375,2.934425,3.294925,2.692725,2.479425,3.0959000000000003
107,232,-174,18,3.109175,3.029175,3.009825,2.9436,3.30435,3.03925,2.1486,3.0970750000000002
108,232,-232,18,3.117725,3.212825,3.026125,2.963775,3.35305,3.28325,1.7796,3.100125
109,232,-290,18,3.1222,3.3711,3.044125,3.016725,3.4376,3.4774499999999997,1.8812,3.1325250000000002
110,290,290,18,3.25895,3.365875,3.095775,3.252075,0.8807,3.5423,3.112825,3.1450250000000004
111,290,232,18,3.238675,3.213,3.064825,3.209725,1.4554,3.29385,3.0587,3.1427
112,290,174,18,3.223125,3.072275,3.032825,3.1631,2.196225,3.0559,3.071525,3.1501
113,290,116,18,3.207,2.921575,3.01355,3.146975,2.690875,2.838675,3.0983500000000004,3.16205
114,290,58,18,3.164325,2.6197,2.9592750000000003,3.0983,3.1658749999999998,2.19115,3.165575,3.161325
115,290,0,18,3.121,2.449925,2.943825,3.0970500000000003,3.5947,0.56185,3.1994249999999997,3.15435
116,290,-58,18,3.14525,2.7733250000000003,2.992425,3.1046,3.436325,2.54675,2.799775,3.145125
117,290,-116,18,3.1602,2.994575,3.0166250000000003,3.0833,3.379275,2.99485,2.42245,3.145775
118,290,-174,18,3.169775,3.1603,3.0332,3.087025,3.3736,3.267225,1.983025,3.161475
119,290,-232,18,3.17055,3.27785,3.0475,3.0776499999999998,3.39325,3.4329,1.37635,3.1648500000000004
120,290,-290,18,3.169675,3.3918,3.0637000000000003,3.102275,3.446425,3.557125,1.058225,3.2049250000000002
