channel names:							
015_-116_232_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	015_-116_232_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	015_-116_232_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	015_-116_232_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	015_-116_232_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	015_-116_232_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	015_-116_232_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	015_-116_232_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832	23.05.2024 14:56:55,503832
dt:							
0,020000							
data:							
2,996778E-1	2,394620E-2	-7,152379E-1	2,352778E-1	-4,027260E-1	-4,295791E-1	-5,023720E-2	-3,786403E-2
2,996421E-1	2,417270E-2	-7,150591E-1	2,353493E-1	-4,027498E-1	-4,295195E-1	-5,051138E-2	-3,788787E-2
2,997613E-1	2,427999E-2	-7,150114E-1	2,354924E-1	-4,027737E-1	-4,294956E-1	-5,059483E-2	-3,775674E-2
2,997255E-1	2,429191E-2	-7,150471E-1	2,355400E-1	-4,027379E-1	-4,294122E-1	-5,028489E-2	-3,768522E-2
2,997255E-1	2,422038E-2	-7,150114E-1	2,354328E-1	-4,028929E-1	-4,294003E-1	-5,033257E-2	-3,766137E-2
2,997255E-1	2,416078E-2	-7,150710E-1	2,352182E-1	-4,028929E-1	-4,294837E-1	-5,065444E-2	-3,782827E-2
2,996897E-1	2,423230E-2	-7,151067E-1	2,351943E-1	-4,029406E-1	-4,295076E-1	-5,054715E-2	-3,786403E-2
2,996540E-1	2,430383E-2	-7,150114E-1	2,351824E-1	-4,028929E-1	-4,295314E-1	-5,054715E-2	-3,776866E-2
2,997255E-1	2,435151E-2	-7,149518E-1	2,351824E-1	-4,029286E-1	-4,293883E-1	-5,057099E-2	-3,767329E-2
2,997851E-1	2,430383E-2	-7,150233E-1	2,352182E-1	-4,029406E-1	-4,293883E-1	-5,045178E-2	-3,772098E-2
2,997017E-1	2,414886E-2	-7,150948E-1	2,352897E-1	-4,030359E-1	-4,293883E-1	-5,047562E-2	-3,781635E-2
2,995825E-1	2,400581E-2	-7,150829E-1	2,351347E-1	-4,028690E-1	-4,295076E-1	-5,047562E-2	-3,776866E-2
2,996301E-1	2,399389E-2	-7,150829E-1	2,351109E-1	-4,029644E-1	-4,295433E-1	-5,053523E-2	-3,782827E-2
2,996778E-1	2,407733E-2	-7,150948E-1	2,350751E-1	-4,029882E-1	-4,294956E-1	-5,067828E-2	-3,780442E-2
2,996659E-1	2,407733E-2	-7,151067E-1	2,351467E-1	-4,029286E-1	-4,294837E-1	-5,049946E-2	-3,776866E-2
2,996778E-1	2,407733E-2	-7,150829E-1	2,353135E-1	-4,031194E-1	-4,294241E-1	-5,040410E-2	-3,770906E-2
2,997017E-1	2,418462E-2	-7,150591E-1	2,354208E-1	-4,028452E-1	-4,294479E-1	-5,034449E-2	-3,787595E-2
2,997017E-1	2,422038E-2	-7,150352E-1	2,353493E-1	-4,028690E-1	-4,294360E-1	-5,018952E-2	-3,779250E-2
2,997017E-1	2,425615E-2	-7,150233E-1	2,353135E-1	-4,027856E-1	-4,294718E-1	-5,004647E-2	-3,770906E-2
2,996301E-1	2,412502E-2	-7,150829E-1	2,351586E-1	-4,028571E-1	-4,295195E-1	-5,003455E-2	-3,768522E-2
2,995586E-1	2,410117E-2	-7,151544E-1	2,351467E-1	-4,027737E-1	-4,295076E-1	-5,011799E-2	-3,781635E-2
2,995109E-1	2,419654E-2	-7,149160E-1	2,353732E-1	-4,025233E-1	-4,294003E-1	-5,015376E-2	-3,780442E-2
2,995348E-1	2,430383E-2	-7,150352E-1	2,353851E-1	-4,026545E-1	-4,294003E-1	-5,016568E-2	-3,781635E-2
2,996778E-1	2,423230E-2	-7,149994E-1	2,352182E-1	-4,024518E-1	-4,294599E-1	-5,007031E-2	-3,773290E-2
2,996540E-1	2,408925E-2	-7,150829E-1	2,352539E-1	-4,025352E-1	-4,295195E-1	-5,024912E-2	-3,769714E-2
2,995586E-1	2,408925E-2	-7,150829E-1	2,352301E-1	-4,025829E-1	-4,294122E-1	-5,038025E-2	-3,776866E-2
2,995944E-1	2,411309E-2	-7,149994E-1	2,352897E-1	-4,027856E-1	-4,295433E-1	-5,017760E-2	-3,779250E-2
2,997136E-1	2,407733E-2	-7,150471E-1	2,354328E-1	-4,028452E-1	-4,294718E-1	-5,001070E-2	-3,775674E-2
2,996659E-1	2,407733E-2	-7,149637E-1	2,354566E-1	-4,031075E-1	-4,293526E-1	-5,009415E-2	-3,762561E-2
2,997136E-1	2,405349E-2	-7,149994E-1	2,354685E-1	-4,027260E-1	-4,294122E-1	-5,003455E-2	-3,774482E-2
2,995825E-1	2,405349E-2	-7,149518E-1	2,354328E-1	-4,027379E-1	-4,294718E-1	-5,002263E-2	-3,784019E-2
2,995348E-1	2,416078E-2	-7,150114E-1	2,354089E-1	-4,030002E-1	-4,294479E-1	-5,030873E-2	-3,780442E-2
2,996301E-1	2,412502E-2	-7,149398E-1	2,354208E-1	-4,027737E-1	-4,293764E-1	-5,036833E-2	-3,768522E-2
2,997255E-1	2,413694E-2	-7,149160E-1	2,355758E-1	-4,029286E-1	-4,293049E-1	-5,018952E-2	-3,772098E-2
2,996421E-1	2,417270E-2	-7,149518E-1	2,355877E-1	-4,029406E-1	-4,293168E-1	-5,030873E-2	-3,764945E-2
2,994394E-1	2,399389E-2	-7,150591E-1	2,354208E-1	-4,029644E-1	-4,294360E-1	-5,029681E-2	-3,776866E-2
2,995944E-1	2,413694E-2	-7,151902E-1	2,352659E-1	-4,028214E-1	-4,295672E-1	-5,020144E-2	-3,770906E-2
2,996540E-1	2,411309E-2	-7,150829E-1	2,354208E-1	-4,025233E-1	-4,294122E-1	-5,033257E-2	-3,766137E-2
2,995825E-1	2,416078E-2	-7,150948E-1	2,354447E-1	-4,028810E-1	-4,293645E-1	-5,048754E-2	-3,763753E-2
2,997017E-1	2,414886E-2	-7,149637E-1	2,353732E-1	-4,029167E-1	-4,294956E-1	-5,026104E-2	-3,756601E-2
2,996659E-1	2,408925E-2	-7,150471E-1	2,351228E-1	-4,029048E-1	-4,295791E-1	-5,027297E-2	-3,761369E-2
2,995825E-1	2,394620E-2	-7,150471E-1	2,348606E-1	-4,028690E-1	-4,295791E-1	-5,040410E-2	-3,775674E-2
2,995348E-1	2,395812E-2	-7,150114E-1	2,349917E-1	-4,028452E-1	-4,295195E-1	-5,048754E-2	-3,774482E-2
2,995944E-1	2,410117E-2	-7,149875E-1	2,350990E-1	-4,029286E-1	-4,295195E-1	-5,028489E-2	-3,768522E-2
2,997017E-1	2,398196E-2	-7,149994E-1	2,351467E-1	-4,028571E-1	-4,294718E-1	-5,016568E-2	-3,769714E-2
2,995944E-1	2,387468E-2	-7,151067E-1	2,350751E-1	-4,028929E-1	-4,295314E-1	-5,012991E-2	-3,769714E-2
2,994513E-1	2,386276E-2	-7,150471E-1	2,349678E-1	-4,027617E-1	-4,296864E-1	-5,021336E-2	-3,776866E-2
2,995229E-1	2,395812E-2	-7,150829E-1	2,349678E-1	-4,027856E-1	-4,298056E-1	-5,024912E-2	-3,782827E-2
2,995229E-1	2,392236E-2	-7,151425E-1	2,350155E-1	-4,029644E-1	-4,297579E-1	-5,034449E-2	-3,778058E-2
2,995229E-1	2,387468E-2	-7,151067E-1	2,351705E-1	-4,028810E-1	-4,295314E-1	-5,011799E-2	-3,758985E-2
2,995229E-1	2,386276E-2	-7,151067E-1	2,354089E-1	-4,028333E-1	-4,294837E-1	-5,010607E-2	-3,753024E-2
2,995229E-1	2,389852E-2	-7,150591E-1	2,353851E-1	-4,029048E-1	-4,295910E-1	-5,015376E-2	-3,767329E-2
2,994871E-1	2,394620E-2	-7,150591E-1	2,353135E-1	-4,028333E-1	-4,295672E-1	-5,029681E-2	-3,770906E-2
2,996659E-1	2,394620E-2	-7,151187E-1	2,353732E-1	-4,029406E-1	-4,295076E-1	-5,043986E-2	-3,764945E-2
2,996301E-1	2,397004E-2	-7,150471E-1	2,353851E-1	-4,028452E-1	-4,294479E-1	-5,039217E-2	-3,758985E-2
2,996063E-1	2,402965E-2	-7,150352E-1	2,353970E-1	-4,030002E-1	-4,293407E-1	-5,017760E-2	-3,764945E-2
2,996659E-1	2,397004E-2	-7,150233E-1	2,353493E-1	-4,029882E-1	-4,293764E-1	-5,035641E-2	-3,757793E-2
2,996301E-1	2,385083E-2	-7,150591E-1	2,352420E-1	-4,029882E-1	-4,295076E-1	-5,049946E-2	-3,772098E-2
2,995586E-1	2,391044E-2	-7,149994E-1	2,352301E-1	-4,031551E-1	-4,294956E-1	-5,051138E-2	-3,779250E-2
2,996182E-1	2,397004E-2	-7,150233E-1	2,353016E-1	-4,029167E-1	-4,295672E-1	-5,049946E-2	-3,774482E-2
2,996540E-1	2,397004E-2	-7,150591E-1	2,354685E-1	-4,030121E-1	-4,294718E-1	-5,041602E-2	-3,770906E-2
2,995944E-1	2,383891E-2	-7,150948E-1	2,355162E-1	-4,028333E-1	-4,294479E-1	-5,048754E-2	-3,774482E-2
2,996659E-1	2,392236E-2	-7,150352E-1	2,354328E-1	-4,028810E-1	-4,295195E-1	-5,040410E-2	-3,781635E-2
2,996182E-1	2,387468E-2	-7,150352E-1	2,353135E-1	-4,028571E-1	-4,295314E-1	-5,054715E-2	-3,780442E-2
2,996897E-1	2,393428E-2	-7,149637E-1	2,353016E-1	-4,028929E-1	-4,295910E-1	-5,069020E-2	-3,774482E-2
2,997494E-1	2,385083E-2	-7,150233E-1	2,353493E-1	-4,028214E-1	-4,294956E-1	-5,057099E-2	-3,762561E-2
2,997970E-1	2,394620E-2	-7,151306E-1	2,354566E-1	-4,029882E-1	-4,294956E-1	-5,061867E-2	-3,770906E-2
2,997851E-1	2,411309E-2	-7,149637E-1	2,354447E-1	-4,030478E-1	-4,292811E-1	-5,059483E-2	-3,769714E-2
2,998209E-1	2,406541E-2	-7,150471E-1	2,354804E-1	-4,031432E-1	-4,294599E-1	-5,042794E-2	-3,767329E-2
2,997851E-1	2,399389E-2	-7,150948E-1	2,353612E-1	-4,030478E-1	-4,294718E-1	-5,058291E-2	-3,761369E-2
2,997374E-1	2,404157E-2	-7,150471E-1	2,351943E-1	-4,031671E-1	-4,294718E-1	-5,064251E-2	-3,764945E-2
2,996897E-1	2,408925E-2	-7,150114E-1	2,352182E-1	-4,032624E-1	-4,295552E-1	-5,061867E-2	-3,772098E-2
