channel names:							
018_58_232_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	018_58_232_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	018_58_232_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	018_58_232_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	018_58_232_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	018_58_232_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	018_58_232_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	018_58_232_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964	23.05.2024 15:01:02,582964
dt:							
0,020000							
data:							
2,984142E-1	2,172891E-2	-7,245839E-1	2,340976E-1	-4,038704E-1	-4,310454E-1	-5,067828E-2	-1,444252E-1
2,984380E-1	2,169315E-2	-7,247508E-1	2,342287E-1	-4,040611E-1	-4,309142E-1	-5,060675E-2	-1,444848E-1
2,985334E-1	2,180043E-2	-7,247150E-1	2,343122E-1	-4,043711E-1	-4,308904E-1	-5,076172E-2	-1,445087E-1
2,984142E-1	2,168123E-2	-7,247627E-1	2,342883E-1	-4,042519E-1	-4,309857E-1	-5,073788E-2	-1,443656E-1
2,983665E-1	2,162162E-2	-7,248223E-1	2,342764E-1	-4,042399E-1	-4,310692E-1	-5,051138E-2	-1,445563E-1
2,983784E-1	2,163354E-2	-7,248342E-1	2,342526E-1	-4,040492E-1	-4,311288E-1	-5,053523E-2	-1,444848E-1
2,984261E-1	2,174083E-2	-7,246673E-1	2,345387E-1	-4,038465E-1	-4,310573E-1	-5,045178E-2	-1,443895E-1
2,984857E-1	2,180043E-2	-7,245839E-1	2,346937E-1	-4,040850E-1	-4,309142E-1	-5,042794E-2	-1,443895E-1
2,984261E-1	2,183620E-2	-7,245958E-1	2,346579E-1	-4,038227E-1	-4,308546E-1	-5,028489E-2	-1,443537E-1
2,983188E-1	2,169315E-2	-7,245004E-1	2,344314E-1	-4,038108E-1	-4,309500E-1	-5,052330E-2	-1,444371E-1
2,982831E-1	2,160970E-2	-7,247865E-1	2,341334E-1	-4,038704E-1	-4,311765E-1	-5,046370E-2	-1,445444E-1
2,983069E-1	2,177659E-2	-7,246554E-1	2,340499E-1	-4,037989E-1	-4,311765E-1	-5,045178E-2	-1,444491E-1
2,983904E-1	2,174083E-2	-7,245600E-1	2,342407E-1	-4,041446E-1	-4,310573E-1	-5,052330E-2	-1,443656E-1
2,984261E-1	2,182428E-2	-7,246673E-1	2,343599E-1	-4,040254E-1	-4,309500E-1	-5,029681E-2	-1,443537E-1
2,983308E-1	2,170507E-2	-7,246077E-1	2,344910E-1	-4,040254E-1	-4,309023E-1	-5,048754E-2	-1,444252E-1
2,982950E-1	2,155010E-2	-7,246673E-1	2,343480E-1	-4,039658E-1	-4,310454E-1	-5,043986E-2	-1,444133E-1
