channel names:							
019_116_232_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	019_116_232_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	019_116_232_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	019_116_232_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	019_116_232_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	019_116_232_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	019_116_232_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	019_116_232_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727	23.05.2024 15:03:00,813727
dt:							
0,020000							
data:							
2,976513E-1	2,107326E-2	-7,248819E-1	2,346817E-1	-4,054201E-1	-4,304374E-1	-5,078557E-2	-1,214774E-1
2,976632E-1	2,115670E-2	-7,247269E-1	2,346817E-1	-4,055274E-1	-4,303420E-1	-5,103590E-2	-1,213463E-1
2,978301E-1	2,104942E-2	-7,246077E-1	2,346579E-1	-4,054797E-1	-4,303301E-1	-5,090477E-2	-1,213225E-1
2,977228E-1	2,106134E-2	-7,247746E-1	2,345387E-1	-4,055036E-1	-4,304493E-1	-5,072596E-2	-1,212390E-1
2,976036E-1	2,102557E-2	-7,248819E-1	2,346698E-1	-4,055155E-1	-4,304612E-1	-5,076172E-2	-1,213344E-1
2,976155E-1	2,108518E-2	-7,247031E-1	2,347175E-1	-4,056705E-1	-4,304493E-1	-5,082133E-2	-1,214417E-1
2,976513E-1	2,118055E-2	-7,246792E-1	2,348844E-1	-4,056347E-1	-4,302347E-1	-5,059483E-2	-1,213821E-1
2,978778E-1	2,112094E-2	-7,246435E-1	2,349798E-1	-4,057777E-1	-4,301274E-1	-5,060675E-2	-1,212032E-1
2,977824E-1	2,115670E-2	-7,246554E-1	2,350870E-1	-4,056347E-1	-4,301870E-1	-5,063059E-2	-1,210840E-1
2,977586E-1	2,115670E-2	-7,247150E-1	2,349202E-1	-4,054440E-1	-4,301751E-1	-5,067828E-2	-1,212509E-1
2,978062E-1	2,114478E-2	-7,245958E-1	2,349321E-1	-4,054797E-1	-4,303659E-1	-5,079749E-2	-1,212628E-1
2,978778E-1	2,103750E-2	-7,246077E-1	2,349678E-1	-4,054678E-1	-4,303063E-1	-5,084517E-2	-1,213463E-1
2,979135E-1	2,106134E-2	-7,246435E-1	2,347175E-1	-4,055155E-1	-4,303301E-1	-5,084517E-2	-1,212509E-1
2,978301E-1	2,103750E-2	-7,247627E-1	2,347652E-1	-4,056347E-1	-4,304135E-1	-5,074980E-2	-1,212509E-1
2,979016E-1	2,096597E-2	-7,248700E-1	2,346698E-1	-4,057181E-1	-4,302824E-1	-5,069020E-2	-1,212748E-1
2,978658E-1	2,107326E-2	-7,247388E-1	2,345387E-1	-4,057181E-1	-4,302943E-1	-5,077364E-2	-1,213821E-1
2,979135E-1	2,110902E-2	-7,246196E-1	2,345268E-1	-4,056585E-1	-4,303063E-1	-5,077364E-2	-1,214178E-1
2,978897E-1	2,108518E-2	-7,246077E-1	2,345983E-1	-4,056466E-1	-4,303182E-1	-5,079749E-2	-1,213105E-1
2,979016E-1	2,112094E-2	-7,246673E-1	2,348248E-1	-4,055036E-1	-4,303301E-1	-5,078557E-2	-1,212509E-1
2,978301E-1	2,118055E-2	-7,247031E-1	2,348725E-1	-4,055155E-1	-4,303182E-1	-5,082133E-2	-1,213701E-1
2,977109E-1	2,109710E-2	-7,247031E-1	2,346698E-1	-4,055274E-1	-4,303420E-1	-5,103590E-2	-1,212867E-1
2,977943E-1	2,107326E-2	-7,247865E-1	2,349440E-1	-4,056585E-1	-4,303539E-1	-5,091670E-2	-1,211556E-1
2,979254E-1	2,112094E-2	-7,248223E-1	2,351824E-1	-4,057539E-1	-4,303420E-1	-5,095246E-2	-1,211556E-1
2,978897E-1	2,118055E-2	-7,246435E-1	2,351467E-1	-4,058493E-1	-4,300917E-1	-5,091670E-2	-1,212152E-1
2,979254E-1	2,107326E-2	-7,246077E-1	2,351824E-1	-4,058254E-1	-4,301513E-1	-5,078557E-2	-1,211198E-1
2,978658E-1	2,087060E-2	-7,249177E-1	2,351228E-1	-4,057181E-1	-4,303063E-1	-5,066636E-2	-1,210960E-1
2,978897E-1	2,093021E-2	-7,248581E-1	2,348725E-1	-4,055989E-1	-4,303301E-1	-5,086901E-2	-1,213105E-1
2,979374E-1	2,113286E-2	-7,247985E-1	2,347533E-1	-4,055155E-1	-4,303778E-1	-5,082133E-2	-1,213105E-1
2,979493E-1	2,107326E-2	-7,248104E-1	2,346817E-1	-4,054678E-1	-4,303063E-1	-5,069020E-2	-1,212867E-1
2,979493E-1	2,103750E-2	-7,248700E-1	2,345387E-1	-4,055870E-1	-4,301870E-1	-5,077364E-2	-1,212032E-1
2,979612E-1	2,095405E-2	-7,248104E-1	2,345625E-1	-4,056228E-1	-4,301751E-1	-5,083325E-2	-1,212628E-1
2,978658E-1	2,090636E-2	-7,249057E-1	2,345983E-1	-4,057539E-1	-4,301870E-1	-5,078557E-2	-1,213344E-1
2,978301E-1	2,095405E-2	-7,248938E-1	2,344791E-1	-4,055870E-1	-4,302705E-1	-5,096438E-2	-1,214178E-1
2,977466E-1	2,088252E-2	-7,247627E-1	2,343241E-1	-4,055870E-1	-4,303063E-1	-5,107167E-2	-1,214893E-1
2,977347E-1	2,087060E-2	-7,249415E-1	2,343718E-1	-4,055393E-1	-4,303539E-1	-5,101206E-2	-1,214297E-1
2,977705E-1	2,084676E-2	-7,250011E-1	2,345744E-1	-4,055512E-1	-4,304493E-1	-5,117896E-2	-1,214297E-1
2,977466E-1	2,084676E-2	-7,249653E-1	2,349321E-1	-4,055751E-1	-4,303301E-1	-5,095246E-2	-1,214297E-1
2,977466E-1	2,093021E-2	-7,248581E-1	2,348367E-1	-4,057777E-1	-4,301155E-1	-5,104783E-2	-1,214893E-1
2,977109E-1	2,084676E-2	-7,248819E-1	2,346817E-1	-4,058016E-1	-4,302824E-1	-5,094054E-2	-1,214893E-1
2,976990E-1	2,075139E-2	-7,251084E-1	2,346102E-1	-4,055512E-1	-4,304851E-1	-5,091670E-2	-1,213821E-1
2,976632E-1	2,075139E-2	-7,249415E-1	2,344791E-1	-4,056466E-1	-4,304612E-1	-5,101206E-2	-1,214297E-1
2,977228E-1	2,084676E-2	-7,248223E-1	2,347294E-1	-4,056466E-1	-4,302586E-1	-5,104783E-2	-1,214178E-1
