channel names:							
029_58_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	029_58_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	029_58_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	029_58_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	029_58_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	029_58_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	029_58_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	029_58_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308	23.05.2024 15:21:14,950308
dt:							
0,020000							
data:							
2,970671E-1	4,738275E-2	-7,252395E-1	2,334181E-1	-5,280984E-1	-4,326308E-1	-4,875901E-2	-2,235683E-1
2,970195E-1	4,728738E-2	-7,251799E-1	2,333108E-1	-5,277408E-1	-4,325951E-1	-4,889014E-2	-2,236994E-1
2,969122E-1	4,734699E-2	-7,252753E-1	2,329890E-1	-5,277527E-1	-4,327739E-1	-4,884245E-2	-2,237471E-1
2,968764E-1	4,732314E-2	-7,251680E-1	2,327148E-1	-5,277527E-1	-4,328454E-1	-4,908087E-2	-2,237232E-1
2,968764E-1	4,728738E-2	-7,251918E-1	2,326909E-1	-5,278957E-1	-4,328573E-1	-4,915240E-2	-2,236636E-1
2,969479E-1	4,728738E-2	-7,252038E-1	2,329174E-1	-5,277765E-1	-4,327858E-1	-4,900935E-2	-2,236994E-1
2,968287E-1	4,743043E-2	-7,251561E-1	2,330843E-1	-5,278242E-1	-4,326070E-1	-4,925969E-2	-2,237471E-1
2,968764E-1	4,732314E-2	-7,251680E-1	2,330486E-1	-5,278123E-1	-4,326785E-1	-4,941466E-2	-2,237590E-1
2,969002E-1	4,734699E-2	-7,251084E-1	2,329294E-1	-5,280149E-1	-4,326785E-1	-4,930737E-2	-2,235563E-1
2,967691E-1	4,720393E-2	-7,252634E-1	2,327148E-1	-5,281103E-1	-4,327500E-1	-4,921200E-2	-2,236517E-1
2,969241E-1	4,735891E-2	-7,251442E-1	2,327505E-1	-5,280388E-1	-4,327500E-1	-4,930737E-2	-2,236636E-1
2,968883E-1	4,731122E-2	-7,253707E-1	2,330247E-1	-5,280269E-1	-4,327024E-1	-4,921200E-2	-2,236398E-1
