channel names:							
022_290_232_50 1 - Brücke (V/V) - R0__PXI1Slot2_ai0	022_290_232_50 1 - Brücke (V/V) - R1__PXI1Slot2_ai1	022_290_232_50 1 - Brücke (V/V) - R2__PXI1Slot2_ai2	022_290_232_50 1 - Brücke (V/V) - R3__PXI1Slot2_ai3	022_290_232_50 1 - Brücke (V/V) - R4__PXI1Slot2_ai4	022_290_232_50 1 - Brücke (V/V) - R5__PXI1Slot2_ai5	022_290_232_50 1 - Brücke (V/V) - R6__PXI1Slot2_ai6	022_290_232_50 1 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185	23.05.2024 15:08:58,501185
dt:							
0,020000							
data:							
2,971387E-1	1,883212E-2	-7,274091E-1	2,344076E-1	-5,590928E-1	-4,322613E-1	-5,127432E-2	-1,032026E-1
2,971267E-1	1,890365E-2	-7,274330E-1	2,344195E-1	-5,588544E-1	-4,322494E-1	-5,133393E-2	-1,032384E-1
2,971029E-1	1,883212E-2	-7,274449E-1	2,342407E-1	-5,589974E-1	-4,323686E-1	-5,122664E-2	-1,031669E-1
2,969241E-1	1,876060E-2	-7,273734E-1	2,341453E-1	-5,587113E-1	-4,323805E-1	-5,121472E-2	-1,032861E-1
2,969837E-1	1,880828E-2	-7,274211E-1	2,341811E-1	-5,590213E-1	-4,323447E-1	-5,129817E-2	-1,033695E-1
2,970671E-1	1,882020E-2	-7,273853E-1	2,344672E-1	-5,592835E-1	-4,322851E-1	-5,119088E-2	-1,032861E-1
2,971148E-1	1,892749E-2	-7,274091E-1	2,345864E-1	-5,593908E-1	-4,321659E-1	-5,113127E-2	-1,032861E-1
2,970791E-1	1,893941E-2	-7,272542E-1	2,343360E-1	-5,592120E-1	-4,322613E-1	-5,088093E-2	-1,033576E-1
2,968883E-1	1,884404E-2	-7,273495E-1	2,340857E-1	-5,591286E-1	-4,323924E-1	-5,095246E-2	-1,035126E-1
2,968883E-1	1,880828E-2	-7,274568E-1	2,337638E-1	-5,591047E-1	-4,324997E-1	-5,109551E-2	-1,034530E-1
2,970314E-1	1,887981E-2	-7,273495E-1	2,339784E-1	-5,588186E-1	-4,323328E-1	-5,111935E-2	-1,033576E-1
2,971506E-1	1,901094E-2	-7,273734E-1	2,342526E-1	-5,590690E-1	-4,321421E-1	-5,097630E-2	-1,034053E-1
2,970552E-1	1,896325E-2	-7,273734E-1	2,343241E-1	-5,589617E-1	-4,321182E-1	-5,091670E-2	-1,033338E-1
2,970195E-1	1,897517E-2	-7,273138E-1	2,344076E-1	-5,588782E-1	-4,321659E-1	-5,100014E-2	-1,032980E-1
2,970075E-1	1,895133E-2	-7,273495E-1	2,342407E-1	-5,589974E-1	-4,324163E-1	-5,116704E-2	-1,035007E-1
2,969718E-1	1,893941E-2	-7,274568E-1	2,340618E-1	-5,590332E-1	-4,324520E-1	-5,126240E-2	-1,034649E-1
2,969956E-1	1,901094E-2	-7,273734E-1	2,341453E-1	-5,592001E-1	-4,323090E-1	-5,104783E-2	-1,033695E-1
2,970433E-1	1,895133E-2	-7,273018E-1	2,342645E-1	-5,592359E-1	-4,322255E-1	-5,077364E-2	-1,033934E-1
2,971267E-1	1,892749E-2	-7,274091E-1	2,343360E-1	-5,594028E-1	-4,321898E-1	-5,096438E-2	-1,034291E-1
2,969956E-1	1,899902E-2	-7,274926E-1	2,341930E-1	-5,594624E-1	-4,322971E-1	-5,108359E-2	-1,035483E-1
2,969360E-1	1,907054E-2	-7,273972E-1	2,339784E-1	-5,592955E-1	-4,323805E-1	-5,127432E-2	-1,035722E-1
2,969479E-1	1,890365E-2	-7,274926E-1	2,339665E-1	-5,593312E-1	-4,324401E-1	-5,119088E-2	-1,034768E-1
2,969718E-1	1,890365E-2	-7,274091E-1	2,340261E-1	-5,592597E-1	-4,323447E-1	-5,105975E-2	-1,034530E-1
2,970433E-1	1,898710E-2	-7,274449E-1	2,340142E-1	-5,592597E-1	-4,322971E-1	-5,110743E-2	-1,034291E-1
2,970195E-1	1,903478E-2	-7,274330E-1	2,341811E-1	-5,590809E-1	-4,322255E-1	-5,098822E-2	-1,034887E-1
2,970433E-1	1,903478E-2	-7,273972E-1	2,341691E-1	-5,590809E-1	-4,322613E-1	-5,088093E-2	-1,034887E-1
2,969956E-1	1,897517E-2	-7,273972E-1	2,338592E-1	-5,590928E-1	-4,323567E-1	-5,095246E-2	-1,035007E-1
2,969479E-1	1,889173E-2	-7,273495E-1	2,338592E-1	-5,591643E-1	-4,323328E-1	-5,095246E-2	-1,035126E-1
2,969956E-1	1,889173E-2	-7,275403E-1	2,339665E-1	-5,592597E-1	-4,323209E-1	-5,072596E-2	-1,034887E-1
2,969479E-1	1,895133E-2	-7,273972E-1	2,338950E-1	-5,592716E-1	-4,322255E-1	-5,074980E-2	-1,033695E-1
2,970075E-1	1,907054E-2	-7,273615E-1	2,339546E-1	-5,592001E-1	-4,323090E-1	-5,077364E-2	-1,034172E-1
2,969360E-1	1,893941E-2	-7,275999E-1	2,340022E-1	-5,592478E-1	-4,322971E-1	-5,084517E-2	-1,033815E-1
2,969479E-1	1,895133E-2	-7,274926E-1	2,339426E-1	-5,590928E-1	-4,322971E-1	-5,088093E-2	-1,033219E-1
2,969837E-1	1,887981E-2	-7,273495E-1	2,338234E-1	-5,592001E-1	-4,323209E-1	-5,076172E-2	-1,033934E-1
2,970075E-1	1,885597E-2	-7,274091E-1	2,339903E-1	-5,591763E-1	-4,322971E-1	-5,070212E-2	-1,033815E-1
2,971029E-1	1,903478E-2	-7,273495E-1	2,341215E-1	-5,592120E-1	-4,322851E-1	-5,077364E-2	-1,032980E-1
2,970791E-1	1,883212E-2	-7,273615E-1	2,342168E-1	-5,591763E-1	-4,322136E-1	-5,074980E-2	-1,032861E-1
2,970075E-1	1,885597E-2	-7,273972E-1	2,341930E-1	-5,590332E-1	-4,322255E-1	-5,094054E-2	-1,033934E-1
2,969956E-1	1,880828E-2	-7,273734E-1	2,338354E-1	-5,590928E-1	-4,323567E-1	-5,097630E-2	-1,033934E-1
2,970314E-1	1,887981E-2	-7,273615E-1	2,337638E-1	-5,587709E-1	-4,324401E-1	-5,097630E-2	-1,033815E-1
2,970195E-1	1,886789E-2	-7,274807E-1	2,339546E-1	-5,587113E-1	-4,323686E-1	-5,091670E-2	-1,032980E-1
2,970671E-1	1,874868E-2	-7,273972E-1	2,340618E-1	-5,590690E-1	-4,322374E-1	-5,103590E-2	-1,032265E-1
2,970791E-1	1,880828E-2	-7,274926E-1	2,341334E-1	-5,590690E-1	-4,321421E-1	-5,109551E-2	-1,032503E-1
2,970314E-1	1,885597E-2	-7,274211E-1	2,340142E-1	-5,592001E-1	-4,321898E-1	-5,095246E-2	-1,034291E-1
2,970433E-1	1,884404E-2	-7,274091E-1	2,336923E-1	-5,592955E-1	-4,322851E-1	-5,114319E-2	-1,033576E-1
2,970791E-1	1,877252E-2	-7,273615E-1	2,336327E-1	-5,590451E-1	-4,324043E-1	-5,120280E-2	-1,034649E-1
2,970195E-1	1,883212E-2	-7,274807E-1	2,338830E-1	-5,593074E-1	-4,324759E-1	-5,134585E-2	-1,035483E-1
2,969479E-1	1,901094E-2	-7,273734E-1	2,338950E-1	-5,590213E-1	-4,323447E-1	-5,134585E-2	-1,034053E-1
2,970314E-1	1,901094E-2	-7,273734E-1	2,339546E-1	-5,590690E-1	-4,323090E-1	-5,115511E-2	-1,035007E-1
2,970075E-1	1,903478E-2	-7,274330E-1	2,339188E-1	-5,589259E-1	-4,323209E-1	-5,109551E-2	-1,035007E-1
2,970552E-1	1,891557E-2	-7,273853E-1	2,337757E-1	-5,600942E-1	-4,325235E-1	-5,116704E-2	-1,033815E-1
2,970314E-1	1,893941E-2	-7,274211E-1	2,335850E-1	-5,619061E-1	-4,329289E-1	-5,135777E-2	-1,034887E-1
2,970195E-1	1,902286E-2	-7,274449E-1	2,329770E-1	-5,634320E-1	-4,332746E-1	-5,131009E-2	-1,035245E-1
2,968526E-1	1,885597E-2	-7,273972E-1	2,321068E-1	-5,648268E-1	-4,338110E-1	-5,171540E-2	-1,035483E-1
2,966499E-1	1,874868E-2	-7,273615E-1	2,312127E-1	-5,658281E-1	-4,342282E-1	-5,157235E-2	-1,035007E-1
2,965665E-1	1,861755E-2	-7,275164E-1	2,306644E-1	-5,670560E-1	-4,345859E-1	-5,191805E-2	-1,037272E-1
2,965069E-1	1,855794E-2	-7,275522E-1	2,302233E-1	-5,681170E-1	-4,348839E-1	-5,218031E-2	-1,037272E-1
2,964473E-1	1,860563E-2	-7,275045E-1	2,297226E-1	-5,691302E-1	-4,352296E-1	-5,197766E-2	-1,037868E-1
2,963876E-1	1,866523E-2	-7,273853E-1	2,290074E-1	-5,701554E-1	-4,355872E-1	-5,218031E-2	-1,038345E-1
2,962446E-1	1,856986E-2	-7,274568E-1	2,284829E-1	-5,711806E-1	-4,360164E-1	-5,263331E-2	-1,038464E-1
2,961254E-1	1,836721E-2	-7,276714E-1	2,277795E-1	-5,720389E-1	-4,363740E-1	-5,287173E-2	-1,040371E-1
2,960062E-1	1,836721E-2	-7,277072E-1	2,274100E-1	-5,727780E-1	-4,367436E-1	-5,320551E-2	-1,040967E-1
2,958154E-1	1,828376E-2	-7,277072E-1	2,270881E-1	-5,734814E-1	-4,370773E-1	-5,344393E-2	-1,041921E-1
2,957320E-1	1,820031E-2	-7,278144E-1	2,263252E-1	-5,742324E-1	-4,372919E-1	-5,368235E-2	-1,039894E-1
2,956962E-1	1,814071E-2	-7,278979E-1	2,256457E-1	-5,747808E-1	-4,378284E-1	-5,401614E-2	-1,040848E-1
2,955651E-1	1,804534E-2	-7,278502E-1	2,250615E-1	-5,757463E-1	-4,383171E-1	-5,452874E-2	-1,042398E-1
2,951956E-1	1,787845E-2	-7,279694E-1	2,246443E-1	-5,764616E-1	-4,386390E-1	-5,494597E-2	-1,044424E-1
2,953386E-1	1,768771E-2	-7,280409E-1	2,242509E-1	-5,772007E-1	-4,390562E-1	-5,523207E-2	-1,043590E-1
2,953863E-1	1,764003E-2	-7,280409E-1	2,237145E-1	-5,783093E-1	-4,394258E-1	-5,547049E-2	-1,045497E-1
2,950048E-1	1,769964E-2	-7,279813E-1	2,229635E-1	-5,792511E-1	-4,397596E-1	-5,594733E-2	-1,045735E-1
2,948856E-1	1,738969E-2	-7,281006E-1	2,223674E-1	-5,803836E-1	-4,403318E-1	-5,644801E-2	-1,046808E-1
2,948260E-1	1,699630E-2	-7,283628E-1	2,212826E-1	-5,813134E-1	-4,408444E-1	-5,727055E-2	-1,048477E-1
2,941584E-1	1,675788E-2	-7,286370E-1	2,202813E-1	-5,830539E-1	-4,417027E-1	-5,765202E-2	-1,056822E-1
2,935624E-1	1,651946E-2	-7,285059E-1	2,193157E-1	-5,851758E-1	-4,423941E-1	-5,849841E-2	-1,050861E-1
2,936101E-1	1,634065E-2	-7,285774E-1	2,183739E-1	-5,875838E-1	-4,432643E-1	-5,977395E-2	-1,061352E-1
2,934551E-1	1,573268E-2	-7,291496E-1	2,171580E-1	-5,903376E-1	-4,444326E-1	-6,064417E-2	-1,047762E-1
2,920842E-1	1,499358E-2	-7,295430E-1	2,158824E-1	-5,941403E-1	-4,455412E-1	-6,193163E-2	-1,112493E-1
2,913689E-1	1,429025E-2	-7,294595E-1	2,149049E-1	-5,994928E-1	-4,467333E-1	-6,327870E-2	-1,166375E-1
2,913213E-1	1,351539E-2	-7,297814E-1	2,139036E-1	-6,052387E-1	-4,480446E-1	-6,476882E-2	-1,079233E-1
2,901888E-1	1,264516E-2	-7,303894E-1	2,127591E-1	-6,124032E-1	-4,493201E-1	-6,644967E-2	-1,094015E-1
2,891159E-1	1,197759E-2	-7,306516E-1	2,115551E-1	-6,213677E-1	-4,508103E-1	-6,810668E-2	-1,084955E-1
2,887225E-1	1,113120E-2	-7,305086E-1	2,102319E-1	-6,318701E-1	-4,521335E-1	-6,982329E-2	-1,094730E-1
2,880072E-1	1,008216E-2	-7,312358E-1	2,089445E-1	-6,435526E-1	-4,534925E-1	-7,139685E-2	-1,111658E-1
2,870059E-1	9,414589E-3	-7,317484E-1	2,076928E-1	-6,567371E-1	-4,548514E-1	-7,325652E-2	-1,114877E-1
2,864933E-1	8,782780E-3	-7,318199E-1	2,067868E-1	-6,706250E-1	-4,561270E-1	-7,509234E-2	-1,116546E-1
2,857303E-1	7,960236E-3	-7,324040E-1	2,055589E-1	-6,848586E-1	-4,573072E-1	-7,651093E-2	-1,126440E-1
2,849316E-1	7,328427E-3	-7,328093E-1	2,045575E-1	-6,993068E-1	-4,586185E-1	-7,810833E-2	-1,130255E-1
2,843833E-1	6,744301E-3	-7,330358E-1	2,035800E-1	-7,136238E-1	-4,598582E-1	-8,024218E-2	-1,139315E-1
2,837991E-1	6,017125E-3	-7,336080E-1	2,027217E-1	-7,282508E-1	-4,608596E-1	-8,158925E-2	-1,146944E-1
2,829528E-1	5,266106E-3	-7,341921E-1	2,017561E-1	-7,434381E-1	-4,619086E-1	-8,296015E-2	-1,161130E-1
2,821779E-1	4,455483E-3	-7,347524E-1	2,006713E-1	-7,602346E-1	-4,631007E-1	-8,485558E-2	-1,170905E-1
2,814030E-1	3,525651E-3	-7,355034E-1	1,993481E-1	-7,813108E-1	-4,645908E-1	-8,700135E-2	-1,181157E-1
2,805209E-1	2,643502E-3	-7,364333E-1	1,977507E-1	-8,092416E-1	-4,662240E-1	-8,956435E-2	-1,198085E-1
2,792930E-1	1,487172E-3	-7,376135E-1	1,959387E-1	-8,433354E-1	-4,680718E-1	-9,260418E-2	-1,214774E-1
2,780056E-1	2,089739E-5	-7,390916E-1	1,939002E-1	-8,828891E-1	-4,701579E-1	-9,576323E-2	-1,230748E-1
2,767181E-1	-1,350009E-3	-7,407248E-1	1,914922E-1	-9,289396E-1	-4,725302E-1	-9,945872E-2	-1,258047E-1
2,750611E-1	-2,649391E-3	-7,426202E-1	1,892630E-1	-9,768141E-1	-4,748548E-1	-1,034403E-1	-1,283320E-1
2,738333E-1	-4,127586E-3	-7,444203E-1	1,871172E-1	-1,020922E+0	-4,770005E-1	-1,072192E-1	-1,303466E-1
2,725816E-1	-5,236232E-3	-7,460296E-1	1,851503E-1	-1,058544E+0	-4,787171E-1	-1,107478E-1	-1,323612E-1
2,713537E-1	-6,094539E-3	-7,473529E-1	1,839105E-1	-1,090301E+0	-4,800285E-1	-1,134300E-1	-1,336487E-1
2,708769E-1	-6,559455E-3	-7,484138E-1	1,830045E-1	-1,117469E+0	-4,807914E-1	-1,154208E-1	-1,346858E-1
2,705550E-1	-6,821716E-3	-7,490814E-1	1,821820E-1	-1,134969E+0	-4,812563E-1	-1,167441E-1	-1,353176E-1
2,702212E-1	-6,976688E-3	-7,494033E-1	1,818601E-1	-1,142777E+0	-4,815901E-1	-1,179123E-1	-1,359494E-1
2,697682E-1	-7,298553E-3	-7,497847E-1	1,815859E-1	-1,154436E+0	-4,819596E-1	-1,191044E-1	-1,365812E-1
2,693391E-1	-7,680023E-3	-7,507742E-1	1,805965E-1	-1,176704E+0	-4,826630E-1	-1,207733E-1	-1,373323E-1
2,687073E-1	-8,419120E-3	-7,518828E-1	1,793090E-1	-1,203336E+0	-4,836882E-1	-1,227165E-1	-1,384767E-1
2,677417E-1	-9,134376E-3	-7,531345E-1	1,779262E-1	-1,233066E+0	-4,847372E-1	-1,249933E-1	-1,397284E-1
2,669906E-1	-9,706581E-3	-7,544458E-1	1,766626E-1	-1,264979E+0	-4,856074E-1	-1,272583E-1	-1,410158E-1
2,663350E-1	-1,025494E-2	-7,554352E-1	1,753990E-1	-1,297940E+0	-4,863346E-1	-1,289511E-1	-1,418503E-1
2,658701E-1	-1,068410E-2	-7,563055E-1	1,747433E-1	-1,325179E+0	-4,867161E-1	-1,305604E-1	-1,426252E-1
2,657509E-1	-1,075562E-2	-7,566631E-1	1,743499E-1	-1,341356E+0	-4,866922E-1	-1,313234E-1	-1,427920E-1
2,658105E-1	-1,058873E-2	-7,566989E-1	1,742188E-1	-1,345779E+0	-4,863823E-1	-1,313353E-1	-1,427205E-1
2,656078E-1	-1,050528E-2	-7,568896E-1	1,741592E-1	-1,349415E+0	-4,860843E-1	-1,313234E-1	-1,427086E-1
2,655959E-1	-1,052912E-2	-7,573545E-1	1,737896E-1	-1,357974E+0	-4,861916E-1	-1,318121E-1	-1,428636E-1
2,654409E-1	-1,087483E-2	-7,578790E-1	1,733605E-1	-1,368190E+0	-4,866207E-1	-1,328612E-1	-1,434000E-1
2,650118E-1	-1,120862E-2	-7,586420E-1	1,727167E-1	-1,379408E+0	-4,870618E-1	-1,338148E-1	-1,439484E-1
2,648568E-1	-1,133975E-2	-7,591903E-1	1,723591E-1	-1,389171E+0	-4,873360E-1	-1,344228E-1	-1,443179E-1
2,646065E-1	-1,139935E-2	-7,594526E-1	1,721207E-1	-1,394500E+0	-4,873002E-1	-1,348043E-1	-1,442702E-1
2,645468E-1	-1,135167E-2	-7,593930E-1	1,721207E-1	-1,394953E+0	-4,871333E-1	-1,347924E-1	-1,444610E-1
2,647495E-1	-1,113709E-2	-7,594168E-1	1,722399E-1	-1,393772E+0	-4,869426E-1	-1,346493E-1	-1,442106E-1
2,648091E-1	-1,099404E-2	-7,595360E-1	1,722041E-1	-1,393033E+0	-4,867399E-1	-1,346374E-1	-1,441510E-1
2,646899E-1	-1,117285E-2	-7,597387E-1	1,720134E-1	-1,397933E+0	-4,868115E-1	-1,350665E-1	-1,443537E-1
2,644753E-1	-1,124438E-2	-7,601798E-1	1,716081E-1	-1,408256E+0	-4,870499E-1	-1,354599E-1	-1,445206E-1
2,641773E-1	-1,138743E-2	-7,607401E-1	1,710717E-1	-1,417817E+0	-4,872883E-1	-1,363063E-1	-1,447352E-1
2,640581E-1	-1,161393E-2	-7,609069E-1	1,707975E-1	-1,424803E+0	-4,873598E-1	-1,367831E-1	-1,449497E-1
2,641415E-1	-1,157817E-2	-7,609427E-1	1,708094E-1	-1,429857E+0	-4,873241E-1	-1,367474E-1	-1,449021E-1
2,641654E-1	-1,136359E-2	-7,609904E-1	1,707140E-1	-1,431490E+0	-4,871691E-1	-1,367235E-1	-1,448901E-1
2,642488E-1	-1,133975E-2	-7,609546E-1	1,707379E-1	-1,431836E+0	-4,870618E-1	-1,371169E-1	-1,448544E-1
2,643084E-1	-1,133975E-2	-7,610142E-1	1,707140E-1	-1,433541E+0	-4,869784E-1	-1,370692E-1	-1,446875E-1
2,640939E-1	-1,142319E-2	-7,612169E-1	1,706067E-1	-1,435376E+0	-4,868949E-1	-1,371289E-1	-1,446517E-1
2,641177E-1	-1,137551E-2	-7,611930E-1	1,706425E-1	-1,434768E+0	-4,867995E-1	-1,372004E-1	-1,446159E-1
2,644634E-1	-1,122054E-2	-7,611215E-1	1,708213E-1	-1,433624E+0	-4,864896E-1	-1,369858E-1	-1,445206E-1
2,644038E-1	-1,116093E-2	-7,610977E-1	1,709644E-1	-1,431657E+0	-4,864419E-1	-1,369858E-1	-1,444133E-1
2,644396E-1	-1,118478E-2	-7,612288E-1	1,709167E-1	-1,430763E+0	-4,864538E-1	-1,372719E-1	-1,442583E-1
2,644157E-1	-1,112517E-2	-7,613599E-1	1,708452E-1	-1,430692E+0	-4,864896E-1	-1,372600E-1	-1,441153E-1
2,640939E-1	-1,120862E-2	-7,614672E-1	1,708332E-1	-1,427902E+0	-4,865134E-1	-1,375580E-1	-1,441272E-1
2,642011E-1	-1,143512E-2	-7,614553E-1	1,709882E-1	-1,424660E+0	-4,865611E-1	-1,376653E-1	-1,440557E-1
2,645111E-1	-1,139935E-2	-7,615030E-1	1,710717E-1	-1,424004E+0	-4,866088E-1	-1,377487E-1	-1,441033E-1
2,642846E-1	-1,160201E-2	-7,615745E-1	1,711313E-1	-1,422871E+0	-4,866803E-1	-1,378322E-1	-1,439961E-1
2,642607E-1	-1,181659E-2	-7,615745E-1	1,711551E-1	-1,420022E+0	-4,867757E-1	-1,379991E-1	-1,438530E-1
2,642846E-1	-1,179274E-2	-7,615984E-1	1,712386E-1	-1,417972E+0	-4,868711E-1	-1,380110E-1	-1,437219E-1
2,641296E-1	-1,172122E-2	-7,616937E-1	1,715008E-1	-1,416768E+0	-4,868591E-1	-1,381302E-1	-1,437576E-1
2,643084E-1	-1,169738E-2	-7,616937E-1	1,715962E-1	-1,417126E+0	-4,869903E-1	-1,384044E-1	-1,438411E-1
2,643561E-1	-1,176890E-2	-7,616460E-1	1,715485E-1	-1,417400E+0	-4,870976E-1	-1,383567E-1	-1,439126E-1
2,641058E-1	-1,180466E-2	-7,617891E-1	1,715366E-1	-1,414944E+0	-4,870380E-1	-1,384878E-1	-1,436265E-1
2,641892E-1	-1,180466E-2	-7,616937E-1	1,717869E-1	-1,411606E+0	-4,870022E-1	-1,384878E-1	-1,433404E-1
2,642607E-1	-1,180466E-2	-7,615745E-1	1,718942E-1	-1,410795E+0	-4,869068E-1	-1,384163E-1	-1,431616E-1
2,640581E-1	-1,179274E-2	-7,617295E-1	1,718227E-1	-1,411511E+0	-4,869545E-1	-1,386070E-1	-1,432570E-1
2,641773E-1	-1,184043E-2	-7,618487E-1	1,716677E-1	-1,414813E+0	-4,870618E-1	-1,388693E-1	-1,435907E-1
2,641177E-1	-1,194772E-2	-7,620633E-1	1,714412E-1	-1,419009E+0	-4,871572E-1	-1,392985E-1	-1,436861E-1
2,638316E-1	-1,198348E-2	-7,622659E-1	1,712862E-1	-1,420487E+0	-4,871333E-1	-1,393342E-1	-1,436861E-1
2,639389E-1	-1,186427E-2	-7,623375E-1	1,712982E-1	-1,421047E+0	-4,871691E-1	-1,395846E-1	-1,435192E-1
2,641415E-1	-1,167353E-2	-7,621229E-1	1,714770E-1	-1,419474E+0	-4,869426E-1	-1,393223E-1	-1,431139E-1
2,642250E-1	-1,150664E-2	-7,618129E-1	1,716915E-1	-1,414944E+0	-4,866207E-1	-1,389528E-1	-1,430543E-1
2,643442E-1	-1,132783E-2	-7,616103E-1	1,717631E-1	-1,411189E+0	-4,863942E-1	-1,387859E-1	-1,431378E-1
2,644634E-1	-1,136359E-2	-7,615626E-1	1,718108E-1	-1,411392E+0	-4,862989E-1	-1,385474E-1	-1,429470E-1
2,642250E-1	-1,137551E-2	-7,618010E-1	1,716319E-1	-1,412834E+0	-4,864181E-1	-1,386786E-1	-1,428636E-1
2,640939E-1	-1,151856E-2	-7,620275E-1	1,716081E-1	-1,416434E+0	-4,865850E-1	-1,390600E-1	-1,429351E-1
2,642965E-1	-1,161393E-2	-7,621348E-1	1,715485E-1	-1,420726E+0	-4,867519E-1	-1,392865E-1	-1,430305E-1
2,641535E-1	-1,167353E-2	-7,622898E-1	1,714412E-1	-1,421489E+0	-4,868115E-1	-1,395488E-1	-1,431616E-1
2,641535E-1	-1,164969E-2	-7,623732E-1	1,716439E-1	-1,420881E+0	-4,867399E-1	-1,395726E-1	-1,432689E-1
2,640819E-1	-1,168545E-2	-7,621825E-1	1,715723E-1	-1,420666E+0	-4,867638E-1	-1,394415E-1	-1,431616E-1
2,638435E-1	-1,170930E-2	-7,623375E-1	1,714889E-1	-1,421465E+0	-4,867519E-1	-1,398826E-1	-1,431497E-1
2,639508E-1	-1,191195E-2	-7,625520E-1	1,714531E-1	-1,424230E+0	-4,868472E-1	-1,400733E-1	-1,431854E-1
2,640462E-1	-1,192387E-2	-7,626355E-1	1,713101E-1	-1,426829E+0	-4,868830E-1	-1,401806E-1	-1,432331E-1
2,639031E-1	-1,187619E-2	-7,627666E-1	1,711432E-1	-1,427640E+0	-4,869426E-1	-1,404071E-1	-1,435431E-1
2,637601E-1	-1,188811E-2	-7,628143E-1	1,711313E-1	-1,429142E+0	-4,869784E-1	-1,405621E-1	-1,437100E-1
2,637243E-1	-1,184043E-2	-7,630766E-1	1,710359E-1	-1,431431E+0	-4,869664E-1	-1,405740E-1	-1,436146E-1
2,636289E-1	-1,185235E-2	-7,631004E-1	1,710121E-1	-1,431979E+0	-4,869307E-1	-1,407647E-1	-1,435311E-1
2,638435E-1	-1,174506E-2	-7,629216E-1	1,710121E-1	-1,432015E+0	-4,867876E-1	-1,405740E-1	-1,434239E-1
2,639627E-1	-1,162585E-2	-7,629097E-1	1,710121E-1	-1,430823E+0	-4,868234E-1	-1,405144E-1	-1,433046E-1
2,638197E-1	-1,170930E-2	-7,629693E-1	1,710478E-1	-1,429404E+0	-4,867161E-1	-1,405382E-1	-1,433881E-1
2,637362E-1	-1,178082E-2	-7,629454E-1	1,710359E-1	-1,430763E+0	-4,867519E-1	-1,406217E-1	-1,434835E-1
2,638077E-1	-1,169738E-2	-7,630646E-1	1,708928E-1	-1,432861E+0	-4,868353E-1	-1,407647E-1	-1,435669E-1
2,637243E-1	-1,170930E-2	-7,631362E-1	1,708809E-1	-1,433255E+0	-4,868234E-1	-1,410151E-1	-1,436623E-1
2,638316E-1	-1,175698E-2	-7,630885E-1	1,709048E-1	-1,433111E+0	-4,869187E-1	-1,409078E-1	-1,435788E-1
2,638316E-1	-1,167353E-2	-7,630170E-1	1,710359E-1	-1,433290E+0	-4,868711E-1	-1,409197E-1	-1,435431E-1
2,637124E-1	-1,176890E-2	-7,631481E-1	1,710717E-1	-1,433862E+0	-4,868949E-1	-1,409197E-1	-1,435311E-1
2,637005E-1	-1,185235E-2	-7,631123E-1	1,710478E-1	-1,434780E+0	-4,868115E-1	-1,410628E-1	-1,435192E-1
2,637601E-1	-1,164969E-2	-7,631123E-1	1,711193E-1	-1,435162E+0	-4,868830E-1	-1,411343E-1	-1,434835E-1
2,638197E-1	-1,174506E-2	-7,632673E-1	1,712982E-1	-1,435102E+0	-4,869426E-1	-1,411104E-1	-1,434835E-1
2,638197E-1	-1,178082E-2	-7,630766E-1	1,713816E-1	-1,434685E+0	-4,868115E-1	-1,409674E-1	-1,433881E-1
2,639508E-1	-1,166161E-2	-7,629812E-1	1,714531E-1	-1,433481E+0	-4,867995E-1	-1,410747E-1	-1,433166E-1
2,638912E-1	-1,167353E-2	-7,630885E-1	1,714770E-1	-1,432027E+0	-4,867280E-1	-1,410389E-1	-1,433881E-1
2,638674E-1	-1,153048E-2	-7,630289E-1	1,713935E-1	-1,431872E+0	-4,866803E-1	-1,409436E-1	-1,433881E-1
2,638077E-1	-1,159009E-2	-7,631123E-1	1,712862E-1	-1,432992E+0	-4,867519E-1	-1,410747E-1	-1,434477E-1
2,637481E-1	-1,170930E-2	-7,633746E-1	1,711313E-1	-1,435126E+0	-4,868472E-1	-1,414323E-1	-1,436504E-1
2,636289E-1	-1,180466E-2	-7,634819E-1	1,710955E-1	-1,437010E+0	-4,868591E-1	-1,417542E-1	-1,437100E-1
2,636289E-1	-1,174506E-2	-7,634342E-1	1,710955E-1	-1,436497E+0	-4,868711E-1	-1,415515E-1	-1,437696E-1
2,636528E-1	-1,169738E-2	-7,634103E-1	1,713101E-1	-1,433302E+0	-4,868234E-1	-1,416350E-1	-1,437338E-1
2,638554E-1	-1,176890E-2	-7,633746E-1	1,712982E-1	-1,431466E+0	-4,866565E-1	-1,416350E-1	-1,437219E-1
2,638316E-1	-1,164969E-2	-7,633031E-1	1,712862E-1	-1,430024E+0	-4,866207E-1	-1,414562E-1	-1,436146E-1
2,638077E-1	-1,167353E-2	-7,633388E-1	1,714174E-1	-1,429488E+0	-4,865850E-1	-1,414442E-1	-1,435669E-1
2,639150E-1	-1,163777E-2	-7,633865E-1	1,713935E-1	-1,430274E+0	-4,866207E-1	-1,416588E-1	-1,435907E-1
