channel names:							
026_-116_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	026_-116_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	026_-116_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	026_-116_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	026_-116_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	026_-116_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	026_-116_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	026_-116_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987	23.05.2024 15:17:04,567987
dt:							
0,020000							
data:							
2,960062E-1	4,462901E-2	-7,258356E-1	2,323452E-1	-5,298031E-1	-4,341329E-1	-5,078557E-2	-9,773093E-2
2,962088E-1	4,491512E-2	-7,256568E-1	2,329294E-1	-5,300296E-1	-4,338468E-1	-5,090477E-2	-9,756404E-2
2,964711E-1	4,496280E-2	-7,255852E-1	2,335492E-1	-5,299461E-1	-4,335011E-1	-5,048754E-2	-9,726602E-2
2,965069E-1	4,501048E-2	-7,256448E-1	2,335969E-1	-5,298627E-1	-4,335249E-1	-5,053523E-2	-9,718257E-2
2,962923E-1	4,493896E-2	-7,255614E-1	2,331916E-1	-5,298150E-1	-4,337991E-1	-5,083325E-2	-9,736139E-2
2,962208E-1	4,490319E-2	-7,255733E-1	2,329890E-1	-5,296481E-1	-4,339064E-1	-5,086901E-2	-9,751636E-2
2,961492E-1	4,485551E-2	-7,255137E-1	2,328817E-1	-5,296958E-1	-4,338706E-1	-5,094054E-2	-9,750444E-2
2,963161E-1	4,490319E-2	-7,255733E-1	2,330486E-1	-5,299461E-1	-4,337037E-1	-5,082133E-2	-9,738523E-2
2,963638E-1	4,480783E-2	-7,256210E-1	2,332155E-1	-5,300415E-1	-4,336560E-1	-5,057099E-2	-9,740907E-2
2,962327E-1	4,481975E-2	-7,256448E-1	2,331916E-1	-5,301488E-1	-4,336918E-1	-5,070212E-2	-9,744483E-2
2,960658E-1	4,486743E-2	-7,255852E-1	2,330366E-1	-5,301250E-1	-4,338229E-1	-5,100014E-2	-9,754020E-2
2,961850E-1	4,484359E-2	-7,256210E-1	2,326790E-1	-5,299104E-1	-4,339541E-1	-5,116704E-2	-9,742099E-2
2,962327E-1	4,490319E-2	-7,256091E-1	2,324406E-1	-5,300177E-1	-4,339660E-1	-5,105975E-2	-9,737331E-2
2,961492E-1	4,472438E-2	-7,256448E-1	2,326194E-1	-5,300534E-1	-4,339421E-1	-5,091670E-2	-9,743291E-2
2,960300E-1	4,477206E-2	-7,257402E-1	2,326671E-1	-5,298865E-1	-4,339660E-1	-5,074980E-2	-9,750444E-2
2,961015E-1	4,472438E-2	-7,257402E-1	2,328459E-1	-5,298388E-1	-4,338587E-1	-5,096438E-2	-9,762365E-2
2,961135E-1	4,478399E-2	-7,257402E-1	2,327625E-1	-5,299342E-1	-4,338349E-1	-5,092862E-2	-9,752828E-2
2,961850E-1	4,481975E-2	-7,257283E-1	2,326909E-1	-5,297196E-1	-4,339302E-1	-5,084517E-2	-9,733754E-2
2,960062E-1	4,472438E-2	-7,256687E-1	2,326194E-1	-5,296958E-1	-4,340613E-1	-5,078557E-2	-9,745675E-2
2,959466E-1	4,477206E-2	-7,257402E-1	2,327148E-1	-5,297435E-1	-4,339302E-1	-5,078557E-2	-9,752828E-2
2,960658E-1	4,466478E-2	-7,256687E-1	2,326313E-1	-5,298865E-1	-4,340017E-1	-5,072596E-2	-9,750444E-2
