channel names:							
032_232_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	032_232_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	032_232_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	032_232_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	032_232_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	032_232_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	032_232_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	032_232_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771	23.05.2024 15:27:30,206771
dt:							
0,020000							
data:							
2,974725E-1	4,806224E-2	-7,249892E-1	2,295796E-1	-5,186809E-1	-4,308189E-1	3,293729E-1	-2,029808E-1
2,974486E-1	4,800264E-2	-7,249057E-1	2,293888E-1	-5,186451E-1	-4,307593E-1	3,292536E-1	-2,030643E-1
2,974367E-1	4,794303E-2	-7,248461E-1	2,294484E-1	-5,187643E-1	-4,307831E-1	3,293967E-1	-2,030643E-1
2,974367E-1	4,796687E-2	-7,248819E-1	2,294246E-1	-5,186689E-1	-4,309261E-1	3,293371E-1	-2,030523E-1
2,974605E-1	4,799072E-2	-7,249177E-1	2,294484E-1	-5,186451E-1	-4,308785E-1	3,291464E-1	-2,029808E-1
2,974009E-1	4,805032E-2	-7,250607E-1	2,295796E-1	-5,185497E-1	-4,308665E-1	3,290868E-1	-2,030166E-1
2,973890E-1	4,793111E-2	-7,250011E-1	2,296392E-1	-5,185974E-1	-4,308189E-1	3,292417E-1	-2,030285E-1
2,974248E-1	4,796687E-2	-7,249534E-1	2,296273E-1	-5,184424E-1	-4,307950E-1	3,293371E-1	-2,030643E-1
2,974605E-1	4,807416E-2	-7,248819E-1	2,295438E-1	-5,184901E-1	-4,307950E-1	3,294086E-1	-2,029689E-1
2,974725E-1	4,807416E-2	-7,249296E-1	2,294484E-1	-5,183828E-1	-4,307831E-1	3,293490E-1	-2,028854E-1
2,974009E-1	4,794303E-2	-7,249534E-1	2,293531E-1	-5,182755E-1	-4,310215E-1	3,293848E-1	-2,028854E-1
2,973652E-1	4,791919E-2	-7,249773E-1	2,294961E-1	-5,184544E-1	-4,308546E-1	3,293252E-1	-2,030523E-1
2,973771E-1	4,802648E-2	-7,249534E-1	2,297226E-1	-5,185616E-1	-4,308069E-1	3,294325E-1	-2,028735E-1
2,974128E-1	4,814569E-2	-7,247508E-1	2,298418E-1	-5,187762E-1	-4,306877E-1	3,297186E-1	-2,027066E-1
2,976870E-1	4,815761E-2	-7,247985E-1	2,297584E-1	-5,186928E-1	-4,306758E-1	3,295517E-1	-2,026113E-1
2,975797E-1	4,802648E-2	-7,247985E-1	2,296749E-1	-5,186213E-1	-4,308069E-1	3,295398E-1	-2,027901E-1
2,974009E-1	4,806224E-2	-7,249177E-1	2,295081E-1	-5,186809E-1	-4,307473E-1	3,294563E-1	-2,028497E-1
