Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,290,174,50,11.712972833707859,11.531330964315805,11.75454960432779,10.741943756290022,12.55151891777998,10.344871719773314,11.826615881130254,9.755647461086976
2,290,174,50,11.712972812999014,11.531330955205004,11.75454960871753,10.741943755475308,12.551518889144605,10.34487173692318,11.826615869454448,9.755647499353696
1-2,290,174,50,2.0708844417072214e-08,9.11080100252093e-09,-4.3897401269532565e-09,8.147136298930491e-10,2.8635374960117588e-08,-1.714986552769915e-08,1.167580521155287e-08,-3.826671957085637e-08
