ID,X,Y,Load_Value,Strain_1,Strain_2,Strain_3,Strain_4,Strain_5,Strain_6,Strain_7,Strain_8
16,-32.98073,336.23117,50.0,-9.298340344082498e-05,0.0010664286461128547,-0.00023181080637481451,-7.21527563400379e-05,0.00035033342538688715,0.00012684507961184668,-0.00034092517510498277,0.00016266607838894443
17,-64.90309,27.35563,50.0,0.0003649427027495575,-0.0002637400801749494,0.0002655119692220179,-0.0002851955828577407,0.000665711527166052,0.0002661408169401866,-0.0002565333577304449,0.0002911891699876881
18,-155.18409,-250.40412,50.0,0.0003795287677155145,-4.8137164650968935e-05,0.00015754030926045767,0.0012922875666595635,5.2551696374708554e-05,0.00018710449074287394,0.0003108474274514613,0.0002453967048542988
19,103.22726,274.04062,50.0,0.00020180382514165365,0.00027253405547370425,0.00011308434701158154,5.6571717946501814e-05,0.0009039788212778261,0.0001538252886439262,-0.0001460651242204473,0.0002682457042216716
20,189.17852,241.08868,50.0,0.00025054579295832966,0.000319626208640218,0.00023197618542603483,3.923892750670739e-05,0.0016857873553320665,0.00016341257905219512,4.003000659040272e-06,0.0005094245431033566
21,-112.20186,303.90331,50.0,4.407057278955298e-05,0.0005361921234384868,-0.00011052692753741935,-0.00042875039777567,0.0003870845314310126,0.00023106511839847453,-0.00012473447715023126,0.00020210119401027914
22,-135.01042,217.71905,50.0,0.00016969872215843505,0.00016501580294251997,0.00017800507606094784,-0.0005072215169889633,0.0005003111318742457,0.0003328892812092173,-8.247884737012366e-05,0.00027755568638748024
23,-297.69578,-235.0437,50.0,0.0009080651294700882,4.4577420573338305e-05,0.00013686417052044422,0.0036302355998086735,-6.619176355791524e-05,0.0007810676743147584,0.00037281180379884895,0.00022080467666563253
24,-314.53846,149.0026,50.0,0.0012285346125365877,0.0001501297730356588,0.0002338811226408999,-0.0025777433121669134,0.0005713326993305048,0.000731817733340323,5.3508730345911654e-05,0.00024754406108948583
25,-320.92131,294.30094,50.0,0.0007237638559988077,0.0008347513624295268,-0.00014544733265507397,-0.0021234479908987143,0.00041049029757692844,0.0006874479661599937,4.9704429067678424e-05,0.00015074774087582907
26,188.94045,324.96301,50.0,3.0038540581817597e-05,0.001110108536299056,-0.00048143027539286837,-5.680700257224276e-05,0.0016043018546446448,0.0001021107422020615,2.557385341375429e-05,0.00043167658157399353
27,239.06476,207.04865,50.0,0.00031947509420544986,0.000255406753486887,0.00039476349095548993,-5.44990716174913e-06,0.0023156477635621377,0.00017999347991535204,2.6937933174504107e-05,0.0006968013566084475
28,-311.57,-151.2899,50.0,0.0009159552537946461,4.303600217456979e-05,0.0001751718907424678,0.0037750029891888913,-0.00010914492891259197,0.0009117437629171781,0.00015906148937762607,0.00022528320652058476
29,-220.58795,52.65141,50.0,0.0004227939558049436,8.631584482508852e-05,0.0003879076511377337,-0.0007947172033872385,0.0007168279311643471,0.00044097595840668846,3.6851453840913875e-05,0.00033308377954410865
30,-196.82472,342.25826,50.0,-0.000795555117635732,0.0013983851196460546,-0.00014945754729391866,-0.0010830355514270095,0.0003673880855624102,0.0003562926750606015,3.91890821996806e-05,0.00013448563326272654
31,-96.08502,331.15631,50.0,-0.0001447486591712767,0.0012224794308726076,-0.00018937684266073071,-0.00029603205956557686,0.0003405550196705232,0.0001669484750267763,-0.00016145094432937614,0.00017385211795038508
32,-296.96891,80.13725,50.0,0.0009245250268721888,9.157635069380735e-05,0.00023371705497277198,-0.002000778466368886,0.0006459515936249118,0.0007074787903465908,4.139307100477834e-05,0.00027664927090051964
33,-260.94753,284.219,50.0,-0.00037227867958334964,0.0006669926969930744,-8.237423316946027e-05,-0.002037216686157675,0.0004613777719204945,0.0005895104078577849,6.198742531142947e-05,0.00019599958095704235
34,13.04186,-251.29056,50.0,0.00027906269191014296,-0.00038541290185647715,0.00020285276169800526,0.000542557815355529,-3.2872980904428205e-05,0.0001437704065630855,-0.0011308438861062314,0.00023675293078983048
35,39.54749,40.51887,50.0,0.00034682205998216723,-0.00041556064271110996,0.00027806441067752515,-4.8005419960944545e-05,0.0009189440020444143,0.00025374799167180074,-0.00038000564944377094,0.00034516378288118626
36,-119.91404,-98.27209,50.0,0.00037736506569994207,-6.445901474686582e-05,0.0003103000650116445,0.0008514811809117297,0.00014023607213307403,0.0003115744443646407,-3.531543610221744e-05,0.0003926441796572207
37,12.90906,-231.68938,50.0,0.00026529625528185326,-0.0003710653437496608,0.00022271926485509033,0.0005536887212948473,-4.083767164519636e-06,0.00020147643134697422,-0.0010553914946949694,0.0002722828481325869
38,127.68726,98.1837,50.0,0.0003643781237006647,-1.79836617222619e-05,0.00032887354406883266,0.0001466002385159772,0.0008823781429544628,0.00030315120168236323,-5.345358888999327e-05,0.0004108440544266833
39,110.11696,-48.89795,50.0,0.00023564490732088156,-8.543572142126092e-05,0.000262270015597553,0.0006105566021886132,-0.00035915122082028615,0.0002863532121537751,-8.921950999214068e-05,0.00036964546107873833
40,-98.99937,-328.25396,50.0,0.0002427228996042444,-0.00014899376322362025,0.00012000729675343279,0.00072458827046416,7.351032623293035e-06,-0.0003928348182775336,0.001101450704995026,5.689912447555791e-06
41,191.51709,282.05866,50.0,0.00015797866547639353,0.000530491230389124,0.000193836451005547,5.776656502234716e-06,0.0017309363934106044,0.00014712753968763704,6.100125060523822e-06,0.00048626238448429103
42,305.46575,-64.90396,50.0,0.00026549215368609324,3.890211450961896e-05,0.0007414667902595135,0.0006169411504136794,-0.0022615385525072895,0.00022594097287140954,8.278627276706287e-05,0.0010673894816913324
43,-285.78495,-32.81022,50.0,0.0008619607219969498,4.666774196306425e-05,0.00022588626152906068,0.002888944136665188,1.645131439640833e-05,0.000624568813488647,7.248767806027398e-05,0.00030138076693060514
44,20.52442,187.10691,50.0,0.00033230969073826653,-0.0007161533885186484,0.00029469559448302215,0.00011464889606895183,0.0006283479523597773,0.0002670127834475438,-0.0003282617375521132,0.00022029835003588814
45,-68.80285,174.15784,50.0,0.0002836285541648935,-0.00013939533088791966,0.00026124252948059464,-0.00010213571265967281,0.00048149995450764944,0.0002893147997593447,-0.0002224219959322611,0.00024013530588458157
46,306.56312,-187.39946,50.0,0.00022089043732230376,4.773639087354804e-05,0.0006892508495854237,0.0005685396428471612,-0.0023452782871060014,0.00020086785979091208,0.00021404067897330746,0.0009235021742983786
47,214.13793,158.65178,50.0,0.00034599145210450057,0.000142348694795977,0.0003610368415492953,2.3116448914487154e-05,0.0016719843868947004,0.0002159510960204617,1.4078257146247939e-05,0.0005999171713697363
48,145.13925,-134.76087,50.0,0.00032019191790182063,-5.277076884561889e-05,0.00033194758861217395,0.0005556509415604774,-0.0003813967405600585,0.0002754880566279439,7.110338131348575e-05,0.00025193672232495237
49,122.89167,-29.56552,50.0,0.0002609101552003224,-5.497810969070693e-05,0.0002958380744715532,0.0005438585753822325,-0.0005026318193449011,0.00028777680930601576,-5.362949353844558e-05,0.0003691825314038888
50,-76.03061,-333.02251,50.0,0.00022183869840432734,-0.00021336492746668235,0.00010560257923947086,0.0006079388997418004,3.756467694254004e-05,-0.0004002910002566073,0.0012616640440054126,-6.008357858373171e-06
51,-121.95148,158.61755,50.0,0.00024433778568928394,5.0549718025929085e-05,0.00025591764018019193,-0.0003687872638479644,0.000578670300297111,0.00029988883049379564,-8.878905439209175e-05,0.0003162696718840367
52,-28.66528,-199.59683,50.0,0.00022254062746389163,-0.000330217129824375,0.00022965101513074964,0.0006293277701398545,8.180429776205167e-05,0.0002883712579544792,-0.0005669336316562677,0.00032618340085516185
53,-103.87599,-283.77518,50.0,0.000265671349374713,-0.00014916103725043912,0.00015170657802020057,0.0008905949453760439,4.767045547996821e-05,4.105257177555588e-05,0.0003286452255086864,0.00018604260282511085
54,-68.06296,-113.47296,50.0,0.00031709488337403204,-0.00022623789043435712,0.000360161203242142,0.0007430600623772295,0.00015299790204382937,0.00029587390302538856,-0.00020779848927758964,0.00038985523264235144
55,71.87317,123.93138,50.0,0.00039336767935326,-0.00018023756109882412,0.0002778663321252068,0.00017562746113651973,0.0007509844770825047,0.0003440224410981366,-0.00020906812041492534,0.00030995471577862206
56,233.81879,107.22085,50.0,0.00031276705021136386,0.00010894499767598254,0.00040310706704092136,-5.322150777425176e-05,0.00167892467973226,0.000212013978207442,3.479343827103467e-05,0.0006288332571593156
57,-129.15774,-112.32014,50.0,0.0004075227197805498,-6.509685151098075e-05,0.0002660793315088935,0.0009517046153483081,0.00011334006187549013,0.0003329677973331206,1.1363016582307751e-05,0.00039514688695006583
58,-91.84903,349.57328,50.0,-0.0003579848989388107,0.002528230084833205,-0.00016495451062794347,-0.0002419654253532844,0.0002988519305183088,0.0001392419144986604,-0.00016031887268707024,0.00014460842704768282
59,144.47839,-33.20884,50.0,0.00022868197483975715,-2.4298952028391268e-05,0.0002977196904892625,0.0005735801443782194,-0.0006058343982559736,0.00031810893418341514,-2.355739962151677e-05,0.00036555904418595747
60,316.27589,73.57729,50.0,0.000268790756958147,7.881392878567194e-05,0.0009099580561268993,-8.887754372407662e-05,0.0037925754779125544,0.00018382310199075436,2.9197045178537955e-05,0.0009971717408056953
61,9.24245,-301.80075,50.0,0.0002179253549413295,-0.0003811399358206059,0.00014465457954219828,0.0004805235281672203,-6.365277291629253e-05,-0.00010876642257718982,-0.0016600384023955825,0.00010498940236838814
62,132.82144,218.19801,50.0,0.0003089830344184087,0.00016852032831562655,0.00029309257237737716,5.793377109867606e-05,0.0011752303415337255,0.00019673824021660747,-7.743390588643004e-05,0.00036563029416321476
63,298.5624,32.69418,50.0,0.0002819664682695259,7.038117697438368e-05,0.0007265755499455377,4.001766895456117e-05,0.0033962971202856364,0.00021381829376774554,5.011564233427965e-05,0.0009643214479697616
64,12.79754,271.37952,50.0,0.0002036702765168186,-0.0012457577483645037,8.774531699545477e-05,6.624819828421753e-06,0.0005773787779024639,0.00017615415498253295,-0.0003890060417687825,0.00026191703875008714
65,91.00073,128.85413,50.0,0.0003912861893405033,-8.144650456014377e-05,0.00031572576885259123,0.00016663385201618098,0.000811459643758933,0.00030438824559539737,-0.00015321872198267392,0.00035122721403934166
66,-233.46983,161.42426,50.0,0.00031482921840979213,0.00014648751191330086,0.00022630098312032438,-0.001160107426303083,0.000572526832183925,0.0004966747175204594,2.8305209521576044e-05,0.0002708306842735172
67,139.39596,-319.32756,50.0,0.00018088516932894186,-5.64831075031023e-05,0.0002607817892614011,0.00034702039957427777,-0.0005774932651240357,-0.0001666213805588842,0.0009005475692037884,-0.00010782307268546568
68,283.97105,-330.46828,50.0,0.00012945587539605046,6.321620930348043e-05,0.0006650539915289617,0.00035424941809666,-0.0023956520920494304,-0.00017207328566067138,0.0012239784285422016,-0.0010262943889211107
69,262.79878,229.81305,50.0,0.0002759657009852994,0.0003435847372020448,0.00043019468215507636,-4.2863227136319016e-05,0.0028980436162569694,0.00014708628663345102,4.488746565602592e-05,0.0008034798018899046
70,49.38882,-2.76353,50.0,0.0003315534313315009,-0.00034198054391134053,0.00027135795951446377,0.0003663496864408734,0.000256123158332873,0.0002714992292700719,-0.0003526787960024569,0.0003510459323739338
71,-114.63305,99.29301,50.0,0.0003180223411979489,-4.3315965326858347e-05,0.00029508929940979725,-0.00014588722933236452,0.0005427040327502674,0.00026198060700160646,-8.120986844093333e-05,0.00022337413592243076
72,200.13683,-177.80911,50.0,0.0002698624441193821,5.741583048963081e-06,0.00041249924002114915,0.0005500348391801292,-0.0008152315553421928,0.00022854157326129425,0.00016576169052608559,0.0002412578848700122
73,-40.16819,201.82537,50.0,0.0002930028952352569,-0.0003792646515102863,0.0002534716130332756,-4.330188805936591e-06,0.0005195889838137581,0.00033229925722950493,-0.00030537455740496487,0.0002510886609154776
74,-106.48381,264.32929,50.0,0.0001664951115332622,0.0002423423527987869,6.775909819408726e-05,-0.00033643089832432674,0.00045600031415883396,0.00031754249368461937,-0.00013059846353071416,0.00024135984293004046
75,-224.69396,87.51558,50.0,0.00039046863982052625,0.00010380157601031997,0.0003296691533682044,-0.0007221037363254221,0.0007065739107416527,0.0004578248511210944,3.285549501370514e-05,0.0003295553381794167
76,-295.91223,337.01419,50.0,-0.0012434978722451824,0.0013078351064749626,-0.00017785292839157379,-0.0023722027244828933,0.0003181733876455948,0.0006823779230145572,6.256244758485708e-05,0.00011232379955367724
77,-78.35935,-120.92382,50.0,0.00034092157025490775,-0.00018548798305475722,0.00035735188269432784,0.0007803395794027413,0.000190911437367153,0.00029945313285786374,-0.00015071638724337884,0.000388507236024953
78,5.69658,272.33841,50.0,0.0002086121146265805,-0.0015707045704194493,8.163369972157472e-05,-4.153559075927073e-06,0.0005458058398535384,0.00017172715151391333,-0.0003994037298671761,0.0002612322709590479
79,318.767,-259.39083,50.0,0.00016379651194346764,3.8109645997718043e-05,0.0007130142725343646,0.0004820308442384731,-0.0022392543859183498,-3.944778308255648e-05,0.0005120298992708758,0.001036909451861482
80,-325.08284,182.36209,50.0,0.001580271392592291,0.00020709556992203046,0.00018027337100275543,-0.0022623784717813863,0.0005401492622828562,0.0006991628917719691,4.238740757573488e-05,0.00020720520835032
81,-256.106,-77.59049,50.0,0.0006884362696661874,3.4154327812717874e-05,0.00022225668037138905,0.0018134419651493758,-8.39562140895705e-05,0.00046944598712293073,9.781428963213652e-05,0.0002529758380439515
82,-187.18468,-193.64075,50.0,0.000548634653234075,-6.9608761315650214e-06,0.00019392741354367832,0.0015205261998237267,2.2727226261074385e-05,0.0003036534831279342,0.00018665399064632263,0.0003491608357579278
83,-9.512,-251.37681,50.0,0.00026230636237296493,-0.0003885414318852035,0.00016967976180509467,0.0006078989867326856,9.537871785816429e-06,0.00016169369919598098,-0.001246468245877415,0.0002482563502732496
84,91.40908,160.19549,50.0,0.0003711106450488136,-3.6286185848625204e-05,0.000314289889176769,0.00013316385256022156,0.000914475455913032,0.00022818281506333478,-0.0001649550920898836,0.0003514433402176444
85,338.99595,301.82309,50.0,2.945307609729565e-05,0.000919191944965861,0.0037954874854551693,-0.00010855963881952765,0.0031899780422465756,8.711936559579205e-05,3.145857090193593e-05,0.0007996435910241905
86,151.85514,-280.60316,50.0,0.00021658487336180039,-3.1423217454124024e-05,0.00035600034399753617,0.0004324904188608918,-0.0006587587270557545,-2.6615683766530926e-05,0.0004496863453416309,3.005252556933657e-05
87,22.04568,-205.0328,50.0,0.00022881653080167286,-0.0003460651573582976,0.0003009875304405208,0.0005183128976499825,3.449263942636709e-05,0.00024802136515182215,-0.0007201415181891271,0.0003094434327952245
88,-190.09434,-279.99575,50.0,0.00048786998376927697,7.682174756989111e-06,0.0001511192840604244,0.0017160263219905222,1.1884407343656415e-05,0.0002318744308005688,0.0005131800176969198,0.00016945612449690702
89,-212.67352,252.74969,50.0,-0.00013824839677244503,0.0003983104654268698,5.8155568301994495e-05,-0.001282938105998359,0.0004882291612338993,0.00044102362805111244,3.1646137571574244e-05,0.00023443507075160622
90,-0.99828,345.70351,50.0,-0.00011652254285723888,0.0016656485098149013,-0.00025780733972706493,-3.8526862369472466e-05,0.00033629976392160216,0.00010298050856649544,-0.0003580905074630284,0.00014802719318124827
91,234.57275,276.63218,50.0,0.0001630064807194772,0.0005632452995130768,0.00016092250901975194,-3.185315324239619e-05,0.002442226216054601,0.000149148357892878,5.389275088016926e-05,0.0006924228791722665
92,-244.05743,-225.74881,50.0,0.0007273973117834014,4.050252682056327e-05,0.00017194806643145658,0.0025112648427259143,-1.3996251472215995e-05,0.0004927724095742482,0.00032742459940612596,0.0002803713254577005
93,226.82816,-252.85757,50.0,0.00023948335186288323,3.453812394648391e-05,0.00047632684273197975,0.000441778121226887,-0.0014474867084371687,3.1930545872021387e-05,0.0004169882424526237,-0.00011602203647062946
94,176.30496,-188.14848,50.0,0.00028492021173093446,-1.8684474484810775e-05,0.00036460144271069063,0.000553054888363007,-0.0006670528450738494,0.00022967435370462993,0.000163302693543182,0.00019590404691982846
95,-335.69028,4.3933,50.0,0.0012012680343486692,3.6722857125320574e-05,0.00019298072158957955,-0.011513373735106865,0.0002749207613777335,0.0009343501962251988,3.924023087714674e-05,0.00023767779435770146
96,-145.56912,-72.89771,50.0,0.00041592326968303654,-1.4964523972598648e-05,0.00032245981826106333,0.0009756903353083544,9.555519646381743e-05,0.00031401910617147896,5.336540171179334e-06,0.0003433546731730373
97,-288.79992,-262.00978,50.0,0.0008961531499476489,5.44396654150478e-05,0.0001483115779216135,0.0035531093413892997,-0.00010137583577281392,0.0007282074118306253,0.0005187396213295855,0.0001725564926645957
98,-320.48399,100.42434,50.0,0.0013285836637850167,9.650110924648128e-05,0.00020130129178352185,-0.0028904858467215487,0.0005970927753392276,0.0007819366824657869,3.9606680035464585e-05,0.00023583386714320264
99,329.52204,-20.411,50.0,0.0002305121626406163,4.0130459231623774e-05,0.0009159784123730526,0.0003721098907971871,-0.005820878438039315,0.0001886355204004605,5.270437128775598e-05,0.0012735067350059578
100,-134.25171,-81.34023,50.0,0.0004118676603654278,-4.0509318273243814e-05,0.0003318557668784601,0.0009337481721215041,0.0001158070558808459,0.0003004025676099374,-1.4163093631670386e-05,0.00036693570981460394
101,283.32303,259.15556,50.0,0.0001835569614038254,0.0004887446652019261,0.0006562620747367265,-6.63734665630275e-05,0.00341501180349225,0.0001337778916494769,5.7128718772271065e-05,0.0008800376606276587
102,197.07091,213.51136,50.0,0.000283213546981159,0.00023759543962838988,0.0002603768988084685,2.4772025054725072e-05,0.001651603429559047,0.0001895507159270389,3.808106731303696e-06,0.0005780180751139369
103,-323.81707,253.97316,50.0,0.001409591442596808,0.0004676501237876679,-1.7276395762892664e-05,-0.0021229044862633717,0.0004870115747868598,0.0006960881410140879,3.899639576510901e-05,0.00016569604161884973
104,272.07761,326.28873,50.0,3.2066477880673375e-07,0.0011694209104968136,-0.00023829356408589907,-0.00011277644352189887,0.003285563927812667,8.594088857913346e-05,6.163764694119254e-05,0.0008367446343842908
105,-66.4819,-18.33984,50.0,0.00036037216189083675,-0.00025161664183644627,0.0002716906702679415,0.0009018803536292859,0.0001398726538425645,0.00027610697769726644,-0.0002551765634646343,0.00033085572867615014
106,23.26805,-43.84854,50.0,0.0003059603657238332,-0.00044609230013256467,0.00024701767381914906,0.0007559656704385581,-0.00022573768640318228,0.000271137456747045,-0.0005233870989919297,0.0003425289694175821
107,-135.49033,-242.15009,50.0,0.0003240920605803424,-6.366970034206128e-05,0.0001739655010130129,0.0011705196165779509,6.408597926039327e-05,0.00024176029395346562,0.00023821910786859374,0.00026247153787056554
108,-84.63943,-345.62176,50.0,0.0002061183586472261,-0.0001817996521125038,9.732892569081843e-05,0.0005770811492498084,2.8102524261789284e-05,-0.00039492328917963855,0.002483970686746978,-4.813750342145655e-05
109,-260.03888,152.01351,50.0,0.00042883714879260703,0.00014956366600395656,0.0002578936933729357,-0.001526951754652685,0.0005914424446651522,0.0005774548721798752,3.50856773862953e-05,0.00027917405913986426
110,-320.31633,-299.76767,50.0,0.0008860449376657032,4.134803483033882e-05,0.00010036528118860587,0.003746047342057278,-9.434308905283463e-05,0.0015994584540705583,0.0009097325195676912,4.3558499968815486e-05
111,-178.86029,310.84662,50.0,-0.00015311802470570338,0.0008090192715271799,-0.00012624420318798604,-0.0009232761516703337,0.000369634341943974,0.0003624522596011961,1.4125562347633979e-05,0.00017427409862282297
112,-339.4713,200.05496,50.0,0.0023080125176823943,0.00023660773381235155,0.00012139507276643207,-0.0015159849368413876,0.0005057292561731321,0.0006780783940739531,2.9676729388894936e-05,0.00018950618880539285
113,-170.16999,-165.11432,50.0,0.0005032883222186867,-1.9698037212848536e-05,0.00022629110525926142,0.0013272504554597032,5.8371789893350666e-05,0.000369867164963497,0.0001276987588031611,0.00037156629085257714
114,-65.73834,-120.38252,50.0,0.0003054104226426289,-0.00022966091753521953,0.0003539240800485483,0.0007657241306363627,0.00018247710067819135,0.0002826549347859586,-0.00020884071504245476,0.00039950999705398477
115,-56.83348,-164.43987,50.0,0.00025651181553940886,-0.00026247733693557444,0.00025945400438876816,0.0007109464680906824,0.000155821637817435,0.00030595012264374703,-0.0002430444429630866,0.0003809683616128335
116,251.99728,-208.18219,50.0,0.0002517928234604714,3.9923015925978374e-05,0.0005530167656658241,0.0005138308231250738,-0.0016416065434443536,0.00014850127425837628,0.0002806291034907353,7.43448501381132e-05
117,26.56724,341.02526,50.0,-5.368998628712152e-05,0.0017511643082076104,-0.0002948953358692208,-1.050142213832744e-05,0.00040948464601556385,0.0001100835631992729,-0.00034377596184361354,0.0001734188827720377
118,-297.31246,-33.95246,50.0,0.0009521599013384428,4.8771850261795464e-05,0.00021513856997332884,0.0033127803460586587,4.503963584366892e-05,0.0007095224575616069,6.537529936994064e-05,0.00028708775823553057
119,2.86897,198.78354,50.0,0.0003076912465409864,-0.0010138934485307062,0.0002724151062185651,8.265911725376958e-05,0.0005719868592113317,0.00027596710038064424,-0.0003633668181948473,0.0002118282995964739
120,-202.92657,-49.59763,50.0,0.00048318113196672277,2.7026619287066915e-05,0.0002688183779975062,0.0014358553365298832,1.9485624547786826e-05,0.0003538456303176296,7.561128941828436e-05,0.00027792575574367504
121,-97.75796,-187.60215,50.0,0.000326305170551027,-0.0001502492524984895,0.00019520988875337578,0.0009860460329173374,0.00010609901290560528,0.000317698375455233,3.428577633819049e-05,0.0003541289230234824
122,-221.7865,-303.38229,50.0,0.0005965440748210827,4.56424666560927e-05,0.00012255852314252576,0.0022082951050194904,-4.716514014972593e-05,8.093379495037749e-07,0.0007929736451341604,9.21043959125487e-05
123,-203.66829,-109.26787,50.0,0.0005487574352079521,1.133326456099341e-05,0.00022510077867805012,0.0014171745309547355,5.40451430828165e-06,0.0003777082754640811,0.00010115254900482215,0.00033722419379221167
124,61.81328,-199.06334,50.0,0.00026780444441669947,-0.000242125891834515,0.0003263701341226043,0.0005092577695397728,-0.00010479653963986492,0.00023501030039983648,-0.00014211463270030422,0.00026773640103639216
125,-93.12702,-267.66286,50.0,0.00026374358931426035,-0.00017350597631340912,0.00015973300949015208,0.00085077881555668,3.54554792695278e-05,0.0001427141335693031,0.00021312571636187568,0.00021575924480521982
126,-115.47389,-96.45642,50.0,0.0003745717154737255,-8.186980733573632e-05,0.00033122850321187547,0.000856427920208039,0.00014531968220562807,0.0002940062722295767,-4.5070778562503645e-05,0.0003827691990318263
127,181.36503,59.62188,50.0,0.0003258184505814945,5.376186920030752e-05,0.000337746580352841,1.4307421273193112e-05,0.0012349421802211294,0.00028896365356662697,1.448925321637386e-05,0.0004578912009410058
128,-151.7725,-32.99975,50.0,0.0004084573335315184,-4.774637694160472e-06,0.00038544917620272906,0.001406562405287903,0.000148526046993743,0.00030681040305173573,1.0731274636414279e-05,0.00033094757342305454
129,177.52506,149.85738,50.0,0.00038560841305748563,0.00012199774063469967,0.0003789955543398612,4.721362671590427e-05,0.0013443548392414201,0.0002201887929229367,-6.640074086589855e-06,0.000510430464851822
130,-252.85954,-99.57002,50.0,0.0006992049885551321,3.467943323764689e-05,0.00023613003430915069,0.001915410945769095,-0.00010814944795632927,0.00043368804832522224,0.00011317286478184331,0.00025434229593497066
131,-139.38623,-256.09963,50.0,0.00033768525190949755,-6.633423261351586e-05,0.00017703269223678963,0.001150587527043547,5.608301236513726e-05,0.00017432018792899935,0.0002965953076774948,0.00024209567498002427
132,292.62108,-95.33575,50.0,0.00027595764141956147,4.9369098772019956e-05,0.0006942111746042648,0.000676881123047221,-0.00197344198939617,0.000255534877839454,0.00010364791191344064,0.0008425728234262624
133,147.2573,18.31068,50.0,0.0003011095170382503,-1.2751425034138907e-05,0.0003146230101982872,0.00020446416760777565,0.0013064985435235022,0.0003726086146823382,-8.390763887452006e-06,0.00038417553493151646
134,3.74539,-36.52135,50.0,0.00030863184697561255,-0.0004984049687897712,0.00023548224888089768,0.0008166656452559019,-0.00013903697902742222,0.00026714805646680994,-0.0005907217304398656,0.00036441238736001043
135,302.3813,346.69634,50.0,-2.398756030259314e-05,0.0012629861621345426,-0.0010384351020921914,-5.487191691009005e-05,0.003709396329180272,5.937595510363149e-05,5.804372119182948e-05,0.0008695101591394268
136,-266.55117,-289.41332,50.0,0.0008466301873028438,5.890104514786228e-05,0.0001211450861048515,0.0031467448284255364,-7.523025292174946e-05,0.00043572125766818266,0.0007201808722613154,0.00010943782159070537
137,-136.28654,347.22223,50.0,-0.0005191922611282807,0.00184203776708923,-0.00014643032645191337,-0.00046489412075982975,0.0003492251864621686,0.00018293237533924492,-4.858983152629233e-05,0.00013809868228213578
138,324.1208,-46.06511,50.0,0.0002493409265443681,3.657868689464598e-05,0.0008421437149351802,0.0005329041945890626,-0.0033789948248820665,0.0002101066807089934,5.7799462464036304e-05,0.0012801339334088328
