ID,X,Y,Load_Value,Strain_1,Strain_2,Strain_3,Strain_4,Strain_5,Strain_6,Strain_7,Strain_8,Class
46,306.56312,-187.39946,50.0,0.0002208904373223,4.773639087354804e-05,0.0006892508495854,0.0005685396428471,-0.002345278287106,0.0002008678597909,0.0002140406789733,0.0009235021742983,16
47,214.13793,158.65178,50.0,0.0003459914521045,0.0001423486947959,0.0003610368415492,2.3116448914487157e-05,0.0016719843868947,0.0002159510960204,1.407825714624794e-05,0.0005999171713697,8
48,145.13925,-134.76087,50.0,0.0003201919179018,-5.277076884561889e-05,0.0003319475886121,0.0005556509415604,-0.00038139674056,0.0002754880566279,7.110338131348575e-05,0.0002519367223249,11
49,122.89167,-29.56552,50.0,0.0002609101552003,-5.497810969070693e-05,0.0002958380744715,0.0005438585753822,-0.0005026318193449,0.000287776809306,-5.362949353844558e-05,0.0003691825314038,11
50,-76.03061,-333.02251,50.0,0.0002218386984043,-0.0002133649274666,0.0001056025792394,0.0006079388997418,3.756467694254004e-05,-0.0004002910002566,0.0012616640440054,-6.008357858373171e-06,14
51,-121.95148,158.61755,50.0,0.0002443377856892,5.0549718025929085e-05,0.0002559176401801,-0.0003687872638479,0.0005786703002971,0.0002998888304937,-8.878905439209175e-05,0.000316269671884,6
52,-28.66528,-199.59683,50.0,0.0002225406274638,-0.0003302171298243,0.0002296510151307,0.0006293277701398,8.180429776205167e-05,0.0002883712579544,-0.0005669336316562,0.0003261834008551,14
53,-103.87599,-283.77518,50.0,0.0002656713493747,-0.0001491610372504,0.0001517065780202,0.000890594945376,4.767045547996821e-05,4.105257177555588e-05,0.0003286452255086,0.0001860426028251,14
54,-68.06296,-113.47296,50.0,0.000317094883374,-0.0002262378904343,0.0003601612032421,0.0007430600623772,0.0001529979020438,0.0002958739030253,-0.0002077984892775,0.0003898552326423,10
55,71.87317,123.93138,50.0,0.0003933676793532,-0.0001802375610988,0.0002778663321252,0.0001756274611365,0.0007509844770825,0.0003440224410981,-0.0002090681204149,0.0003099547157786,7
56,233.81879,107.22085,50.0,0.0003127670502113,0.0001089449976759,0.0004031070670409,-5.322150777425176e-05,0.0016789246797322,0.0002120139782074,3.479343827103467e-05,0.0006288332571593,8
57,-129.15774,-112.32014,50.0,0.0004075227197805,-6.509685151098075e-05,0.0002660793315088,0.0009517046153483,0.0001133400618754,0.0003329677973331,1.1363016582307751e-05,0.00039514688695,10
58,-91.84903,349.57328,50.0,-0.0003579848989388,0.0025282300848332,-0.0001649545106279,-0.0002419654253532,0.0002988519305183,0.0001392419144986,-0.000160318872687,0.0001446084270476,2
59,144.47839,-33.20884,50.0,0.0002286819748397,-2.4298952028391268e-05,0.0002977196904892,0.0005735801443782,-0.0006058343982559,0.0003181089341834,-2.355739962151677e-05,0.0003655590441859,11
60,316.27589,73.57729,50.0,0.0002687907569581,7.881392878567194e-05,0.0009099580561268,-8.887754372407662e-05,0.0037925754779125,0.0001838231019907,2.9197045178537955e-05,0.0009971717408056,8
61,9.24245,-301.80075,50.0,0.0002179253549413,-0.0003811399358206,0.0001446545795421,0.0004805235281672,-6.365277291629253e-05,-0.0001087664225771,-0.0016600384023955,0.0001049894023683,15
62,132.82144,218.19801,50.0,0.0003089830344184,0.0001685203283156,0.0002930925723773,5.793377109867606e-05,0.0011752303415337,0.0001967382402166,-7.743390588643004e-05,0.0003656302941632,3
63,298.5624,32.69418,50.0,0.0002819664682695,7.038117697438368e-05,0.0007265755499455,4.001766895456117e-05,0.0033962971202856,0.0002138182937677,5.011564233427965e-05,0.0009643214479697,8
64,12.79754,271.37952,50.0,0.0002036702765168,-0.0012457577483645,8.774531699545477e-05,6.624819828421753e-06,0.0005773787779024,0.0001761541549825,-0.0003890060417687,0.00026191703875,3
65,91.00073,128.85413,50.0,0.0003912861893405,-8.144650456014377e-05,0.0003157257688525,0.0001666338520161,0.0008114596437589,0.0003043882455953,-0.0001532187219826,0.0003512272140393,7
66,-233.46983,161.42426,50.0,0.0003148292184097,0.0001464875119133,0.0002263009831203,-0.001160107426303,0.0005725268321839,0.0004966747175204,2.8305209521576044e-05,0.0002708306842735,5
67,139.39596,-319.32756,50.0,0.0001808851693289,-5.64831075031023e-05,0.0002607817892614,0.0003470203995742,-0.000577493265124,-0.0001666213805588,0.0009005475692037,-0.0001078230726854,15
68,283.97105,-330.46828,50.0,0.000129455875396,6.321620930348043e-05,0.0006650539915289,0.0003542494180966,-0.0023956520920494,-0.0001720732856606,0.0012239784285422,-0.0010262943889211,16
69,262.79878,229.81305,50.0,0.0002759657009852,0.000343584737202,0.000430194682155,-4.2863227136319016e-05,0.0028980436162569,0.0001470862866334,4.488746565602592e-05,0.0008034798018899,4
70,49.38882,-2.76353,50.0,0.0003315534313315,-0.0003419805439113,0.0002713579595144,0.0003663496864408,0.0002561231583328,0.00027149922927,-0.0003526787960024,0.0003510459323739,11
71,-114.63305,99.29301,50.0,0.0003180223411979,-4.3315965326858347e-05,0.0002950892994097,-0.0001458872293323,0.0005427040327502,0.0002619806070016,-8.120986844093333e-05,0.0002233741359224,6
72,200.13683,-177.80911,50.0,0.0002698624441193,5.741583048963081e-06,0.0004124992400211,0.0005500348391801,-0.0008152315553421,0.0002285415732612,0.000165761690526,0.00024125788487,16
73,-40.16819,201.82537,50.0,0.0002930028952352,-0.0003792646515102,0.0002534716130332,-4.330188805936591e-06,0.0005195889838137,0.0003322992572295,-0.0003053745574049,0.0002510886609154,2
74,-106.48381,264.32929,50.0,0.0001664951115332,0.0002423423527987,6.775909819408726e-05,-0.0003364308983243,0.0004560003141588,0.0003175424936846,-0.0001305984635307,0.00024135984293,2
75,-224.69396,87.51558,50.0,0.0003904686398205,0.0001038015760103,0.0003296691533682,-0.0007221037363254,0.0007065739107416,0.000457824851121,3.285549501370514e-05,0.0003295553381794,5
76,-295.91223,337.01419,50.0,-0.0012434978722451,0.0013078351064749,-0.0001778529283915,-0.0023722027244828,0.0003181733876455,0.0006823779230145,6.256244758485708e-05,0.0001123237995536,1
77,-78.35935,-120.92382,50.0,0.0003409215702549,-0.0001854879830547,0.0003573518826943,0.0007803395794027,0.0001909114373671,0.0002994531328578,-0.0001507163872433,0.0003885072360249,10
78,5.69658,272.33841,50.0,0.0002086121146265,-0.0015707045704194,8.163369972157472e-05,-4.153559075927073e-06,0.0005458058398535,0.0001717271515139,-0.0003994037298671,0.000261232270959,3
79,318.767,-259.39083,50.0,0.0001637965119434,3.810964599771804e-05,0.0007130142725343,0.0004820308442384,-0.0022392543859183,-3.944778308255648e-05,0.0005120298992708,0.0010369094518614,16
80,-325.08284,182.36209,50.0,0.0015802713925922,0.000207095569922,0.0001802733710027,-0.0022623784717813,0.0005401492622828,0.0006991628917719,4.238740757573488e-05,0.0002072052083503,1
81,-256.106,-77.59049,50.0,0.0006884362696661,3.4154327812717874e-05,0.0002222566803713,0.0018134419651493,-8.39562140895705e-05,0.0004694459871229,9.781428963213652e-05,0.0002529758380439,9
82,-187.18468,-193.64075,50.0,0.000548634653234,-6.960876131565021e-06,0.0001939274135436,0.0015205261998237,2.2727226261074385e-05,0.0003036534831279,0.0001866539906463,0.0003491608357579,13
83,-9.512,-251.37681,50.0,0.0002623063623729,-0.0003885414318852,0.000169679761805,0.0006078989867326,9.537871785816427e-06,0.0001616936991959,-0.0012464682458774,0.0002482563502732,14
84,91.40908,160.19549,50.0,0.0003711106450488,-3.62861858486252e-05,0.0003142898891767,0.0001331638525602,0.000914475455913,0.0002281828150633,-0.0001649550920898,0.0003514433402176,7
85,338.99595,301.82309,50.0,2.945307609729565e-05,0.0009191919449658,0.0037954874854551,-0.0001085596388195,0.0031899780422465,8.711936559579205e-05,3.145857090193593e-05,0.0007996435910241,4
86,151.85514,-280.60316,50.0,0.0002165848733618,-3.1423217454124024e-05,0.0003560003439975,0.0004324904188608,-0.0006587587270557,-2.661568376653093e-05,0.0004496863453416,3.005252556933657e-05,15
87,22.04568,-205.0328,50.0,0.0002288165308016,-0.0003460651573582,0.0003009875304405,0.0005183128976499,3.449263942636709e-05,0.0002480213651518,-0.0007201415181891,0.0003094434327952,15
88,-190.09434,-279.99575,50.0,0.0004878699837692,7.682174756989111e-06,0.0001511192840604,0.0017160263219905,1.1884407343656417e-05,0.0002318744308005,0.0005131800176969,0.0001694561244969,13
89,-212.67352,252.74969,50.0,-0.0001382483967724,0.0003983104654268,5.8155568301994495e-05,-0.0012829381059983,0.0004882291612338,0.0004410236280511,3.1646137571574244e-05,0.0002344350707516,1
90,-0.99828,345.70351,50.0,-0.0001165225428572,0.0016656485098149,-0.000257807339727,-3.852686236947247e-05,0.0003362997639216,0.0001029805085664,-0.000358090507463,0.0001480271931812,2
91,234.57275,276.63218,50.0,0.0001630064807194,0.000563245299513,0.0001609225090197,-3.185315324239619e-05,0.0024422262160546,0.0001491483578928,5.389275088016926e-05,0.0006924228791722,4
92,-244.05743,-225.74881,50.0,0.0007273973117834,4.050252682056327e-05,0.0001719480664314,0.0025112648427259,-1.3996251472215995e-05,0.0004927724095742,0.0003274245994061,0.0002803713254577,13
93,226.82816,-252.85757,50.0,0.0002394833518628,3.453812394648391e-05,0.0004763268427319,0.0004417781212268,-0.0014474867084371,3.1930545872021387e-05,0.0004169882424526,-0.0001160220364706,16
94,176.30496,-188.14848,50.0,0.0002849202117309,-1.8684474484810772e-05,0.0003646014427106,0.000553054888363,-0.0006670528450738,0.0002296743537046,0.0001633026935431,0.0001959040469198,16
95,-335.69028,4.3933,50.0,0.0012012680343486,3.6722857125320574e-05,0.0001929807215895,-0.0115133737351068,0.0002749207613777,0.0009343501962251,3.924023087714674e-05,0.0002376777943577,5
96,-145.56912,-72.89771,50.0,0.000415923269683,-1.4964523972598648e-05,0.000322459818261,0.0009756903353083,9.555519646381744e-05,0.0003140191061714,5.336540171179334e-06,0.000343354673173,10
97,-288.79992,-262.00978,50.0,0.0008961531499476,5.44396654150478e-05,0.0001483115779216,0.0035531093413892,-0.0001013758357728,0.0007282074118306,0.0005187396213295,0.0001725564926645,13
98,-320.48399,100.42434,50.0,0.001328583663785,9.650110924648128e-05,0.0002013012917835,-0.0028904858467215,0.0005970927753392,0.0007819366824657,3.9606680035464585e-05,0.0002358338671432,5
99,329.52204,-20.411,50.0,0.0002305121626406,4.0130459231623774e-05,0.000915978412373,0.0003721098907971,-0.0058208784380393,0.0001886355204004,5.270437128775598e-05,0.0012735067350059,12
100,-134.25171,-81.34023,50.0,0.0004118676603654,-4.050931827324381e-05,0.0003318557668784,0.0009337481721215,0.0001158070558808,0.0003004025676099,-1.4163093631670386e-05,0.0003669357098146,10
101,283.32303,259.15556,50.0,0.0001835569614038,0.0004887446652019,0.0006562620747367,-6.63734665630275e-05,0.0034150118034922,0.0001337778916494,5.7128718772271065e-05,0.0008800376606276,4
102,197.07091,213.51136,50.0,0.0002832135469811,0.0002375954396283,0.0002603768988084,2.4772025054725072e-05,0.001651603429559,0.000189550715927,3.808106731303696e-06,0.0005780180751139,4
103,-323.81707,253.97316,50.0,0.0014095914425968,0.0004676501237876,-1.7276395762892664e-05,-0.0021229044862633,0.0004870115747868,0.000696088141014,3.899639576510901e-05,0.0001656960416188,1
104,272.07761,326.28873,50.0,3.2066477880673375e-07,0.0011694209104968,-0.0002382935640858,-0.0001127764435218,0.0032855639278126,8.594088857913346e-05,6.163764694119254e-05,0.0008367446343842,4
105,-66.4819,-18.33984,50.0,0.0003603721618908,-0.0002516166418364,0.0002716906702679,0.0009018803536292,0.0001398726538425,0.0002761069776972,-0.0002551765634646,0.0003308557286761,10
106,23.26805,-43.84854,50.0,0.0003059603657238,-0.0004460923001325,0.0002470176738191,0.0007559656704385,-0.0002257376864031,0.000271137456747,-0.0005233870989919,0.0003425289694175,11
107,-135.49033,-242.15009,50.0,0.0003240920605803,-6.366970034206128e-05,0.000173965501013,0.0011705196165779,6.408597926039327e-05,0.0002417602939534,0.0002382191078685,0.0002624715378705,14
108,-84.63943,-345.62176,50.0,0.0002061183586472,-0.0001817996521125,9.732892569081845e-05,0.0005770811492498,2.8102524261789284e-05,-0.0003949232891796,0.0024839706867469,-4.813750342145655e-05,14
109,-260.03888,152.01351,50.0,0.0004288371487926,0.0001495636660039,0.0002578936933729,-0.0015269517546526,0.0005914424446651,0.0005774548721798,3.50856773862953e-05,0.0002791740591398,5
110,-320.31633,-299.76767,50.0,0.0008860449376657,4.134803483033882e-05,0.0001003652811886,0.0037460473420572,-9.434308905283463e-05,0.0015994584540705,0.0009097325195676,4.3558499968815486e-05,13
111,-178.86029,310.84662,50.0,-0.0001531180247057,0.0008090192715271,-0.0001262442031879,-0.0009232761516703,0.0003696343419439,0.0003624522596011,1.412556234763398e-05,0.0001742740986228,1
112,-339.4713,200.05496,50.0,0.0023080125176823,0.0002366077338123,0.0001213950727664,-0.0015159849368413,0.0005057292561731,0.0006780783940739,2.9676729388894936e-05,0.0001895061888053,1
113,-170.16999,-165.11432,50.0,0.0005032883222186,-1.9698037212848536e-05,0.0002262911052592,0.0013272504554597,5.8371789893350666e-05,0.0003698671649634,0.0001276987588031,0.0003715662908525,10
114,-65.73834,-120.38252,50.0,0.0003054104226426,-0.0002296609175352,0.0003539240800485,0.0007657241306363,0.0001824771006781,0.0002826549347859,-0.0002088407150424,0.0003995099970539,10
115,-56.83348,-164.43987,50.0,0.0002565118155394,-0.0002624773369355,0.0002594540043887,0.0007109464680906,0.0001558216378174,0.0003059501226437,-0.000243044442963,0.0003809683616128,10
116,251.99728,-208.18219,50.0,0.0002517928234604,3.992301592597837e-05,0.0005530167656658,0.000513830823125,-0.0016416065434443,0.0001485012742583,0.0002806291034907,7.43448501381132e-05,16
117,26.56724,341.02526,50.0,-5.368998628712152e-05,0.0017511643082076,-0.0002948953358692,-1.050142213832744e-05,0.0004094846460155,0.0001100835631992,-0.0003437759618436,0.000173418882772,3
118,-297.31246,-33.95246,50.0,0.0009521599013384,4.877185026179546e-05,0.0002151385699733,0.0033127803460586,4.503963584366892e-05,0.0007095224575616,6.537529936994064e-05,0.0002870877582355,9
119,2.86897,198.78354,50.0,0.0003076912465409,-0.0010138934485307,0.0002724151062185,8.265911725376958e-05,0.0005719868592113,0.0002759671003806,-0.0003633668181948,0.0002118282995964,3
120,-202.92657,-49.59763,50.0,0.0004831811319667,2.7026619287066915e-05,0.0002688183779975,0.0014358553365298,1.9485624547786823e-05,0.0003538456303176,7.561128941828436e-05,0.0002779257557436,9
121,-97.75796,-187.60215,50.0,0.000326305170551,-0.0001502492524984,0.0001952098887533,0.0009860460329173,0.0001060990129056,0.0003176983754552,3.428577633819049e-05,0.0003541289230234,14
122,-221.7865,-303.38229,50.0,0.000596544074821,4.56424666560927e-05,0.0001225585231425,0.0022082951050194,-4.716514014972593e-05,8.093379495037749e-07,0.0007929736451341,9.21043959125487e-05,13
123,-203.66829,-109.26787,50.0,0.0005487574352079,1.133326456099341e-05,0.000225100778678,0.0014171745309547,5.40451430828165e-06,0.000377708275464,0.0001011525490048,0.0003372241937922,9
124,61.81328,-199.06334,50.0,0.0002678044444166,-0.0002421258918345,0.0003263701341226,0.0005092577695397,-0.0001047965396398,0.0002350103003998,-0.0001421146327003,0.0002677364010363,15
125,-93.12702,-267.66286,50.0,0.0002637435893142,-0.0001735059763134,0.0001597330094901,0.0008507788155566,3.54554792695278e-05,0.0001427141335693,0.0002131257163618,0.0002157592448052,14
126,-115.47389,-96.45642,50.0,0.0003745717154737,-8.186980733573632e-05,0.0003312285032118,0.000856427920208,0.0001453196822056,0.0002940062722295,-4.5070778562503645e-05,0.0003827691990318,10
127,181.36503,59.62188,50.0,0.0003258184505814,5.376186920030752e-05,0.0003377465803528,1.4307421273193112e-05,0.0012349421802211,0.0002889636535666,1.448925321637386e-05,0.000457891200941,8
128,-151.7725,-32.99975,50.0,0.0004084573335315,-4.774637694160472e-06,0.0003854491762027,0.0014065624052879,0.0001485260469937,0.0003068104030517,1.073127463641428e-05,0.000330947573423,10
129,177.52506,149.85738,50.0,0.0003856084130574,0.0001219977406346,0.0003789955543398,4.721362671590427e-05,0.0013443548392414,0.0002201887929229,-6.640074086589855e-06,0.0005104304648518,8
130,-252.85954,-99.57002,50.0,0.0006992049885551,3.467943323764689e-05,0.0002361300343091,0.001915410945769,-0.0001081494479563,0.0004336880483252,0.0001131728647818,0.0002543422959349,9
131,-139.38623,-256.09963,50.0,0.0003376852519094,-6.633423261351586e-05,0.0001770326922367,0.0011505875270435,5.608301236513726e-05,0.0001743201879289,0.0002965953076774,0.00024209567498,14
132,292.62108,-95.33575,50.0,0.0002759576414195,4.936909877201996e-05,0.0006942111746042,0.0006768811230472,-0.0019734419893961,0.0002555348778394,0.0001036479119134,0.0008425728234262,12
133,147.2573,18.31068,50.0,0.0003011095170382,-1.2751425034138909e-05,0.0003146230101982,0.0002044641676077,0.0013064985435235,0.0003726086146823,-8.390763887452006e-06,0.0003841755349315,7
134,3.74539,-36.52135,50.0,0.0003086318469756,-0.0004984049687897,0.0002354822488808,0.0008166656452559,-0.0001390369790274,0.0002671480564668,-0.0005907217304398,0.00036441238736,11
135,302.3813,346.69634,50.0,-2.398756030259314e-05,0.0012629861621345,-0.0010384351020921,-5.487191691009005e-05,0.0037093963291802,5.937595510363149e-05,5.804372119182948e-05,0.0008695101591394,4
136,-266.55117,-289.41332,50.0,0.0008466301873028,5.890104514786228e-05,0.0001211450861048,0.0031467448284255,-7.523025292174946e-05,0.0004357212576681,0.0007201808722613,0.0001094378215907,13
137,-136.28654,347.22223,50.0,-0.0005191922611282,0.0018420377670892,-0.0001464303264519,-0.0004648941207598,0.0003492251864621,0.0001829323753392,-4.858983152629233e-05,0.0001380986822821,2
138,324.1208,-46.06511,50.0,0.0002493409265443,3.657868689464598e-05,0.0008421437149351,0.000532904194589,-0.003378994824882,0.0002101066807089,5.7799462464036304e-05,0.0012801339334088,12
139,-281.63869,-341.20041,50.0,0.0008481816486099,6.002727666733104e-05,7.841501487066008e-05,0.0034500351113513,-5.067244438112574e-05,-0.0009801479908225,0.0012813641318941,-1.3388973365844065e-05,13
140,285.10024,0.921,50.0,0.0003056547704379,5.323361091773082e-05,0.0006444868601124,0.0002816396797207,0.0009904796973622,0.0002297704249458,5.0104148357505175e-05,0.0008515914452421,8
141,100.64284,-225.51148,50.0,0.0002604175067146,-0.0001527297814117,0.0003337708523966,0.0004858870432932,-0.0003180965214554,0.0001951707007949,0.0001085655759925,0.0001999409223426,15
142,-67.88952,155.0707,50.0,0.0003087355833802,-0.0001713309249582,0.0002852211016282,-7.511149769257688e-05,0.000502041842526,0.000256776461384,-0.0002267050309186,0.0002259618218562,6
143,-212.67454,192.33692,50.0,0.0002471802026547,0.0002099248340677,0.0001980413035636,-0.0009676965568665,0.0004999177462651,0.0004571502538355,1.5620528649040955e-05,0.0002931982992917,1
144,8.65938,-75.99387,50.0,0.0002984544610373,-0.00044238897052,0.0002408949708009,0.0007178654613611,-5.665752701417665e-05,0.0002727647745076,-0.0006448289930574,0.0003711530109013,11
