Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,290,290,50,0.29028787980111387,0.011616031762381933,-0.7322694227964237,0.2310453476421024,-0.38854597033460087,-0.5162535492121396,-0.08091242769452343,-0.09930553751764022
2,290,290,50,0.26305340470419525,-0.008832528213282615,-0.769352690811142,0.17454588483810451,-1.8607625633264164,-0.5497634449918531,-0.1515246591004317,-0.14868775867901424
1-2,290,290,50,0.02723447509691862,0.020448559975664547,0.037083268014718285,0.056499462803997896,1.4722165929918156,0.03350989577971353,0.07061223140590826,0.049382221161374015
