Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,290,232,50,0.2971269036101024,0.019088790137982623,-0.7273464476375481,0.23410036146710897,-0.5591705029209965,-0.4322865507263203,-0.051322652949669555,-0.10336560028188818
2,290,232,50,0.263615068714999,-0.01225396387670702,-0.7655151748333502,0.17236570230375162,-1.4872949282141592,-0.4864780668526011,-0.14733320077285003,-0.14455530378844392
1-2,290,232,50,0.0335118348951034,0.03134275401468964,0.03816872719580211,0.06173465916335735,0.9281244252931627,0.054191516126280814,0.09601054782318047,0.041189703506555736
