Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-58,290,50,0.28956632837540774,0.012387531865295719,-0.7645064777355923,0.3228473567540293,-0.24927984439794287,-0.5176824554007396,-0.08388892008462798,-0.20361272200782507
2,-58,290,50,0.21364500855993324,-0.014333339770541537,-0.9165792915348292,0.0029630556482621306,-0.33214800999833205,-0.5464793157313974,-0.15022403145771787,-0.43600395515099427
1-2,-58,290,50,0.07592131981547451,0.026720871635837258,0.15207281379923687,0.31988430110576715,0.08286816560038918,0.02879686033065776,0.0663351113730899,0.2323912331431692
