Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-290,290,20,3.718,0.037625,3.755625,3.3973750000000003,3.269875,3.4015,3.6128750000000003,3.537875
2,-290,290,20,3.59525,0.037625,3.755625,3.282125,3.125375,3.295375,3.371125,3.2331250000000002
1-2,-290,290,20,0.12274999999999991,0.0,0.0,0.11525000000000007,0.14449999999999985,0.10612500000000002,0.24175000000000013,0.30474999999999985
