Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-116,290,20,3.718,0.037625,3.755625,3.3973750000000003,3.269875,3.4015,3.6128750000000003,3.537875
2,-116,290,20,3.148,0.009625,3.7098750000000003,3.235125,3.0585,3.2675,3.328125,3.126875
1-2,-116,290,20,0.5699999999999998,0.027999999999999997,0.04574999999999996,0.16225000000000023,0.21137499999999987,0.1339999999999999,0.2847500000000003,0.41100000000000003
