date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,10:10:20.105,0.0,0.0,9.50771749297958,2.656875,2.3937500000000003,2.468625,2.59025,2.381625,2.385625,2.5496250000000003,2.92325
2026-04-10,10:10:20.127,0.0,0.0,9.528173994383664,2.649375,2.399,2.4671250000000002,2.59625,2.371625,2.3930000000000002,2.55275,2.922875
2026-04-10,10:10:20.153,0.0,0.0,9.554539195506932,2.649375,2.399,2.4671250000000002,2.59625,2.371625,2.3930000000000002,2.55275,2.922875
2026-04-10,10:10:20.169,0.0,0.0,9.589631356405546,2.649375,2.399,2.4671250000000002,2.59625,2.371625,2.3930000000000002,2.55275,2.922875
2026-04-10,10:10:20.185,0.0,0.0,9.631705085124437,2.649375,2.399,2.4671250000000002,2.59625,2.371625,2.3930000000000002,2.55275,2.922875
2026-04-10,10:10:20.201,0.0,0.0,9.675364068099551,2.649375,2.399,2.4671250000000002,2.59625,2.371625,2.3930000000000002,2.55275,2.922875
2026-04-10,10:10:20.233,0.0,0.0,9.718291254479642,2.648625,2.40175,2.466875,2.5968750000000003,2.370875,2.39225,2.551375,2.922625
2026-04-10,10:10:20.249,0.0,0.0,9.760633003583713,2.648625,2.40175,2.466875,2.5968750000000003,2.370875,2.39225,2.551375,2.922625
2026-04-10,10:10:20.297,0.0,0.0,9.800506402866972,2.648625,2.40175,2.466875,2.5968750000000003,2.370875,2.39225,2.551375,2.922625
2026-04-10,10:10:20.321,0.0,0.0,9.840405122293578,2.657125,2.39575,2.47225,2.588625,2.384,2.389625,2.550375,2.919625
2026-04-10,10:10:20.329,0.0,0.0,9.872324097834863,2.657125,2.39575,2.47225,2.588625,2.384,2.389625,2.550375,2.919625
2026-04-10,10:10:20.345,0.0,0.0,9.897859278267891,2.657125,2.39575,2.47225,2.588625,2.384,2.389625,2.550375,2.919625
2026-04-10,10:10:20.361,0.0,0.0,9.920287422614313,2.657125,2.39575,2.47225,2.588625,2.384,2.389625,2.550375,2.919625
2026-04-10,10:10:20.393,0.0,0.0,9.94022993809145,2.657125,2.39575,2.47225,2.588625,2.384,2.389625,2.550375,2.919625
2026-04-10,10:10:20.412,0.0,0.0,9.95618395047316,2.657125,2.39575,2.47225,2.588625,2.384,2.389625,2.550375,2.919625
2026-04-10,10:10:20.432,0.0,0.0,9.964947160378529,2.64925,2.401125,2.465625,2.5968750000000003,2.3745,2.39425,2.5525,2.92525
2026-04-10,10:10:20.441,0.0,0.0,9.965957728302824,2.64925,2.401125,2.465625,2.5968750000000003,2.3745,2.39425,2.5525,2.92525
2026-04-10,10:10:20.473,0.0,0.0,9.96476618264226,2.64925,2.401125,2.465625,2.5968750000000003,2.3745,2.39425,2.5525,2.92525
2026-04-10,10:10:20.489,0.0,0.0,9.965812946113807,2.64925,2.401125,2.465625,2.5968750000000003,2.3745,2.39425,2.5525,2.92525
2026-04-10,10:10:20.505,0.0,0.0,9.968650356891047,2.64925,2.401125,2.465625,2.5968750000000003,2.3745,2.39425,2.5525,2.92525
2026-04-10,10:10:20.521,0.0,0.0,9.972920285512838,2.654125,2.394625,2.471,2.583,2.37925,2.38675,2.55175,2.925875
2026-04-10,10:10:20.553,0.0,0.0,9.974336228410271,2.654125,2.394625,2.471,2.583,2.37925,2.38675,2.55175,2.925875
2026-04-10,10:10:20.569,0.0,0.0,9.973468982728217,2.654125,2.394625,2.471,2.583,2.37925,2.38675,2.55175,2.925875
2026-04-10,10:10:20.617,0.0,0.0,9.972775186182574,2.6546250000000002,2.3965,2.4711250000000002,2.5852500000000003,2.38025,2.389625,2.55375,2.924875
2026-04-10,10:10:20.633,0.0,0.0,9.976220148946059,2.6546250000000002,2.3965,2.4711250000000002,2.5852500000000003,2.38025,2.389625,2.55375,2.924875
2026-04-10,10:10:20.649,0.0,0.0,9.976976119156847,2.6546250000000002,2.3965,2.4711250000000002,2.5852500000000003,2.38025,2.389625,2.55375,2.924875
2026-04-10,10:10:20.665,0.0,0.0,9.973580895325478,2.6546250000000002,2.3965,2.4711250000000002,2.5852500000000003,2.38025,2.389625,2.55375,2.924875
2026-04-10,10:10:20.681,0.0,0.0,9.966864716260382,2.6546250000000002,2.3965,2.4711250000000002,2.5852500000000003,2.38025,2.389625,2.55375,2.924875
2026-04-10,10:10:20.713,0.0,0.0,9.957491773008305,2.650125,2.39825,2.4695,2.585625,2.3813750000000002,2.388375,2.549125,2.9202500000000002
2026-04-10,10:10:20.729,0.0,0.0,9.945993418406644,2.650125,2.39825,2.4695,2.585625,2.3813750000000002,2.388375,2.549125,2.9202500000000002
