date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,09:57:32.239,-40.0,240.0,9.510794583237441,2.148,2.690375,2.43325,2.579,2.5180000000000002,2.4265,2.432375,2.5365
2026-04-10,09:57:32.255,-40.0,240.0,9.544635666589954,2.148,2.690375,2.43325,2.579,2.5180000000000002,2.4265,2.432375,2.5365
2026-04-10,09:57:32.287,-40.0,240.0,9.577708533271963,2.148,2.690375,2.43325,2.579,2.5180000000000002,2.4265,2.432375,2.5365
2026-04-10,09:57:32.319,-40.0,240.0,9.61016682661757,2.1313750000000002,2.695125,2.42975,2.581,2.515375,2.437125,2.433,2.541125
2026-04-10,09:57:32.335,-40.0,240.0,9.650133461294057,2.1313750000000002,2.695125,2.42975,2.581,2.515375,2.437125,2.433,2.541125
2026-04-10,09:57:32.367,-40.0,240.0,9.690106769035246,2.1313750000000002,2.695125,2.42975,2.581,2.515375,2.437125,2.433,2.541125
2026-04-10,09:57:32.383,-40.0,240.0,9.728085415228199,2.1313750000000002,2.695125,2.42975,2.581,2.515375,2.437125,2.433,2.541125
2026-04-10,09:57:32.399,-40.0,240.0,9.762468332182559,2.122375,2.698125,2.433625,2.581,2.523125,2.424875,2.430625,2.53075
2026-04-10,09:57:32.415,-40.0,240.0,9.789974665746048,2.122375,2.698125,2.433625,2.581,2.523125,2.424875,2.430625,2.53075
2026-04-10,09:57:32.447,-40.0,240.0,9.809979732596839,2.122375,2.698125,2.433625,2.581,2.523125,2.424875,2.430625,2.53075
2026-04-10,09:57:32.463,-40.0,240.0,9.82598378607747,2.122375,2.698125,2.433625,2.581,2.523125,2.424875,2.430625,2.53075
2026-04-10,09:57:32.481,-40.0,240.0,9.844787028861976,2.122375,2.698125,2.433625,2.581,2.523125,2.424875,2.430625,2.53075
2026-04-10,09:57:32.495,-40.0,240.0,9.871829623089582,2.0785,2.704625,2.431375,2.5875,2.52525,2.429375,2.4318750000000002,2.532875
2026-04-10,09:57:32.527,-40.0,240.0,9.909463698471665,2.0785,2.704625,2.431375,2.5875,2.52525,2.429375,2.4318750000000002,2.532875
2026-04-10,09:57:32.544,-40.0,240.0,9.947570958777332,2.0785,2.704625,2.431375,2.5875,2.52525,2.429375,2.4318750000000002,2.532875
2026-04-10,09:57:32.559,-40.0,240.0,9.978056767021865,2.0785,2.704625,2.431375,2.5875,2.52525,2.429375,2.4318750000000002,2.532875
2026-04-10,09:57:32.575,-40.0,240.0,10.006445413617492,2.0785,2.704625,2.431375,2.5875,2.52525,2.429375,2.4318750000000002,2.532875
2026-04-10,09:57:32.607,-40.0,240.0,10.059156330893995,2.071875,2.708375,2.428875,2.58625,2.517,2.438125,2.434,2.5405
2026-04-10,09:57:32.639,-40.0,240.0,10.103325064715197,2.071875,2.708375,2.428875,2.58625,2.517,2.438125,2.434,2.5405
2026-04-10,09:57:32.655,-40.0,240.0,10.144660051772156,2.071875,2.708375,2.428875,2.58625,2.517,2.438125,2.434,2.5405
2026-04-10,09:57:32.687,-40.0,240.0,10.183728041417725,2.0595,2.706875,2.4265,2.582875,2.518625,2.429625,2.430375,2.53475
2026-04-10,09:57:32.703,-40.0,240.0,10.22098243313418,2.0595,2.706875,2.4265,2.582875,2.518625,2.429625,2.430375,2.53475
2026-04-10,09:57:32.719,-40.0,240.0,10.256785946507344,2.0595,2.706875,2.4265,2.582875,2.518625,2.429625,2.430375,2.53475
2026-04-10,09:57:32.735,-40.0,240.0,10.289428757205876,2.0595,2.706875,2.4265,2.582875,2.518625,2.429625,2.430375,2.53475
2026-04-10,09:57:32.768,-40.0,240.0,10.317543005764701,2.093125,2.701375,2.42975,2.57925,2.516625,2.432,2.4305,2.540875
2026-04-10,09:57:32.783,-40.0,240.0,10.336034404611762,2.093125,2.701375,2.42975,2.57925,2.516625,2.432,2.4305,2.540875
2026-04-10,09:57:32.799,-40.0,240.0,10.34282752368941,2.093125,2.701375,2.42975,2.57925,2.516625,2.432,2.4305,2.540875
2026-04-10,09:57:32.815,-40.0,240.0,10.34026201895153,2.093125,2.701375,2.42975,2.57925,2.516625,2.432,2.4305,2.540875
2026-04-10,09:57:32.847,-40.0,240.0,10.328209615161224,2.093125,2.701375,2.42975,2.57925,2.516625,2.432,2.4305,2.540875
2026-04-10,09:57:32.863,-40.0,240.0,10.308567692128982,2.07475,2.710625,2.427375,2.584375,2.514875,2.43775,2.431625,2.5376250000000002
2026-04-10,09:57:32.879,-40.0,240.0,10.288854153703186,2.07475,2.710625,2.427375,2.584375,2.514875,2.43775,2.431625,2.5376250000000002
2026-04-10,09:57:32.895,-40.0,240.0,10.273083322962549,2.07475,2.710625,2.427375,2.584375,2.514875,2.43775,2.431625,2.5376250000000002
2026-04-10,09:57:32.927,-40.0,240.0,10.26246665837004,2.07475,2.710625,2.427375,2.584375,2.514875,2.43775,2.431625,2.5376250000000002
2026-04-10,09:57:32.960,-40.0,240.0,10.259973326696032,2.07775,2.70425,2.431125,2.574375,2.5225,2.43075,2.4290000000000003,2.532875
2026-04-10,09:57:32.975,-40.0,240.0,10.271978661356826,2.07775,2.70425,2.431125,2.574375,2.5225,2.43075,2.4290000000000003,2.532875
2026-04-10,09:57:33.007,-40.0,240.0,10.28558292908546,2.07775,2.70425,2.431125,2.574375,2.5225,2.43075,2.4290000000000003,2.532875
2026-04-10,09:57:33.023,-40.0,240.0,10.300466343268369,2.07775,2.70425,2.431125,2.574375,2.5225,2.43075,2.4290000000000003,2.532875
2026-04-10,09:57:33.040,-40.0,240.0,10.312373074614694,2.07775,2.70425,2.431125,2.574375,2.5225,2.43075,2.4290000000000003,2.532875
2026-04-10,09:57:33.055,-40.0,240.0,10.317898459691754,2.07775,2.70425,2.431125,2.574375,2.5225,2.43075,2.4290000000000003,2.532875
2026-04-10,09:57:33.086,-40.0,240.0,10.316318767753405,2.096375,2.706125,2.426125,2.571625,2.50925,2.433,2.429375,2.5380000000000003
2026-04-10,09:57:33.103,-40.0,240.0,10.307055014202724,2.096375,2.706125,2.426125,2.571625,2.50925,2.433,2.429375,2.5380000000000003
