date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,09:58:14.892,-80.0,200.0,9.533722396012994,1.763875,2.7102500000000003,2.4005,2.58875,2.422,2.49625,2.394125,2.644625
2026-04-10,09:58:14.924,-80.0,200.0,9.566977916810396,1.763875,2.7102500000000003,2.4005,2.58875,2.422,2.49625,2.394125,2.644625
2026-04-10,09:58:14.940,-80.0,200.0,9.597582333448317,1.7595,2.711125,2.39975,2.589375,2.422,2.498625,2.3937500000000003,2.646375
2026-04-10,09:58:14.959,-80.0,200.0,9.626065866758655,1.7595,2.711125,2.39975,2.589375,2.422,2.498625,2.3937500000000003,2.646375
2026-04-10,09:58:14.972,-80.0,200.0,9.652852693406924,1.7595,2.711125,2.39975,2.589375,2.422,2.498625,2.3937500000000003,2.646375
2026-04-10,09:58:15.004,-80.0,200.0,9.67628215472554,1.7595,2.711125,2.39975,2.589375,2.422,2.498625,2.3937500000000003,2.646375
2026-04-10,09:58:15.020,-80.0,200.0,9.697025723780431,1.7595,2.711125,2.39975,2.589375,2.422,2.498625,2.3937500000000003,2.646375
2026-04-10,09:58:15.035,-80.0,200.0,9.713620579024346,1.76475,2.711375,2.399125,2.59025,2.4215,2.493875,2.394,2.6455
2026-04-10,09:58:15.052,-80.0,200.0,9.722896463219477,1.76475,2.711375,2.399125,2.59025,2.4215,2.493875,2.394,2.6455
2026-04-10,09:58:15.084,-80.0,200.0,9.726317170575582,1.76475,2.711375,2.399125,2.59025,2.4215,2.493875,2.394,2.6455
2026-04-10,09:58:15.100,-80.0,200.0,9.727053736460466,1.76475,2.711375,2.399125,2.59025,2.4215,2.493875,2.394,2.6455
2026-04-10,09:58:15.118,-80.0,200.0,9.727642989168373,1.77,2.70475,2.4046250000000002,2.584,2.426625,2.492125,2.395,2.650125
2026-04-10,09:58:15.131,-80.0,200.0,9.730114391334698,1.77,2.70475,2.4046250000000002,2.584,2.426625,2.492125,2.395,2.650125
2026-04-10,09:58:15.164,-80.0,200.0,9.736091513067759,1.77,2.70475,2.4046250000000002,2.584,2.426625,2.492125,2.395,2.650125
