date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,12:43:17.149,40.0,120.0,15.494151906535773,2.23175,2.537125,2.306125,2.480875,2.454,2.136,2.540125,2.4943750000000002
2026-04-10,12:43:17.183,40.0,120.0,15.47732152522862,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.197,40.0,120.0,15.463857220182897,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.213,40.0,120.0,15.453085776146319,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.229,40.0,120.0,15.442468620917056,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.265,40.0,120.0,15.431974896733646,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.279,40.0,120.0,15.421579917386918,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.293,40.0,120.0,15.411263933909535,2.23575,2.533375,2.3116250000000003,2.47,2.461875,2.122,2.536375,2.489
2026-04-10,12:43:17.320,40.0,120.0,15.399011147127629,2.236625,2.533125,2.309625,2.460625,2.4602500000000003,2.12425,2.5380000000000003,2.490125
2026-04-10,12:43:17.341,40.0,120.0,15.389208917702105,2.236625,2.533125,2.309625,2.460625,2.4602500000000003,2.12425,2.5380000000000003,2.490125
2026-04-10,12:43:17.373,40.0,120.0,15.381367134161685,2.236625,2.533125,2.309625,2.460625,2.4602500000000003,2.12425,2.5380000000000003,2.490125
2026-04-10,12:43:17.389,40.0,120.0,15.371093707329349,2.236625,2.533125,2.309625,2.460625,2.4602500000000003,2.12425,2.5380000000000003,2.490125
2026-04-10,12:43:17.423,40.0,120.0,15.36087496586348,2.23375,2.536125,2.311375,2.460375,2.462875,2.125625,2.538125,2.486625
