date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,12:52:35.773,-200.0,-40.0,14.50144428850978,2.634,2.8955,2.499375,2.6048750000000003,2.673,2.657875,2.057875,2.936375
2026-04-10,12:52:35.789,-200.0,-40.0,14.525155430807825,2.634,2.8955,2.499375,2.6048750000000003,2.673,2.657875,2.057875,2.936375
2026-04-10,12:52:35.805,-200.0,-40.0,14.548124344646261,2.634,2.8955,2.499375,2.6048750000000003,2.673,2.657875,2.057875,2.936375
2026-04-10,12:52:35.837,-200.0,-40.0,14.56849947571701,2.634,2.8955,2.499375,2.6048750000000003,2.673,2.657875,2.057875,2.936375
2026-04-10,12:52:35.856,-200.0,-40.0,14.58679958057361,2.634,2.8955,2.499375,2.6048750000000003,2.673,2.657875,2.057875,2.936375
2026-04-10,12:52:35.869,-200.0,-40.0,14.601439664458889,2.637875,2.895125,2.502625,2.60575,2.6755,2.6590000000000003,2.05925,2.938875
2026-04-10,12:52:35.885,-200.0,-40.0,14.615151731567114,2.637875,2.895125,2.502625,2.60575,2.6755,2.6590000000000003,2.05925,2.938875
2026-04-10,12:52:35.917,-200.0,-40.0,14.628121385253692,2.637875,2.895125,2.502625,2.60575,2.6755,2.6590000000000003,2.05925,2.938875
2026-04-10,12:52:35.933,-200.0,-40.0,14.640497108202956,2.637875,2.895125,2.502625,2.60575,2.6755,2.6590000000000003,2.05925,2.938875
2026-04-10,12:52:35.949,-200.0,-40.0,14.652397686562365,2.637875,2.895125,2.502625,2.60575,2.6755,2.6590000000000003,2.05925,2.938875
2026-04-10,12:52:35.966,-200.0,-40.0,14.665918149249894,2.641875,2.89075,2.504375,2.598125,2.68575,2.646125,2.045375,2.93
2026-04-10,12:52:35.997,-200.0,-40.0,14.680734519399916,2.641875,2.89075,2.504375,2.598125,2.68575,2.646125,2.045375,2.93
2026-04-10,12:52:36.013,-200.0,-40.0,14.698587615519934,2.641875,2.89075,2.504375,2.598125,2.68575,2.646125,2.045375,2.93
2026-04-10,12:52:36.029,-200.0,-40.0,14.718870092415948,2.641875,2.89075,2.504375,2.598125,2.68575,2.646125,2.045375,2.93
2026-04-10,12:52:36.077,-200.0,-40.0,14.743096073932758,2.635625,2.8897500000000003,2.500875,2.598,2.679375,2.655125,2.064125,2.9385
2026-04-10,12:52:36.093,-200.0,-40.0,14.776476859146207,2.635625,2.8897500000000003,2.500875,2.598,2.679375,2.655125,2.064125,2.9385
2026-04-10,12:52:36.109,-200.0,-40.0,14.807181487316967,2.635625,2.8897500000000003,2.500875,2.598,2.679375,2.655125,2.064125,2.9385
2026-04-10,12:52:36.125,-200.0,-40.0,14.835745189853574,2.635625,2.8897500000000003,2.500875,2.598,2.679375,2.655125,2.064125,2.9385
2026-04-10,12:52:36.157,-200.0,-40.0,14.860596151882861,2.632625,2.891,2.4995,2.5997500000000002,2.6786250000000003,2.65025,2.067125,2.9326250000000003
2026-04-10,12:52:36.173,-200.0,-40.0,14.878476921506289,2.632625,2.891,2.4995,2.5997500000000002,2.6786250000000003,2.65025,2.067125,2.9326250000000003
2026-04-10,12:52:36.189,-200.0,-40.0,14.888781537205032,2.632625,2.891,2.4995,2.5997500000000002,2.6786250000000003,2.65025,2.067125,2.9326250000000003
2026-04-10,12:52:36.205,-200.0,-40.0,14.891025229764027,2.632625,2.891,2.4995,2.5997500000000002,2.6786250000000003,2.65025,2.067125,2.9326250000000003
2026-04-10,12:52:36.240,-200.0,-40.0,14.886820183811222,2.632625,2.891,2.4995,2.5997500000000002,2.6786250000000003,2.65025,2.067125,2.9326250000000003
2026-04-10,12:52:36.253,-200.0,-40.0,14.879456147048979,2.63075,2.894875,2.498,2.6025,2.6765,2.653625,2.047,2.934
2026-04-10,12:52:36.269,-200.0,-40.0,14.873564917639184,2.63075,2.894875,2.498,2.6025,2.6765,2.653625,2.047,2.934
2026-04-10,12:52:36.285,-200.0,-40.0,14.870851934111348,2.63075,2.894875,2.498,2.6025,2.6765,2.653625,2.047,2.934
2026-04-10,12:52:36.317,-200.0,-40.0,14.87068154728908,2.63075,2.894875,2.498,2.6025,2.6765,2.653625,2.047,2.934
2026-04-10,12:52:36.339,-200.0,-40.0,14.874545237831263,2.639875,2.888625,2.5031250000000003,2.598,2.68175,2.650125,2.061125,2.936
2026-04-10,12:52:36.349,-200.0,-40.0,14.881636190265013,2.639875,2.888625,2.5031250000000003,2.598,2.68175,2.650125,2.061125,2.936
2026-04-10,12:52:36.397,-200.0,-40.0,14.89530895221201,2.639875,2.888625,2.5031250000000003,2.598,2.68175,2.650125,2.061125,2.936
2026-04-10,12:52:36.413,-200.0,-40.0,14.91824716176961,2.639875,2.888625,2.5031250000000003,2.598,2.68175,2.650125,2.061125,2.936
2026-04-10,12:52:36.436,-200.0,-40.0,14.940597729415689,2.63625,2.887875,2.499875,2.599125,2.68125,2.65625,2.068375,2.939125
2026-04-10,12:52:36.445,-200.0,-40.0,14.956478183532552,2.63625,2.887875,2.499875,2.599125,2.68125,2.65625,2.068375,2.939125
2026-04-10,12:52:36.477,-200.0,-40.0,14.969182546826042,2.63625,2.887875,2.499875,2.599125,2.68125,2.65625,2.068375,2.939125
2026-04-10,12:52:36.493,-200.0,-40.0,14.979346037460834,2.63625,2.887875,2.499875,2.599125,2.68125,2.65625,2.068375,2.939125
2026-04-10,12:52:36.509,-200.0,-40.0,14.989476829968668,2.63625,2.887875,2.499875,2.599125,2.68125,2.65625,2.068375,2.939125
2026-04-10,12:52:36.525,-200.0,-40.0,14.997581463974935,2.639875,2.886875,2.504125,2.5955,2.6845,2.6473750000000003,2.0555,2.93325
2026-04-10,12:52:36.557,-200.0,-40.0,15.006065171179948,2.639875,2.886875,2.504125,2.5955,2.6845,2.6473750000000003,2.0555,2.93325
2026-04-10,12:52:36.573,-200.0,-40.0,15.01485213694396,2.639875,2.886875,2.504125,2.5955,2.6845,2.6473750000000003,2.0555,2.93325
2026-04-10,12:52:36.589,-200.0,-40.0,15.02388170955517,2.639875,2.886875,2.504125,2.5955,2.6845,2.6473750000000003,2.0555,2.93325
2026-04-10,12:52:36.608,-200.0,-40.0,15.035105367644137,2.639875,2.886875,2.504125,2.5955,2.6845,2.6473750000000003,2.0555,2.93325
2026-04-10,12:52:36.637,-200.0,-40.0,15.04808429411531,2.640375,2.88775,2.503625,2.598125,2.686,2.646875,2.0735,2.93075
2026-04-10,12:52:36.653,-200.0,-40.0,15.064467435292247,2.640375,2.88775,2.503625,2.598125,2.686,2.646875,2.0735,2.93075
2026-04-10,12:52:36.669,-200.0,-40.0,15.079573948233799,2.640375,2.88775,2.503625,2.598125,2.686,2.646875,2.0735,2.93075
2026-04-10,12:52:36.717,-200.0,-40.0,15.09565915858704,2.6353750000000002,2.892,2.503,2.600375,2.6865,2.65125,2.072625,2.92975
2026-04-10,12:52:36.733,-200.0,-40.0,15.112527326869632,2.6353750000000002,2.892,2.503,2.600375,2.6865,2.65125,2.072625,2.92975
2026-04-10,12:52:36.749,-200.0,-40.0,15.128021861495707,2.6353750000000002,2.892,2.503,2.600375,2.6865,2.65125,2.072625,2.92975
