date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,12:54:09.941,120.0,-40.0,14.571907626821462,2.8497500000000002,2.766125,2.5332500000000002,2.354,2.569875,2.3025,2.494625,3.0345
2026-04-10,12:54:09.973,120.0,-40.0,14.659526101457171,2.853625,2.761625,2.5303750000000003,2.33975,2.578125,2.2988750000000002,2.49375,3.0380000000000003
2026-04-10,12:54:09.990,120.0,-40.0,14.733620881165738,2.853625,2.761625,2.5303750000000003,2.33975,2.578125,2.2988750000000002,2.49375,3.0380000000000003
2026-04-10,12:54:10.005,120.0,-40.0,14.79689670493259,2.853625,2.761625,2.5303750000000003,2.33975,2.578125,2.2988750000000002,2.49375,3.0380000000000003
2026-04-10,12:54:10.021,120.0,-40.0,14.855517363946074,2.853625,2.761625,2.5303750000000003,2.33975,2.578125,2.2988750000000002,2.49375,3.0380000000000003
2026-04-10,12:54:10.054,120.0,-40.0,14.918413891156861,2.84825,2.7595,2.5305,2.3461250000000002,2.5732500000000003,2.336,2.49325,3.037
2026-04-10,12:54:10.070,120.0,-40.0,14.98873111292549,2.84825,2.7595,2.5305,2.3461250000000002,2.5732500000000003,2.336,2.49325,3.037
2026-04-10,12:54:10.088,120.0,-40.0,15.062984890340392,2.84825,2.7595,2.5305,2.3461250000000002,2.5732500000000003,2.336,2.49325,3.037
2026-04-10,12:54:10.101,120.0,-40.0,15.138387912272314,2.84825,2.7595,2.5305,2.3461250000000002,2.5732500000000003,2.336,2.49325,3.037
2026-04-10,12:54:10.149,120.0,-40.0,15.208710329817853,2.8472500000000003,2.76375,2.5303750000000003,2.354,2.569375,2.266125,2.4925,3.034875
2026-04-10,12:54:10.165,120.0,-40.0,15.268968263854283,2.8472500000000003,2.76375,2.5303750000000003,2.354,2.569375,2.266125,2.4925,3.034875
2026-04-10,12:54:10.181,120.0,-40.0,15.315174611083426,2.8472500000000003,2.76375,2.5303750000000003,2.354,2.569375,2.266125,2.4925,3.034875
2026-04-10,12:54:10.213,120.0,-40.0,15.350139688866742,2.8472500000000003,2.76375,2.5303750000000003,2.354,2.569375,2.266125,2.4925,3.034875
2026-04-10,12:54:10.231,120.0,-40.0,15.376111751093394,2.8472500000000003,2.76375,2.5303750000000003,2.354,2.569375,2.266125,2.4925,3.034875
2026-04-10,12:54:10.245,120.0,-40.0,15.392889400874717,2.857625,2.759,2.5355,2.356,2.572,2.2491250000000003,2.493,3.038625
2026-04-10,12:54:10.261,120.0,-40.0,15.402311520699776,2.857625,2.759,2.5355,2.356,2.572,2.2491250000000003,2.493,3.038625
2026-04-10,12:54:10.293,120.0,-40.0,15.40584921655982,2.857625,2.759,2.5355,2.356,2.572,2.2491250000000003,2.493,3.038625
2026-04-10,12:54:10.309,120.0,-40.0,15.404679373247857,2.857625,2.759,2.5355,2.356,2.572,2.2491250000000003,2.493,3.038625
2026-04-10,12:54:10.326,120.0,-40.0,15.401743498598286,2.857625,2.759,2.5355,2.356,2.572,2.2491250000000003,2.493,3.038625
2026-04-10,12:54:10.341,120.0,-40.0,15.395394798878629,2.851125,2.769625,2.535375,2.36475,2.568625,2.22225,2.493625,3.039125
2026-04-10,12:54:10.373,120.0,-40.0,15.386315839102904,2.851125,2.769625,2.535375,2.36475,2.568625,2.22225,2.493625,3.039125
2026-04-10,12:54:10.389,120.0,-40.0,15.371052671282325,2.851125,2.769625,2.535375,2.36475,2.568625,2.22225,2.493625,3.039125
2026-04-10,12:54:10.405,120.0,-40.0,15.350842137025861,2.851125,2.769625,2.535375,2.36475,2.568625,2.22225,2.493625,3.039125
2026-04-10,12:54:10.421,120.0,-40.0,15.326673709620689,2.852625,2.766,2.53275,2.363875,2.5675,2.202375,2.491375,3.04
2026-04-10,12:54:10.469,120.0,-40.0,15.303338967696552,2.852625,2.766,2.53275,2.363875,2.5675,2.202375,2.491375,3.04
2026-04-10,12:54:10.485,120.0,-40.0,15.278671174157243,2.852625,2.766,2.53275,2.363875,2.5675,2.202375,2.491375,3.04
2026-04-10,12:54:10.502,120.0,-40.0,15.256936939325795,2.852625,2.766,2.53275,2.363875,2.5675,2.202375,2.491375,3.04
2026-04-10,12:54:10.533,120.0,-40.0,15.235549551460636,2.84875,2.768875,2.527875,2.367875,2.565125,2.205,2.493375,3.03825
2026-04-10,12:54:10.549,120.0,-40.0,15.218439641168509,2.84875,2.768875,2.527875,2.367875,2.565125,2.205,2.493375,3.03825
2026-04-10,12:54:10.565,120.0,-40.0,15.206751712934807,2.84875,2.768875,2.527875,2.367875,2.565125,2.205,2.493375,3.03825
2026-04-10,12:54:10.581,120.0,-40.0,15.201401370347845,2.84875,2.768875,2.527875,2.367875,2.565125,2.205,2.493375,3.03825
2026-04-10,12:54:10.613,120.0,-40.0,15.201121096278278,2.849875,2.7645,2.531125,2.36925,2.566875,2.226625,2.49425,3.039625
2026-04-10,12:54:10.629,120.0,-40.0,15.202896877022622,2.849875,2.7645,2.531125,2.36925,2.566875,2.226625,2.49425,3.039625
2026-04-10,12:54:10.645,120.0,-40.0,15.204317501618098,2.849875,2.7645,2.531125,2.36925,2.566875,2.226625,2.49425,3.039625
2026-04-10,12:54:10.661,120.0,-40.0,15.20145400129448,2.849875,2.7645,2.531125,2.36925,2.566875,2.226625,2.49425,3.039625
2026-04-10,12:54:10.695,120.0,-40.0,15.193163201035585,2.847375,2.7695,2.53025,2.372625,2.565125,2.2565,2.493375,3.03975
2026-04-10,12:54:10.709,120.0,-40.0,15.180530560828469,2.847375,2.7695,2.53025,2.372625,2.565125,2.2565,2.493375,3.03975
2026-04-10,12:54:10.725,120.0,-40.0,15.168424448662776,2.847375,2.7695,2.53025,2.372625,2.565125,2.2565,2.493375,3.03975
2026-04-10,12:54:10.741,120.0,-40.0,15.158739558930222,2.847375,2.7695,2.53025,2.372625,2.565125,2.2565,2.493375,3.03975
2026-04-10,12:54:10.789,120.0,-40.0,15.150991647144178,2.851875,2.76325,2.533125,2.365,2.572375,2.234875,2.491,3.031
2026-04-10,12:54:10.805,120.0,-40.0,15.146793317715343,2.851875,2.76325,2.533125,2.365,2.572375,2.234875,2.491,3.031
2026-04-10,12:54:10.821,120.0,-40.0,15.143434654172275,2.851875,2.76325,2.533125,2.365,2.572375,2.234875,2.491,3.031
2026-04-10,12:54:10.853,120.0,-40.0,15.142747723337822,2.851875,2.76325,2.533125,2.365,2.572375,2.234875,2.491,3.031
2026-04-10,12:54:10.869,120.0,-40.0,15.144198178670258,2.851875,2.76325,2.533125,2.365,2.572375,2.234875,2.491,3.031
2026-04-10,12:54:10.885,120.0,-40.0,15.147358542936207,2.8508750000000003,2.76675,2.53425,2.37,2.57125,2.22525,2.491375,3.030625
2026-04-10,12:54:10.901,120.0,-40.0,15.151886834348966,2.8508750000000003,2.76675,2.53425,2.37,2.57125,2.22525,2.491375,3.030625
2026-04-10,12:54:10.933,120.0,-40.0,15.159509467479173,2.8508750000000003,2.76675,2.53425,2.37,2.57125,2.22525,2.491375,3.030625
2026-04-10,12:54:10.949,120.0,-40.0,15.16760757398334,2.8508750000000003,2.76675,2.53425,2.37,2.57125,2.22525,2.491375,3.030625
2026-04-10,12:54:10.966,120.0,-40.0,15.17408605918667,2.8508750000000003,2.76675,2.53425,2.37,2.57125,2.22525,2.491375,3.030625
2026-04-10,12:54:10.981,120.0,-40.0,15.179268847349338,2.8465000000000003,2.765625,2.532375,2.3657500000000002,2.56675,2.228875,2.4943750000000002,3.04025
2026-04-10,12:54:11.013,120.0,-40.0,15.18341507787947,2.8465000000000003,2.765625,2.532375,2.3657500000000002,2.56675,2.228875,2.4943750000000002,3.04025
2026-04-10,12:54:11.029,120.0,-40.0,15.188732062303577,2.8465000000000003,2.765625,2.532375,2.3657500000000002,2.56675,2.228875,2.4943750000000002,3.04025
2026-04-10,12:54:11.045,120.0,-40.0,15.194985649842863,2.8465000000000003,2.765625,2.532375,2.3657500000000002,2.56675,2.228875,2.4943750000000002,3.04025
2026-04-10,12:54:11.068,120.0,-40.0,15.201988519874291,2.84525,2.7655,2.5285,2.3675,2.5705,2.210625,2.491875,3.034875
2026-04-10,12:54:11.109,120.0,-40.0,15.207590815899433,2.84525,2.7655,2.5285,2.3675,2.5705,2.210625,2.491875,3.034875
