date,time,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
2026-04-10,10:02:21.994,-120.0,120.0,9.509654608253475,2.727,2.45675,2.31725,2.545125,2.428875,2.52875,2.216625,2.30825
2026-04-10,10:02:22.010,-120.0,120.0,9.525723686602781,2.727,2.45675,2.31725,2.545125,2.428875,2.52875,2.216625,2.30825
2026-04-10,10:02:22.026,-120.0,120.0,9.544578949282226,2.727,2.45675,2.31725,2.545125,2.428875,2.52875,2.216625,2.30825
2026-04-10,10:02:22.042,-120.0,120.0,9.565663159425782,2.727,2.45675,2.31725,2.545125,2.428875,2.52875,2.216625,2.30825
2026-04-10,10:02:22.075,-120.0,120.0,9.586530527540626,2.7275,2.45675,2.319375,2.54575,2.428,2.525125,2.215875,2.3105
2026-04-10,10:02:22.090,-120.0,120.0,9.6092244220325,2.7275,2.45675,2.319375,2.54575,2.428,2.525125,2.215875,2.3105
2026-04-10,10:02:22.106,-120.0,120.0,9.631379537626001,2.7275,2.45675,2.319375,2.54575,2.428,2.525125,2.215875,2.3105
2026-04-10,10:02:22.122,-120.0,120.0,9.653103630100802,2.7275,2.45675,2.319375,2.54575,2.428,2.525125,2.215875,2.3105
2026-04-10,10:02:22.154,-120.0,120.0,9.67448290408064,2.7275,2.45675,2.319375,2.54575,2.428,2.525125,2.215875,2.3105
2026-04-10,10:02:22.172,-120.0,120.0,9.695586323264513,2.7207500000000002,2.46375,2.315125,2.549125,2.4195,2.535625,2.216875,2.316625
2026-04-10,10:02:22.186,-120.0,120.0,9.716469058611612,2.7207500000000002,2.46375,2.315125,2.549125,2.4195,2.535625,2.216875,2.316625
2026-04-10,10:02:22.234,-120.0,120.0,9.73717524688929,2.7207500000000002,2.46375,2.315125,2.549125,2.4195,2.535625,2.216875,2.316625
2026-04-10,10:02:22.250,-120.0,120.0,9.759740197511432,2.7207500000000002,2.46375,2.315125,2.549125,2.4195,2.535625,2.216875,2.316625
2026-04-10,10:02:22.268,-120.0,120.0,9.781792158009146,2.7207500000000002,2.46375,2.315125,2.549125,2.4195,2.535625,2.216875,2.316625
2026-04-10,10:02:22.282,-120.0,120.0,9.803433726407318,2.71675,2.46075,2.313625,2.544875,2.4166250000000002,2.529875,2.21675,2.316125
2026-04-10,10:02:22.314,-120.0,120.0,9.822746981125855,2.71675,2.46075,2.313625,2.544875,2.4166250000000002,2.529875,2.21675,2.316125
2026-04-10,10:02:22.330,-120.0,120.0,9.838197584900684,2.71675,2.46075,2.313625,2.544875,2.4166250000000002,2.529875,2.21675,2.316125
2026-04-10,10:02:22.346,-120.0,120.0,9.850558067920547,2.71675,2.46075,2.313625,2.544875,2.4166250000000002,2.529875,2.21675,2.316125
2026-04-10,10:02:22.369,-120.0,120.0,9.860446454336438,2.72175,2.46225,2.3148750000000002,2.547875,2.4175,2.536125,2.21825,2.31725
2026-04-10,10:02:22.394,-120.0,120.0,9.86835716346915,2.72175,2.46225,2.3148750000000002,2.547875,2.4175,2.536125,2.21825,2.31725
2026-04-10,10:02:22.410,-120.0,120.0,9.872685730775322,2.72175,2.46225,2.3148750000000002,2.547875,2.4175,2.536125,2.21825,2.31725
2026-04-10,10:02:22.426,-120.0,120.0,9.876148584620259,2.72175,2.46225,2.3148750000000002,2.547875,2.4175,2.536125,2.21825,2.31725
2026-04-10,10:02:22.442,-120.0,120.0,9.876918867696208,2.72175,2.46225,2.3148750000000002,2.547875,2.4175,2.536125,2.21825,2.31725
2026-04-10,10:02:22.474,-120.0,120.0,9.873535094156967,2.723875,2.458125,2.31575,2.543125,2.4166250000000002,2.53225,2.21775,2.316
2026-04-10,10:02:22.490,-120.0,120.0,9.868828075325574,2.723875,2.458125,2.31575,2.543125,2.4166250000000002,2.53225,2.21775,2.316
2026-04-10,10:02:22.506,-120.0,120.0,9.865062460260459,2.723875,2.458125,2.31575,2.543125,2.4166250000000002,2.53225,2.21775,2.316
2026-04-10,10:02:22.562,-120.0,120.0,9.864049968208368,2.72025,2.458125,2.312,2.5452500000000002,2.4145,2.5300000000000002,2.21725,2.311
2026-04-10,10:02:22.570,-120.0,120.0,9.873239974566694,2.72025,2.458125,2.312,2.5452500000000002,2.4145,2.5300000000000002,2.21725,2.311
2026-04-10,10:02:22.586,-120.0,120.0,9.884591979653356,2.72025,2.458125,2.312,2.5452500000000002,2.4145,2.5300000000000002,2.21725,2.311
2026-04-10,10:02:22.602,-120.0,120.0,9.895673583722685,2.72025,2.458125,2.312,2.5452500000000002,2.4145,2.5300000000000002,2.21725,2.311
2026-04-10,10:02:22.634,-120.0,120.0,9.902538866978148,2.72025,2.458125,2.312,2.5452500000000002,2.4145,2.5300000000000002,2.21725,2.311
2026-04-10,10:02:22.653,-120.0,120.0,9.904031093582518,2.72025,2.458125,2.312,2.5452500000000002,2.4145,2.5300000000000002,2.21725,2.311
2026-04-10,10:02:22.669,-120.0,120.0,9.901224874866015,2.723125,2.461625,2.314,2.54725,2.416125,2.538625,2.218625,2.316375
2026-04-10,10:02:22.682,-120.0,120.0,9.896979899892813,2.723125,2.461625,2.314,2.54725,2.416125,2.538625,2.218625,2.316375
