Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,174,232,50,0.2975599284648769,0.019770247561187095,-0.7256611929183653,0.23002325843618274,-0.4309172790975885,-0.43096591345718266,-0.05134890125208018,-0.10864508507991262
2,174,232,50,0.24692935260940627,-0.0188451115712691,-0.7940792707551042,0.08730500262918985,-0.9947471333253401,-0.49065373094096476,-0.15709169862264263,-0.20398095559586732
1-2,174,232,50,0.05063057585547062,0.038615359132456194,0.06841807783673892,0.14271825580699288,0.5638298542277517,0.0596878174837821,0.10574279737056246,0.0953358705159547
