Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-58,174,50,0.29625464469900553,0.046722966646504806,-0.7258908865599502,0.2327151752025463,-0.527368345647661,-0.43391849912499275,-0.050977364306201485,-0.09880511019533048
2,-58,174,50,0.19004101347731328,-0.011671126248132657,-0.8772162009192644,-0.10586603857441754,-0.5683504523193487,-0.5028699213946963,-0.12653128786849444,-0.3062565145885742
1-2,-58,174,50,0.10621363122169225,0.05839409289463746,0.1513253143593143,0.3385812137769638,0.04098210667168767,0.06895142226970358,0.07555392356229296,0.20745140439324375
