# id,point x in mm,point y in mm,strain in 1
1.000000000000000000e+00,-3.500000000000000000e+02,3.000000000000000000e+02,-1.040973117123613159e-04
2.000000000000000000e+00,-3.500000000000000000e+02,0.000000000000000000e+00,6.733082380032508272e-06
3.000000000000000000e+00,-3.500000000000000000e+02,-3.000000000000000000e+02,5.480608139359993908e-05
4.000000000000000000e+00,-3.000000000000000000e+02,-3.500000000000000000e+02,1.600063010674808136e-04
5.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+02,-3.298732551638239936e-04
6.000000000000000000e+00,3.000000000000000000e+02,-3.500000000000000000e+02,1.612404339360644845e-04
7.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,3.457711873486252543e-03
8.000000000000000000e+00,3.500000000000000000e+02,3.500000000000000000e+02,-3.146934736215573417e-04
9.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,1.689019921671670562e-04
