# id,point x in mm,point y in mm,strain in 1
1.000000000000000000e+00,-3.500000000000000000e+02,3.000000000000000000e+02,1.799560071999807120e-03
2.000000000000000000e+00,-3.500000000000000000e+02,0.000000000000000000e+00,-2.890485846721548707e-03
3.000000000000000000e+00,-3.500000000000000000e+02,-3.000000000000000000e+02,-4.581877449112025822e-05
4.000000000000000000e+00,-3.000000000000000000e+02,-3.500000000000000000e+02,-2.008198704124726508e-04
5.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+02,3.960668003546458516e-05
6.000000000000000000e+00,3.000000000000000000e+02,-3.500000000000000000e+02,1.085987766019687198e-04
7.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,3.845979500474511681e-04
8.000000000000000000e+00,3.500000000000000000e+02,3.500000000000000000e+02,2.013012917835218531e-04
9.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,1.468080074926121159e-06
