# id,point x in mm,point y in mm,strain in 1
1.000000000000000000e+00,-3.500000000000000000e+02,3.000000000000000000e+02,3.055629771585981224e-04
2.000000000000000000e+00,-3.500000000000000000e+02,0.000000000000000000e+00,6.510729403387920111e-04
3.000000000000000000e+00,-3.500000000000000000e+02,-3.000000000000000000e+02,2.882257677281398764e-04
4.000000000000000000e+00,-3.000000000000000000e+02,-3.500000000000000000e+02,2.262287727303703352e-04
5.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+02,7.264987742230403155e-05
6.000000000000000000e+00,3.000000000000000000e+02,-3.500000000000000000e+02,1.304409667856448718e-04
7.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,1.179248604232108503e-03
8.000000000000000000e+00,3.500000000000000000e+02,3.500000000000000000e+02,3.678110167408877619e-04
9.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,-2.663414236377122752e-04
