# id,point x in mm,point y in mm,strain in 1
1.000000000000000000e+00,-3.500000000000000000e+02,3.000000000000000000e+02,3.128570626482086591e-04
2.000000000000000000e+00,-3.500000000000000000e+02,0.000000000000000000e+00,-9.191040457512236522e-05
3.000000000000000000e+00,-3.500000000000000000e+02,-3.000000000000000000e+02,5.748672120979154537e-05
4.000000000000000000e+00,-3.000000000000000000e+02,-3.500000000000000000e+02,1.042348050246412190e-04
5.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+02,4.827218692759715460e-05
6.000000000000000000e+00,3.000000000000000000e+02,-3.500000000000000000e+02,-1.935022833214145250e-04
7.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02,7.735035484762534932e-04
8.000000000000000000e+00,3.500000000000000000e+02,3.500000000000000000e+02,9.946912963465957217e-04
9.000000000000000000e+00,3.500000000000000000e+02,0.000000000000000000e+00,2.000471671664241780e-03
