channel names:							
031_174_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	031_174_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	031_174_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	031_174_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	031_174_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	031_174_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	031_174_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	031_174_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933	23.05.2024 15:25:48,138933
dt:							
0,020000							
data:							
2,973175E-1	4,704896E-2	-7,244408E-1	2,322856E-1	-5,213035E-1	-4,303778E-1	3,192162E-1	-2,475770E-1
2,972221E-1	4,712049E-2	-7,246554E-1	2,321664E-1	-5,212081E-1	-4,305685E-1	3,191328E-1	-2,476724E-1
2,972817E-1	4,710857E-2	-7,246196E-1	2,321187E-1	-5,214465E-1	-4,305804E-1	3,191566E-1	-2,477558E-1
2,971983E-1	4,712049E-2	-7,244170E-1	2,320830E-1	-5,215538E-1	-4,304612E-1	3,190613E-1	-2,477081E-1
2,973890E-1	4,715625E-2	-7,245600E-1	2,326075E-1	-5,215896E-1	-4,302824E-1	3,191924E-1	-2,476128E-1
2,973771E-1	4,703704E-2	-7,245958E-1	2,328578E-1	-5,214465E-1	-4,303420E-1	3,194546E-1	-2,475293E-1
2,972817E-1	4,694167E-2	-7,246673E-1	2,325002E-1	-5,214465E-1	-4,303539E-1	3,191566E-1	-2,476366E-1
2,971864E-1	4,700128E-2	-7,245004E-1	2,322260E-1	-5,215896E-1	-4,303659E-1	3,190732E-1	-2,476843E-1
2,972340E-1	4,702512E-2	-7,245362E-1	2,323572E-1	-5,214823E-1	-4,304016E-1	3,191566E-1	-2,476366E-1
2,974009E-1	4,713241E-2	-7,245124E-1	2,323691E-1	-5,214346E-1	-4,302943E-1	3,194427E-1	-2,475174E-1
2,972698E-1	4,722778E-2	-7,244766E-1	2,321068E-1	-5,214584E-1	-4,301274E-1	3,193354E-1	-2,474697E-1
2,972340E-1	4,726354E-2	-7,244170E-1	2,319638E-1	-5,212558E-1	-4,301155E-1	3,192758E-1	-2,475770E-1
2,972698E-1	4,704896E-2	-7,245481E-1	2,318803E-1	-5,212319E-1	-4,304731E-1	3,192878E-1	-2,476366E-1
2,971983E-1	4,703704E-2	-7,246196E-1	2,318565E-1	-5,212200E-1	-4,304493E-1	3,192758E-1	-2,476962E-1
2,970910E-1	4,703704E-2	-7,245243E-1	2,319638E-1	-5,214346E-1	-4,303182E-1	3,190374E-1	-2,477320E-1
