channel names:							
024_-232_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	024_-232_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	024_-232_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	024_-232_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	024_-232_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	024_-232_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	024_-232_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	024_-232_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794	23.05.2024 15:14:23,842794
dt:							
0,020000							
data:							
2,959347E-1	3,249351E-2	-7,254779E-1	2,325717E-1	-5,339516E-1	-4,340971E-1	-5,159619E-2	-9,590703E-2
2,959943E-1	3,248159E-2	-7,253230E-1	2,326075E-1	-5,338324E-1	-4,340256E-1	-5,164387E-2	-9,594280E-2
2,960896E-1	3,261272E-2	-7,253111E-1	2,327267E-1	-5,339754E-1	-4,339898E-1	-5,150082E-2	-9,581167E-2
2,960300E-1	3,269616E-2	-7,253111E-1	2,328340E-1	-5,340231E-1	-4,339660E-1	-5,141737E-2	-9,585935E-2
2,959466E-1	3,264848E-2	-7,253230E-1	2,329770E-1	-5,341423E-1	-4,339898E-1	-5,153658E-2	-9,596664E-2
2,959704E-1	3,254119E-2	-7,253468E-1	2,329055E-1	-5,342019E-1	-4,340375E-1	-5,156043E-2	-9,597856E-2
2,960658E-1	3,263656E-2	-7,252157E-1	2,327863E-1	-5,340946E-1	-4,339302E-1	-5,150082E-2	-9,589511E-2
2,960300E-1	3,263656E-2	-7,252395E-1	2,327982E-1	-5,342496E-1	-4,337872E-1	-5,147698E-2	-9,591895E-2
2,960300E-1	3,261272E-2	-7,253111E-1	2,327625E-1	-5,341185E-1	-4,338945E-1	-5,152466E-2	-9,590703E-2
2,960062E-1	3,260080E-2	-7,252038E-1	2,328459E-1	-5,340946E-1	-4,339898E-1	-5,150082E-2	-9,593087E-2
2,959466E-1	3,250543E-2	-7,253230E-1	2,326552E-1	-5,340350E-1	-4,339779E-1	-5,133393E-2	-9,601432E-2
2,959704E-1	3,267232E-2	-7,252753E-1	2,325240E-1	-5,340589E-1	-4,339898E-1	-5,148890E-2	-9,593087E-2
2,959943E-1	3,269616E-2	-7,251799E-1	2,325956E-1	-5,340112E-1	-4,339898E-1	-5,129817E-2	-9,585935E-2
2,959943E-1	3,264848E-2	-7,252991E-1	2,326433E-1	-5,342138E-1	-4,339541E-1	-5,148890E-2	-9,588319E-2
2,960300E-1	3,256503E-2	-7,252872E-1	2,328578E-1	-5,341304E-1	-4,338706E-1	-5,151274E-2	-9,594280E-2
2,959943E-1	3,258888E-2	-7,253230E-1	2,329532E-1	-5,343211E-1	-4,338706E-1	-5,134585E-2	-9,584743E-2
2,959823E-1	3,260080E-2	-7,253468E-1	2,330247E-1	-5,343211E-1	-4,337752E-1	-5,128624E-2	-9,590703E-2
