channel names:							
006_0_290_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	006_0_290_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	006_0_290_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	006_0_290_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	006_0_290_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	006_0_290_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	006_0_290_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	006_0_290_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568	23.05.2024 13:46:37,364568
dt:							
0,020000							
data:							
2,896523E-1	1,192991E-2	-7,457912E-1	3,241364E-1	-2,492440E-1	-5,174244E-1	-8,293631E-2	-1,820596E-1
2,897477E-1	1,200143E-2	-7,457078E-1	3,245298E-1	-2,493871E-1	-5,172217E-1	-8,279326E-2	-1,819285E-1
2,897596E-1	1,212064E-2	-7,455409E-1	3,245059E-1	-2,492440E-1	-5,173290E-1	-8,273365E-2	-1,818808E-1
2,897358E-1	1,204911E-2	-7,455528E-1	3,243033E-1	-2,491487E-1	-5,175794E-1	-8,276942E-2	-1,818808E-1
2,896642E-1	1,197759E-2	-7,455528E-1	3,239695E-1	-2,490294E-1	-5,177105E-1	-8,275750E-2	-1,820357E-1
2,895093E-1	1,196567E-2	-7,456124E-1	3,237907E-1	-2,488387E-1	-5,177820E-1	-8,315089E-2	-1,820834E-1
2,896523E-1	1,210872E-2	-7,454813E-1	3,241483E-1	-2,488387E-1	-5,176390E-1	-8,312705E-2	-1,820357E-1
2,898073E-1	1,226369E-2	-7,455289E-1	3,244344E-1	-2,488983E-1	-5,174006E-1	-8,298399E-2	-1,819404E-1
2,897835E-1	1,231138E-2	-7,454097E-1	3,243390E-1	-2,487553E-1	-5,173052E-1	-8,284094E-2	-1,818808E-1
2,896642E-1	1,203719E-2	-7,455051E-1	3,240887E-1	-2,488745E-1	-5,174602E-1	-8,290055E-2	-1,819761E-1
2,896762E-1	1,192991E-2	-7,456839E-1	3,239457E-1	-2,487910E-1	-5,176390E-1	-8,291247E-2	-1,820596E-1
2,897119E-1	1,200143E-2	-7,456005E-1	3,240529E-1	-2,488506E-1	-5,175675E-1	-8,307936E-2	-1,820715E-1
2,897000E-1	1,191798E-2	-7,456005E-1	3,241722E-1	-2,491606E-1	-5,175675E-1	-8,317473E-2	-1,820238E-1
2,898192E-1	1,204911E-2	-7,455409E-1	3,242556E-1	-2,489818E-1	-5,174482E-1	-8,276942E-2	-1,818212E-1
2,897835E-1	1,198951E-2	-7,456482E-1	3,244702E-1	-2,488506E-1	-5,174006E-1	-8,285286E-2	-1,818808E-1
2,897358E-1	1,197759E-2	-7,455886E-1	3,244463E-1	-2,489341E-1	-5,174125E-1	-8,304360E-2	-1,819523E-1
