channel names:							
020_174_232_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	020_174_232_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	020_174_232_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	020_174_232_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	020_174_232_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	020_174_232_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	020_174_232_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	020_174_232_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536	23.05.2024 15:04:42,385536
dt:							
0,020000							
data:							
2,976513E-1	1,995269E-2	-7,257760E-1	2,303902E-1	-4,307878E-1	-4,310215E-1	-5,145314E-2	-1,084002E-1
2,975678E-1	1,988117E-2	-7,257998E-1	2,304140E-1	-4,308594E-1	-4,310573E-1	-5,142930E-2	-1,084955E-1
2,975201E-1	1,986924E-2	-7,259071E-1	2,302829E-1	-4,308832E-1	-4,310692E-1	-5,153658E-2	-1,085790E-1
2,974844E-1	1,986924E-2	-7,258475E-1	2,301399E-1	-4,309547E-1	-4,311288E-1	-5,162003E-2	-1,086028E-1
2,975321E-1	1,997653E-2	-7,258356E-1	2,300922E-1	-4,309309E-1	-4,311050E-1	-5,173924E-2	-1,084955E-1
2,975559E-1	2,003614E-2	-7,257998E-1	2,301160E-1	-4,308475E-1	-4,310930E-1	-5,156043E-2	-1,084836E-1
2,975201E-1	2,007190E-2	-7,258594E-1	2,302114E-1	-4,309547E-1	-4,310573E-1	-5,147698E-2	-1,084478E-1
2,975559E-1	2,009574E-2	-7,258237E-1	2,302233E-1	-4,308594E-1	-4,310573E-1	-5,136969E-2	-1,085432E-1
2,976632E-1	2,004806E-2	-7,258594E-1	2,302710E-1	-4,308355E-1	-4,311050E-1	-5,159619E-2	-1,086028E-1
2,975440E-1	1,996461E-2	-7,259548E-1	2,301399E-1	-4,309547E-1	-4,311169E-1	-5,169156E-2	-1,086505E-1
2,974725E-1	1,996461E-2	-7,258117E-1	2,301160E-1	-4,311216E-1	-4,311169E-1	-5,154850E-2	-1,085909E-1
2,975082E-1	1,982156E-2	-7,257283E-1	2,300922E-1	-4,309905E-1	-4,311646E-1	-5,147698E-2	-1,086267E-1
2,974844E-1	1,961890E-2	-7,258833E-1	2,301160E-1	-4,308951E-1	-4,312838E-1	-5,156043E-2	-1,087101E-1
2,974009E-1	1,966659E-2	-7,258475E-1	2,301518E-1	-4,308832E-1	-4,311407E-1	-5,146506E-2	-1,087101E-1
2,974486E-1	1,970235E-2	-7,257283E-1	2,302233E-1	-4,308355E-1	-4,310454E-1	-5,138161E-2	-1,086505E-1
2,975559E-1	1,996461E-2	-7,257402E-1	2,303306E-1	-4,309428E-1	-4,310454E-1	-5,128624E-2	-1,085671E-1
2,975678E-1	1,986924E-2	-7,256806E-1	2,302829E-1	-4,308236E-1	-4,311169E-1	-5,138161E-2	-1,084955E-1
2,974725E-1	1,984540E-2	-7,257283E-1	2,302472E-1	-4,310263E-1	-4,311407E-1	-5,133393E-2	-1,086863E-1
2,974248E-1	1,978580E-2	-7,257760E-1	2,302710E-1	-4,311455E-1	-4,311646E-1	-5,134585E-2	-1,087578E-1
2,975559E-1	1,988117E-2	-7,257521E-1	2,303425E-1	-4,309190E-1	-4,311288E-1	-5,141737E-2	-1,086028E-1
2,976513E-1	1,992885E-2	-7,256091E-1	2,303783E-1	-4,308713E-1	-4,310573E-1	-5,116704E-2	-1,085671E-1
2,975321E-1	1,995269E-2	-7,255137E-1	2,304975E-1	-4,307521E-1	-4,310096E-1	-5,126240E-2	-1,084717E-1
2,975321E-1	1,982156E-2	-7,255733E-1	2,306167E-1	-4,310143E-1	-4,309619E-1	-5,117896E-2	-1,085432E-1
2,974486E-1	1,979772E-2	-7,257521E-1	2,305809E-1	-4,310740E-1	-4,310930E-1	-5,119088E-2	-1,086386E-1
2,974605E-1	1,986924E-2	-7,257402E-1	2,304379E-1	-4,312051E-1	-4,311407E-1	-5,121472E-2	-1,085790E-1
2,974725E-1	1,972619E-2	-7,256091E-1	2,303783E-1	-4,311932E-1	-4,310454E-1	-5,129817E-2	-1,086267E-1
2,974486E-1	1,988117E-2	-7,255495E-1	2,304379E-1	-4,310501E-1	-4,309738E-1	-5,109551E-2	-1,085790E-1
2,974963E-1	1,992885E-2	-7,255972E-1	2,303902E-1	-4,309428E-1	-4,308427E-1	-5,095246E-2	-1,085075E-1
2,974605E-1	1,990501E-2	-7,256091E-1	2,302829E-1	-4,309428E-1	-4,308665E-1	-5,125048E-2	-1,086505E-1
2,973652E-1	1,971427E-2	-7,256091E-1	2,301279E-1	-4,310024E-1	-4,311646E-1	-5,129817E-2	-1,086863E-1
2,973890E-1	1,988117E-2	-7,257164E-1	2,299372E-1	-4,309547E-1	-4,312003E-1	-5,121472E-2	-1,087578E-1
2,975082E-1	1,989309E-2	-7,256210E-1	2,299491E-1	-4,309786E-1	-4,310573E-1	-5,115511E-2	-1,086386E-1
2,975201E-1	1,983348E-2	-7,256329E-1	2,302233E-1	-4,310978E-1	-4,308546E-1	-5,116704E-2	-1,085551E-1
2,974248E-1	1,996461E-2	-7,256210E-1	2,302948E-1	-4,312408E-1	-4,308546E-1	-5,116704E-2	-1,085790E-1
2,975201E-1	1,995269E-2	-7,256925E-1	2,302352E-1	-4,310501E-1	-4,310215E-1	-5,110743E-2	-1,086028E-1
2,974486E-1	1,985732E-2	-7,256806E-1	2,301279E-1	-4,309428E-1	-4,310573E-1	-5,109551E-2	-1,086863E-1
2,973890E-1	1,979772E-2	-7,256448E-1	2,300326E-1	-4,308236E-1	-4,310454E-1	-5,115511E-2	-1,086386E-1
2,975082E-1	1,976196E-2	-7,256806E-1	2,300564E-1	-4,308355E-1	-4,311288E-1	-5,111935E-2	-1,087220E-1
2,975678E-1	1,995269E-2	-7,257640E-1	2,301756E-1	-4,307402E-1	-4,309619E-1	-5,113127E-2	-1,086267E-1
2,975797E-1	1,991693E-2	-7,256568E-1	2,304140E-1	-4,305494E-1	-4,308069E-1	-5,088093E-2	-1,085551E-1
2,975201E-1	1,997653E-2	-7,256091E-1	2,305213E-1	-4,307878E-1	-4,308308E-1	-5,079749E-2	-1,085671E-1
2,975321E-1	1,992885E-2	-7,257402E-1	2,303544E-1	-4,309309E-1	-4,310215E-1	-5,080941E-2	-1,085313E-1
2,975797E-1	1,990501E-2	-7,258117E-1	2,301518E-1	-4,311336E-1	-4,310573E-1	-5,100014E-2	-1,086267E-1
2,975321E-1	1,997653E-2	-7,257521E-1	2,301995E-1	-4,309786E-1	-4,311169E-1	-5,102398E-2	-1,085194E-1
2,975440E-1	2,003614E-2	-7,257521E-1	2,302948E-1	-4,309547E-1	-4,310692E-1	-5,101206E-2	-1,084836E-1
2,976751E-1	2,013150E-2	-7,256329E-1	2,304260E-1	-4,310263E-1	-4,308189E-1	-5,098822E-2	-1,085671E-1
2,976870E-1	2,004806E-2	-7,257283E-1	2,305452E-1	-4,310620E-1	-4,308665E-1	-5,096438E-2	-1,084478E-1
2,975440E-1	1,991693E-2	-7,257402E-1	2,303068E-1	-4,310501E-1	-4,308785E-1	-5,094054E-2	-1,085313E-1
2,974486E-1	1,980964E-2	-7,256687E-1	2,299610E-1	-4,312289E-1	-4,310454E-1	-5,114319E-2	-1,087101E-1
2,974605E-1	1,984540E-2	-7,258475E-1	2,298538E-1	-4,310501E-1	-4,309857E-1	-5,102398E-2	-1,086267E-1
2,974725E-1	1,991693E-2	-7,257998E-1	2,298418E-1	-4,309428E-1	-4,309977E-1	-5,109551E-2	-1,086267E-1
2,974725E-1	1,991693E-2	-7,256210E-1	2,297942E-1	-4,312170E-1	-4,309619E-1	-5,138161E-2	-1,086147E-1
2,974725E-1	1,997653E-2	-7,256329E-1	2,298180E-1	-4,310859E-1	-4,309619E-1	-5,116704E-2	-1,086147E-1
2,974844E-1	1,991693E-2	-7,257164E-1	2,298538E-1	-4,311574E-1	-4,310334E-1	-5,113127E-2	-1,086386E-1
2,974844E-1	1,989309E-2	-7,257164E-1	2,299253E-1	-4,311097E-1	-4,311646E-1	-5,126240E-2	-1,086386E-1
2,975559E-1	1,980964E-2	-7,257760E-1	2,299491E-1	-4,311455E-1	-4,309857E-1	-5,129817E-2	-1,086982E-1
2,974605E-1	1,990501E-2	-7,257402E-1	2,300683E-1	-4,311216E-1	-4,310811E-1	-5,116704E-2	-1,086743E-1
2,974963E-1	1,991693E-2	-7,257164E-1	2,301756E-1	-4,310740E-1	-4,309977E-1	-5,125048E-2	-1,085551E-1
2,975201E-1	1,991693E-2	-7,257521E-1	2,301756E-1	-4,311336E-1	-4,308546E-1	-5,122664E-2	-1,084836E-1
2,974844E-1	1,986924E-2	-7,257521E-1	2,301399E-1	-4,310859E-1	-4,308427E-1	-5,122664E-2	-1,085671E-1
2,974486E-1	1,991693E-2	-7,257760E-1	2,302472E-1	-4,313124E-1	-4,309857E-1	-5,134585E-2	-1,085551E-1
2,974725E-1	1,971427E-2	-7,256568E-1	2,300564E-1	-4,313243E-1	-4,309023E-1	-5,125048E-2	-1,085909E-1
2,974009E-1	1,966659E-2	-7,256210E-1	2,299968E-1	-4,311693E-1	-4,309261E-1	-5,123856E-2	-1,086863E-1
2,974367E-1	1,976196E-2	-7,256091E-1	2,300326E-1	-4,311574E-1	-4,309738E-1	-5,132201E-2	-1,087220E-1
2,974486E-1	1,964275E-2	-7,257044E-1	2,299372E-1	-4,310620E-1	-4,311407E-1	-5,134585E-2	-1,086386E-1
2,974963E-1	1,966659E-2	-7,257402E-1	2,299491E-1	-4,311693E-1	-4,311288E-1	-5,144122E-2	-1,087816E-1
2,973771E-1	1,970235E-2	-7,256448E-1	2,299968E-1	-4,311336E-1	-4,310215E-1	-5,134585E-2	-1,087816E-1
2,975201E-1	1,977388E-2	-7,257164E-1	2,301756E-1	-4,310740E-1	-4,308665E-1	-5,117896E-2	-1,086147E-1
2,977347E-1	1,977388E-2	-7,257402E-1	2,304021E-1	-4,309905E-1	-4,307593E-1	-5,098822E-2	-1,085432E-1
2,976393E-1	1,982156E-2	-7,255852E-1	2,302472E-1	-4,311097E-1	-4,308189E-1	-5,125048E-2	-1,085909E-1
2,974367E-1	1,967851E-2	-7,255972E-1	2,300683E-1	-4,311216E-1	-4,308904E-1	-5,123856E-2	-1,086386E-1
2,974367E-1	1,959506E-2	-7,257402E-1	2,299253E-1	-4,312170E-1	-4,311884E-1	-5,131009E-2	-1,086982E-1
2,975917E-1	1,971427E-2	-7,257402E-1	2,297822E-1	-4,311455E-1	-4,310215E-1	-5,133393E-2	-1,087101E-1
2,975797E-1	1,982156E-2	-7,255495E-1	2,298299E-1	-4,310740E-1	-4,308308E-1	-5,125048E-2	-1,085909E-1
2,975559E-1	1,994077E-2	-7,256210E-1	2,299134E-1	-4,308832E-1	-4,308904E-1	-5,123856E-2	-1,085194E-1
2,976393E-1	1,980964E-2	-7,256687E-1	2,298299E-1	-4,310620E-1	-4,310215E-1	-5,129817E-2	-1,086863E-1
2,975678E-1	1,960698E-2	-7,256806E-1	2,297942E-1	-4,311455E-1	-4,311169E-1	-5,136969E-2	-1,087816E-1
2,974248E-1	1,966659E-2	-7,258117E-1	2,298538E-1	-4,310501E-1	-4,310811E-1	-5,140545E-2	-1,086982E-1
2,975201E-1	1,985732E-2	-7,256806E-1	2,299372E-1	-4,311216E-1	-4,308665E-1	-5,126240E-2	-1,085909E-1
2,976751E-1	1,988117E-2	-7,257521E-1	2,301756E-1	-4,312170E-1	-4,307473E-1	-5,109551E-2	-1,084240E-1
2,976751E-1	1,980964E-2	-7,257879E-1	2,302352E-1	-4,312051E-1	-4,309381E-1	-5,121472E-2	-1,085194E-1
2,975440E-1	1,970235E-2	-7,257879E-1	2,301279E-1	-4,311455E-1	-4,310930E-1	-5,134585E-2	-1,086743E-1
2,973771E-1	1,966659E-2	-7,257521E-1	2,300445E-1	-4,311336E-1	-4,311050E-1	-5,131009E-2	-1,087936E-1
2,974725E-1	1,977388E-2	-7,257521E-1	2,300803E-1	-4,310978E-1	-4,309977E-1	-5,138161E-2	-1,088293E-1
2,975082E-1	1,994077E-2	-7,256687E-1	2,299730E-1	-4,312766E-1	-4,309142E-1	-5,139353E-2	-1,086386E-1
2,976632E-1	1,991693E-2	-7,256329E-1	2,300922E-1	-4,312051E-1	-4,309023E-1	-5,126240E-2	-1,085671E-1
2,975797E-1	1,991693E-2	-7,256329E-1	2,301160E-1	-4,312528E-1	-4,309381E-1	-5,145314E-2	-1,086386E-1
2,974725E-1	1,975003E-2	-7,257640E-1	2,300564E-1	-4,311455E-1	-4,310692E-1	-5,146506E-2	-1,087936E-1
2,975082E-1	1,966659E-2	-7,258237E-1	2,300087E-1	-4,312528E-1	-4,311407E-1	-5,141737E-2	-1,087816E-1
2,976393E-1	1,977388E-2	-7,257640E-1	2,300922E-1	-4,312885E-1	-4,310215E-1	-5,141737E-2	-1,086743E-1
2,977586E-1	1,984540E-2	-7,256091E-1	2,302352E-1	-4,312051E-1	-4,309023E-1	-5,114319E-2	-1,086267E-1
2,975917E-1	1,980964E-2	-7,256329E-1	2,303306E-1	-4,312408E-1	-4,309142E-1	-5,105975E-2	-1,085909E-1
2,975440E-1	1,980964E-2	-7,257283E-1	2,302948E-1	-4,311216E-1	-4,310573E-1	-5,129817E-2	-1,086028E-1
2,975321E-1	1,982156E-2	-7,257998E-1	2,302233E-1	-4,310501E-1	-4,310215E-1	-5,148890E-2	-1,086028E-1
2,975559E-1	1,989309E-2	-7,256806E-1	2,302948E-1	-4,310501E-1	-4,308785E-1	-5,138161E-2	-1,086386E-1
2,976513E-1	1,989309E-2	-7,256329E-1	2,302710E-1	-4,312289E-1	-4,309023E-1	-5,128624E-2	-1,086147E-1
2,976870E-1	1,980964E-2	-7,256210E-1	2,303306E-1	-4,311693E-1	-4,308904E-1	-5,107167E-2	-1,085909E-1
2,976393E-1	1,969043E-2	-7,257521E-1	2,302591E-1	-4,310501E-1	-4,310096E-1	-5,109551E-2	-1,085432E-1
2,975559E-1	1,976196E-2	-7,256568E-1	2,303187E-1	-4,310382E-1	-4,309023E-1	-5,116704E-2	-1,086028E-1
2,975917E-1	1,973811E-2	-7,255972E-1	2,301756E-1	-4,311455E-1	-4,310215E-1	-5,132201E-2	-1,085671E-1
